current_assets,prev_current_assets,cash,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,short_term_debt,roe,debt_ratio,opm,year
1428058178816,0,84734537962,772214725522,0,517313518503,1439546936080,0,3138844258698,1994629707423,0,573686602733,2651942913700,18973323181,486901344998,3359085918310,0,3103320275153,0,255765643157,0,123367986614,0,125052221516,0,48467643639,31498302811,115684004678,-149998548814,1935445829783,,,,2018
1470102673537,1428058178816,89365306110,821326252696,772214725522,524231839065,1470072588816,1439546936080,3224306571635,2074421797797,1994629707423,451545302431,2641352828666,102735145299,582953742969,5983144766137,3359085918310,5419331752645,3103320275153,563813013492,255765643157,227191847171,123367986614,322913486443,125052221516,230078497687,122022892754,349544530966,-195185658658,3931452646470,,,,2019
1245072465180,1470102673537,122242066836,713180290679,821326252696,354691454590,1248719984988,1455282768510,2824127677639,1681902964373,2074421797797,298034653844,2108771877433,228149089414,715355800206,5161616999627,5983144766137,4663096947072,5419331752645,498520052555,563813013492,217078220698,227191847171,266559583344,322913486443,223554046452,168272055112,564818284458,-58466959978,4005127467095,,,,2020
2605431161824,1245072465180,143763042277,1359913248078,713180290679,1009135032653,1556633901500,1248719984988,4526469189093,2249512593825,1681902964373,333882939863,2762872542817,971280376923,1763596646276,8596030165373,5161616999627,6896953324731,4663096947072,1699076840642,498520052555,257368914479,217078220698,1423650756975,266559583344,1404227741475,1007902535415,643292383075,-369477295294,3089782001618,,,,2021
2143068335976,2605431161824,103107214743,1061002181760,1359913248078,885374543614,1755820918520,1556633901500,4319879312472,2184964278981,2249512593825,409770538469,2804355654281,779977482681,1515523658191,8882729665188,8596030165373,8450584851726,6896953324731,432144813462,1699076840642,287364145142,257368914479,123593507716,1423650756975,30658603776,19183248249,293383061248,-362558719977,4838012040698,,,,2022
1856066709152,2143068335976,100628602687,949690790860,1061002181760,733895518668,1775081081281,1755820918520,4070471419196,1881749200828,2184964278981,405063966777,4070471419196,827699725637,1568742666020,110467732008,80204060282,6995663369423,8450584851726,531255454793,432144813462,297285275594,287364145142,213392972311,123593507716,24280130162,98706200512,601975948198,-184056375852,5207205390820,,,,2023
2034208124252,1856066709152,98108789418,1088531549416,949690790860,757872857298,2005524342995,1775081081281,4724182664945,2328368322765,1881749200828,388314639178,4724182664945,907063828164,1819937560940,79263256299,110467732008,7155686387274,6995663369423,620378689570,531255454793,326124414358,297285275594,270728036762,213392972311,29358770742,183832311123,654888206941,-462972640659,5040846876506,,,,2024
1980890226457,2034208124252,78332153321,1017952568311,1088531549416,792342666208,2682955687712,2005524342995,5739089251365,2569416118261,2328368322765,989685550321,5739089251365,876407438348,1956911565949,7694843720869,7776065076844,7065572734734,7155686387274,629270986135,620378689570,352531297717,326124414358,251502878527,270728036762,72643839686,38195733782,456129589664,-1249708256704,7310470000611,,,,2025
