current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,depreciation,operating_income,prev_operating_income,interest_expense,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
3839524960880,0,894758667438,679067511395,1486794858384,0,775160828663,396117729966,0,4863355063497,2444816865907,0,207285000000,319013017344,3018991446361,229273592909,1844363617136,2792736856185,0,2343795463908,0,448941392277,0,151909335385.0,0.0,20898445585,317930502477,0,13448371116,324798010807,229852940958,454640184509,-248903467768,,,,2018
3235333823589,3839524960880,361057399625,653307517427,1708921437441,1486794858384,502195114096,388370202599,396117729966,4409550765094,1726495743410,2444816865907,231685000000,179507058464,2177817169241,618128798686,2231733595853,4216489503536,2792736856185,3462844508252,2343795463908,753644995284,448941392277,204422425043.0,151909335385.0,2264723592,551487293833,317930502477,17188016652,558900187414,413669803493,-119988850843,-237818708649,,,,2019
4760551933547,3235333823589,526623633730,1491741486004,2287586070978,1708921437441,450997842835,362367551629,388370202599,6116097910011,2474041087423,1726495743410,832285000000,587994663772,3373063231937,811225042511,2743034678074,3670224980413,4216489503536,2885152256608,3462844508252,785072723805,753644995284,200922831981.0,204422425043.0,1571209193,585721101017,551487293833,34239023151,347606832690,220205212182,-258907141040,-1012820309549,,,,2020
4955826205119,4760551933547,350812068124,1472222273984,2277325099308,2287586070978,848227538703,353040409449,362367551629,6566377904144,2846967258416,2474041087423,877485000000,488542642389,3681097259241,954065128083,2885280644903,3363905605791,3670224980413,2867609243295,2885152256608,496296362496,785072723805,219266059498.0,200922831981.0,3595178378,273435124620,585721101017,35321516092,294375046274,176280916096,30449503915,-149548100572,,,,2021
5442547023552,4955826205119,564304695784,130048987672,3172728314127,2277325099308,1574761815969,441057630880,353040409449,7336326609377,3459125496456,2846967258416,1512000000000,319086609477,4434454285936,974007432902,2901872323441,3298299641730,3363905605791,2981849268027,2867609243295,316450373703,496296362496,201099284541.0,219266059498.0,1028611444,116379700606,273435124620,63009566369,120922439218,50219958316,-1735144768653,1270839446336,,,,2022
4987269549535,5442547023552,558231008377,150054849313,2766827335159,3168655794062,1507391138497,484060733982,441057630880,7016268809820,3147575788572,3459125496456,1136700000000,249359062012,7016268809820,1097331087283,3008017194695,3590824127978,2760457676579,3810050687143,2981849268027,380737461198,316450373703,185879206062.0,201099284541.0,454910019,195313165155,116379700606,45450224989,64131453472,172890219224,640164749834,-143094072030,,,,2023
5380387938712,4987269549535,824527529073,189746280411,2506971183202,2766827335159,1854262476017,485111254895,484060733982,7461863865856,3510023081334,3147575788572,1339759000000,199529588043,7461863865856,1199240028805,3114585393894,3691161971055,3590824127978,3854196096076,3810050687143,402037105707,380737461198,212589016980.0,185879206062.0,4811104868,184636983859,195313165155,55407390404,44569821401,155717171971,314398841679,-97849109158,,,,2024
4718349193562,5380387938712,884034771732,84101000000,2241431393100,2506971183202,1505675943730,839278392972,485111254895,7599100705541,3291628138084,3510023081334,1088675000000,1381886354000,7599100705541,1315238382847,3212755613173,3348601490543,3691161971055,3555315920301,3854196096076,591691068495,402037105707,,,116584760836,248613789437,184636983859,70454081226,55290177283,158148718419,2808096213,-72763619517,,,,2025
