date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio,personal_net_buy,inst_net_value,foreign_net_value
2016-01-15,2610.0,1236710.0,0.0,0.0,3e-06,0.0,,0.0,ohlcv_proxy,,,,
2016-01-18,2630.0,844646.0,0.0,0.0,3e-06,0.0,,0.0,ohlcv_proxy,,,,
2016-01-19,2600.0,808790.0,0.0,0.0,2e-06,0.0,,0.0,ohlcv_proxy,,,,
2016-01-20,2520.0,720486.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-01-21,2540.0,434360.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-01-22,2600.0,400836.0,0.0,0.0,1e-06,0.0,,0.0,ohlcv_proxy,,,,
2016-01-25,2530.0,382566.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-01-26,2520.0,355660.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-01-27,2490.0,405030.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,,,,
2016-01-28,2570.0,522776.0,0.0,0.0,1e-06,0.0,,0.0,ohlcv_proxy,,,,
2016-01-29,2500.0,565460.0,0.0,0.0,-1e-06,0.0,-0.00474,0.0,ohlcv_proxy,,,,
2016-02-01,2440.0,446016.0,0.0,0.0,-2e-06,0.0,-0.011409,0.0,ohlcv_proxy,,,,
2016-02-02,2480.0,429456.0,0.0,0.0,-1e-06,0.0,-0.01469,0.0,ohlcv_proxy,,,,
2016-02-03,2540.0,445816.0,0.0,0.0,0.0,0.0,-0.009656,0.0,ohlcv_proxy,,,,
2016-02-04,2480.0,477826.0,0.0,0.0,-1e-06,0.0,-0.018985,0.0,ohlcv_proxy,,,,
2016-02-05,2480.0,209660.0,0.0,0.0,-1e-06,0.0,-0.022162,0.0,ohlcv_proxy,,,,
2016-02-11,2370.0,361260.0,0.0,0.0,-2e-06,0.0,-0.025973,0.0,ohlcv_proxy,,,,
2016-02-12,2360.0,610650.0,0.0,0.0,-2e-06,0.0,-0.035886,0.0,ohlcv_proxy,,,,
2016-02-15,2470.0,704546.0,0.0,0.0,-0.0,0.0,-0.037312,0.0,ohlcv_proxy,,,,
2016-02-16,2480.0,440816.0,0.0,0.0,-0.0,0.0,-0.037761,0.0,ohlcv_proxy,,,,
