year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,12650885274,7118670092,857415249064,830264391828,12650885274,857415249064,0.0327,0.7771,0.0,0.6085,1.0
2021,Q4,16571777888,12650885274,1070383204799,857415249064,16571777888,1070383204799,0.2484,0.3099,0.0,0.3827,1.0
2022,Q4,28462568691,16571777888,1416454404337,1070383204799,28462568691,1416454404337,0.3233,0.7175,0.0,0.5893,1.0
2023,Q4,43720038993,28462568691,15318226079,1416454404337,43720038993,15318226079,-0.9892,0.5361,0.0,0.5174,1.0
2024,Q1,12778396257.0,0,-20011985.0,0.0,12778396257.0,-20011985.0,0,12778396257.0,0.0,0.0,0.0
2024,Q2,10484305530.0,0,-99476503.0,0.0,10484305530.0,-99476503.0,0,10484305530.0,0.0,0.0,0.0
2024,Q3,12855665858.0,0,-127847001.0,0.0,12855665858.0,-127847001.0,0,12855665858.0,0.0,0.0,0.0
2024,Q4,45011778000,43720038993,15227978000,15318226079,45011778000,15227978000,-0.0059,0.0295,0.0,0.0558,1.0
2025,Q1,21884131000.0,0,2071000.0,0.0,21884131000.0,2071000.0,0,21884131000.0,0.0,0.0,0.0
2025,Q2,23232978000.0,0,38406000.0,0.0,23232978000.0,38406000.0,0,23232978000.0,0.0,0.0,0.0
2025,Q3,26126955000.0,0,21961000.0,0.0,26126955000.0,21961000.0,0,26126955000.0,0.0,0.0,0.0
2025,Q4,79191591000,45011778000,28733760000,15227978000,79191591000,28733760000,0.8869,0.7594,0.0,0.603,1.0
