date,name,position,change_dir,shares_before,shares_after,change_amount
2024-04-11,이규복,,,0,0,0
2024-04-11,최현만,,,0,0,0
2024-04-22,최현만,,,0,0,0
2024-07-19,최현만,,,0,0,0
2024-07-19,배재철,,,0,0,0
2024-07-19,김태우,,,0,0,0
2024-07-19,오주석,,,0,0,0
2024-07-19,우영주,,,0,0,0
2024-07-19,원영덕,,,0,0,0
2024-07-19,권우창,,,0,0,0
2024-07-19,조명현,,,0,0,0
2024-07-19,이규복,,,0,0,0
2024-07-19,정의선,,,0,0,0
2024-07-19,이원희,,,0,0,0
2024-07-19,한규헌,,,0,0,0
2024-07-19,박운용,,,0,0,0
2024-07-19,문병섭,,,0,0,0
2024-07-19,조삼현,,,0,0,0
2024-07-19,이제혁,,,0,0,0
2024-07-19,김진환,,,0,0,0
2024-07-19,김효식,,,0,0,0
2024-07-19,정헌택,,,0,0,0
2024-07-22,ProjectGuardianHoldingsLimited,,,0,0,0
2024-07-24,현대자동차,,,0,0,0
2024-07-25,덴노르스케아메리카린제에이에스,,,0,0,0
2024-08-13,우영주,,,0,0,0
2024-09-03,조명현,,,0,0,0
2025-01-07,박호림,,,0,0,0
2025-01-08,국민연금공단,,,0,0,0
2025-01-10,국민연금공단,,,0,0,0
2025-01-16,국민연금공단,,,0,0,0
2025-02-07,최현만,,,0,0,0
2025-02-21,김정석,,,0,0,0
2025-02-21,이규복,,,0,0,0
2025-03-13,이규병,,,0,0,0
2025-03-18,국민연금공단,,,0,0,0
2025-03-24,김태우,,,0,0,0
2025-03-24,김진환,,,0,0,0
2025-04-02,한규헌,,,0,0,0
2025-04-08,박중장,,,0,0,0
2025-07-16,국민연금공단,,,0,0,0
2025-07-25,국민연금공단,,,0,0,0
2025-08-11,국민연금공단,,,0,0,0
2025-08-13,국민연금공단,,,0,0,0
2025-08-14,국민연금공단,,,0,0,0
2025-08-20,국민연금공단,,,0,0,0
2025-09-01,국민연금공단,,,0,0,0
2025-09-15,장윤석,,,0,0,0
2025-09-23,김기철,,,0,0,0
2025-09-24,국민연금공단,,,0,0,0
2025-11-11,김태우,,,0,0,0
2026-01-06,허태웅,,,0,0,0
2026-01-06,박종석,,,0,0,0
2026-02-06,최현만,,,0,0,0
2026-03-12,최현만,,,0,0,0
2026-03-24,이규병,,,0,0,0
2024-07-19,정의선,,,0,0,0
2024-07-19,이규복,,,0,0,0
2024-07-19,한규헌,,,0,0,0
2024-07-19,박운용,,,0,0,0
2024-07-19,문병섭,,,0,0,0
2024-07-19,조삼현,,,0,0,0
2024-07-19,정헌택,,,0,0,0
2024-07-19,김효식,,,0,0,0
2024-07-19,조명현,,,0,0,0
2024-07-19,최현만,,,0,0,0
2024-07-19,배재철,,,0,0,0
2024-07-19,김태우,,,0,0,0
2024-07-19,오주석,,,0,0,0
2024-07-19,우영주,,,0,0,0
2024-07-19,원영덕,,,0,0,0
2024-07-19,권우창,,,0,0,0
2024-07-19,이원희,,,0,0,0
2024-07-19,이제혁,,,0,0,0
2024-07-19,김진환,,,0,0,0
2024-07-22,ProjectGuardianHoldingsLimited,,,0,0,0
2024-07-24,현대자동차,,,0,0,0
2024-07-25,덴노르스케아메리카린제에이에스,,,0,0,0
2024-08-13,우영주,,,0,0,0
2024-09-03,조명현,,,0,0,0
2025-01-07,박호림,,,0,0,0
2025-01-08,국민연금공단,,,0,0,0
2025-01-10,국민연금공단,,,0,0,0
2025-01-16,국민연금공단,,,0,0,0
2025-02-07,최현만,,,0,0,0
2025-02-21,김정석,,,0,0,0
2025-02-21,이규복,,,0,0,0
2025-03-13,이규병,,,0,0,0
2025-03-18,국민연금공단,,,0,0,0
2025-03-24,김태우,,,0,0,0
2025-03-24,김진환,,,0,0,0
2025-04-02,한규헌,,,0,0,0
2025-04-08,박중장,,,0,0,0
2025-07-16,국민연금공단,,,0,0,0
2025-07-25,국민연금공단,,,0,0,0
2025-08-11,국민연금공단,,,0,0,0
2025-08-13,국민연금공단,,,0,0,0
2025-08-14,국민연금공단,,,0,0,0
2025-08-20,국민연금공단,,,0,0,0
2025-09-01,국민연금공단,,,0,0,0
2025-09-15,장윤석,,,0,0,0
2025-09-23,김기철,,,0,0,0
2025-09-24,국민연금공단,,,0,0,0
2025-11-11,김태우,,,0,0,0
2026-01-06,허태웅,,,0,0,0
2026-01-06,박종석,,,0,0,0
2026-02-06,최현만,,,0,0,0
2026-03-12,최현만,,,0,0,0
2026-03-24,이규병,,,0,0,0
