date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio,personal_net_buy,inst_net_value,foreign_net_value
2016-08-05,63700.0,4460.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-08,63300.0,2972.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-09,64200.0,3033.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-10,63100.0,9660.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-11,63600.0,4099.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-12,63800.0,3812.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-16,63200.0,2774.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-17,63400.0,3713.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-18,64200.0,5621.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-19,63000.0,4993.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,,,,
2016-08-22,61600.0,2417.0,0.0,0.0,-0.0,0.0,0.012833,0.0,ohlcv_proxy,,,,
2016-08-23,61100.0,4346.0,0.0,0.0,-0.0,0.0,0.006502,0.0,ohlcv_proxy,,,,
2016-08-24,61100.0,3555.0,0.0,0.0,-0.0,0.0,0.000206,0.0,ohlcv_proxy,,,,
2016-08-25,61200.0,5402.0,0.0,0.0,-0.0,0.0,-0.012193,0.0,ohlcv_proxy,,,,
2016-08-26,61300.0,3539.0,0.0,0.0,-0.0,0.0,-0.01841,0.0,ohlcv_proxy,,,,
2016-08-29,60700.0,3481.0,0.0,0.0,-0.0,0.0,-0.025466,0.0,ohlcv_proxy,,,,
2016-08-30,60900.0,4399.0,0.0,0.0,-0.0,0.0,-0.02696,0.0,ohlcv_proxy,,,,
2016-08-31,59800.0,4618.0,0.0,0.0,-0.0,0.0,-0.029524,0.0,ohlcv_proxy,,,,
2016-09-01,61100.0,11279.0,0.0,0.0,-0.0,0.1,-0.023865,0.0,ohlcv_proxy,,,,
2016-09-02,60600.0,7989.0,0.0,0.0,-0.0,0.0,-0.022765,0.0,ohlcv_proxy,,,,
2016-09-05,60800.0,10739.0,0.0,0.0,-0.0,0.1,-0.019084,0.0,ohlcv_proxy,,,,
2016-09-06,61400.0,8829.0,0.0,0.0,-0.0,0.2,-0.015902,0.0,ohlcv_proxy,,,,
2016-09-07,60300.0,9566.0,0.0,0.0,-0.0,0.1,-0.013008,0.0,ohlcv_proxy,,,,
2016-09-08,59300.0,11598.0,0.0,0.0,-0.0,0.0,-0.014282,0.0,ohlcv_proxy,,,,
2016-09-09,59200.0,7256.0,0.0,0.0,-0.0,0.0,-0.014475,0.0,ohlcv_proxy,,,,
2016-09-12,59500.0,9367.0,0.0,0.0,-0.0,0.0,-0.015798,0.0,ohlcv_proxy,,,,
2016-09-13,59500.0,6778.0,0.0,0.0,-0.0,0.0,-0.019689,0.0,ohlcv_proxy,,,,
2016-09-19,59300.0,5298.0,0.0,0.0,-0.0,0.0,-0.020966,0.0,ohlcv_proxy,,,,
2016-09-20,59000.0,6207.0,0.0,0.0,-0.0,-0.1,-0.017975,0.0,ohlcv_proxy,,,,
2016-09-21,59600.0,10997.0,0.0,0.0,-0.0,0.1,-0.013694,0.0,ohlcv_proxy,,,,
2016-09-22,60500.0,8409.0,0.0,0.0,0.0,0.0,-0.009894,0.0,ohlcv_proxy,,,,
2016-09-23,60300.0,15168.0,0.0,0.0,-0.0,-0.2,-0.005651,0.0,ohlcv_proxy,,,,
2016-09-26,59500.0,13750.0,0.0,0.0,-0.0,-0.2,-0.004998,0.0,ohlcv_proxy,,,,
2016-09-27,59500.0,8859.0,0.0,0.0,-0.0,-0.1,-0.003234,0.0,ohlcv_proxy,,,,
2016-09-28,59700.0,7159.0,0.0,0.0,-0.0,-0.1,-0.001999,0.0,ohlcv_proxy,,,,
2016-09-29,59900.0,3069.0,0.0,0.0,-0.0,-0.1,-0.003463,0.0,ohlcv_proxy,,,,
2016-09-30,59400.0,4889.0,0.0,0.0,-0.0,-0.1,-0.006975,0.0,ohlcv_proxy,,,,
2016-10-04,60700.0,5225.0,0.0,0.0,0.0,-0.1,-0.003557,0.0,ohlcv_proxy,,,,
2016-10-05,59900.0,7262.0,0.0,0.0,-0.0,-0.1,-0.000227,0.0,ohlcv_proxy,,,,
2016-10-06,61100.0,7920.0,0.0,0.0,0.0,-0.2,0.005812,0.0,ohlcv_proxy,,,,
