date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,1,0.5
2026-02-25,0.861,1,0.93
2026-02-26,0.368,1,0.684
2026-02-27,0.386,0,0.193
2026-03-03,0.221,0,0.11
2026-03-04,0.545,0,0.272
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.489,0,0.244
2026-03-10,0.0,0,0.0
2026-03-11,0.0,1,0.5
2026-03-12,0.0,1,0.5
2026-03-13,0.0,0,0.0
2026-03-16,0.0,0,0.0
2026-03-17,1.508,1,1.254
2026-03-18,0.0,0,0.0
2026-03-19,0.414,0,0.207
2026-03-20,0.0,0,0.0
2026-03-23,0.548,0,0.274
2026-03-24,0.645,0,0.322
2026-03-25,0.0,0,0.0
2026-03-26,0.736,0,0.368
2026-03-27,0.0,0,0.0
2026-03-30,1.002,0,0.501
2026-03-31,0.791,0,0.396
2026-04-01,0.0,0,0.0
2026-04-02,0.807,0,0.404
2026-04-03,0.868,0,0.434
2026-04-06,0.0,0,0.0
2026-04-07,0.769,0,0.384
2026-04-08,0.0,0,0.0
2026-04-09,0.95,0,0.475
2026-04-10,0.0,0,0.0
2026-04-13,1.37,0,0.685
2026-04-14,0.0,0,0.0
2026-04-15,0.818,0,0.409
2026-04-16,0.0,0,0.0
2026-04-17,0.785,1,0.893
2026-04-20,0.0,0,0.0
2026-04-21,0.0,1,0.5
2026-04-22,0.672,0,0.336
2026-04-23,0.585,0,0.292
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.774,0,0.387
2026-04-29,0.646,0,0.323
2026-04-30,0.773,1,0.887
2026-05-04,0.0,0,0.0
2026-05-06,0.0,0,0.0
2026-05-07,1.278,0,0.639
2026-05-08,0.0,0,0.0
2026-05-11,0.633,0,0.316
2026-05-12,0.753,0,0.376
2026-05-13,0.0,0,0.0
2026-05-14,0.0,0,0.0
2026-05-15,1.408,0,0.704
2026-05-18,0.6,1,0.8
2026-05-19,0.651,0,0.326
2026-05-20,0.454,0,0.227
2026-05-21,0.0,0,0.0
