year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,2007711293863,1419108143782,CFS,BS
2025,연간,자본총계,1358745854879,829079862089,CFS,BS
2025,연간,자본과부채총계,2007711293863,1419108143782,CFS,BS
2025,연간,부채총계,648965438984,590028281693,CFS,BS
2025,연간,영업이익(손실),183033876467,87296655446,CFS,CIS
2025,연간,매출총이익,432535409791,307235206265,CFS,CIS
2025,연간,당기순이익,359364113602,818849820,CFS,CIS
2025,연간,매출액,1174934814159,989725343114,CFS,CIS
2024,연간,자산총계,1419108143782,1540973937398,CFS,BS
2024,연간,자본총계,829079862089,909398072974,CFS,BS
2024,연간,자본과부채총계,1419108143782,1540973937398,CFS,BS
2024,연간,부채총계,590028281693,631575864424,CFS,BS
2024,연간,영업이익(손실),87296655446,113463014394,CFS,CIS
2024,연간,매출총이익,307235206265,341029030473,CFS,CIS
2024,연간,당기순이익,818849820,82683480181,CFS,CIS
2024,연간,매출액,989725343114,961069716545,CFS,CIS
2023,연간,자산총계,1540973937398,1463023492474,CFS,BS
2023,연간,자본총계,909398072974,886132057820,CFS,BS
2023,연간,자본과부채총계,1540973937398,1463023492474,CFS,BS
2023,연간,부채총계,631575864424,576891434654,CFS,BS
2023,연간,영업이익,113463014394,91007611263,CFS,CIS
2023,연간,매출총이익,341029030473,295029862582,CFS,CIS
2023,연간,당기순이익,82683480181,82028551863,CFS,CIS
2023,연간,매출액,961069716545,850769309133,CFS,CIS
2022,연간,자산총계,1463023492474,1314942073873,CFS,BS
2022,연간,부채총계,576891434654,526500165835,CFS,BS
2022,연간,자본총계,886132057820,788441908038,CFS,BS
2022,연간,자본과부채총계,1463023492474,1314942073873,CFS,BS
2022,연간,매출액,850769309133,701563172148,CFS,CIS
2022,연간,매출총이익,295029862582,264374341232,CFS,CIS
2022,연간,영업이익,91007611263,67520136401,CFS,CIS
2022,연간,당기순이익(손실),82028551863,133225196705,CFS,CIS
2025,3분기,자산총계,1959882232856,1419108143782,CFS,BS
2025,3분기,자본총계,1293830716798,829079862089,CFS,BS
2025,3분기,부채및자본총계,1959882232856,1419108143782,CFS,BS
2025,3분기,부채총계,666051516058,590028281693,CFS,BS
2025,3분기,영업이익(손실),48213754151,0,CFS,CIS
2025,3분기,매출총이익,118964116998,0,CFS,CIS
2025,3분기,당기순이익,44685452634,0,CFS,CIS
2025,3분기,매출액,321591609871,0,CFS,CIS
2024,3분기,자산총계,1421784143564,1540973937398,CFS,BS
2024,3분기,자본총계,848263947918,909398072974,CFS,BS
2024,3분기,자본과부채총계,1421784143564,1540973937398,CFS,BS
2024,3분기,부채총계,573520195646,631575864424,CFS,BS
2024,3분기,영업이익,13332529381,0,CFS,CIS
2024,3분기,매출총이익,73353878139,0,CFS,CIS
2024,3분기,매출액,242223884528,0,CFS,CIS
2023,3분기,자산총계,1567323318993,1463023492474,CFS,BS
2023,3분기,자본총계,967544772395,886132057820,CFS,BS
2023,3분기,자본과부채총계,1567323318993,1463023492474,CFS,BS
2023,3분기,부채총계,599778546598,576891434654,CFS,BS
2023,3분기,영업이익,50514843389,0,CFS,CIS
2023,3분기,매출총이익,106199579977,0,CFS,CIS
2023,3분기,매출액,266309545682,0,CFS,CIS
2022,3분기,자산총계,1387742332666,1314942073873,CFS,BS
2022,3분기,부채총계,506042533392,526500165835,CFS,BS
2022,3분기,자본총계,881699799274,788441908038,CFS,BS
2022,3분기,자본과부채총계,1387742332666,1314942073873,CFS,BS
2022,3분기,매출액,238109764205,0,CFS,CIS
2022,3분기,매출총이익,80459528970,0,CFS,CIS
2022,3분기,영업이익,29757715241,0,CFS,CIS
2025,반기,자산총계,1899141902573,1419108143782,CFS,BS
2025,반기,자본총계,1246215261556,829079862089,CFS,BS
2025,반기,부채및자본총계,1899141902573,1419108143782,CFS,BS
2025,반기,부채총계,652926641017,590028281693,CFS,BS
2025,반기,영업이익(손실),47610585554,0,CFS,CIS
2025,반기,매출총이익,114545006083,0,CFS,CIS
2025,반기,당기순이익,30878185080,0,CFS,CIS
2025,반기,매출액,302914439760,0,CFS,CIS
2024,반기,자산총계,1486015746209,1540973937398,CFS,BS
2024,반기,자본총계,862257751653,909398072974,CFS,BS
2024,반기,자본과부채총계,1486015746209,1540973937398,CFS,BS
2024,반기,부채총계,623757994556,631575864424,CFS,BS
2024,반기,영업이익,24749411451,0,CFS,CIS
2024,반기,매출총이익,77745370740,0,CFS,CIS
2024,반기,매출액,253880979618,0,CFS,CIS
2023,반기,자산총계,1461867507222,1463023492474,CFS,BS
2023,반기,부채총계,566360937658,576891434654,CFS,BS
2023,반기,자본총계,895506569564,886132057820,CFS,BS
2023,반기,자본과부채총계,1461867507222,1463023492474,CFS,BS
2023,반기,매출액,239789079302,0,CFS,CIS
2023,반기,매출총이익,83187808216,0,CFS,CIS
2023,반기,영업이익,35658774433,0,CFS,CIS
2022,반기,자산총계,1335148910487,1314942073873,CFS,BS
2022,반기,부채총계,490199748889,526500165835,CFS,BS
2022,반기,자본총계,844949161598,788441908038,CFS,BS
2022,반기,자본과부채총계,1335148910487,1314942073873,CFS,BS
2022,반기,매출액,184440165105,0,CFS,CIS
2022,반기,매출총이익,63113250848,0,CFS,CIS
2022,반기,영업이익,19377861652,0,CFS,CIS
2026,1분기,자산총계,2010003561055,2007711293863,CFS,BS
2026,1분기,자본총계,1353863070500,1358745854879,CFS,BS
2026,1분기,부채및자본총계,2010003561055,2007711293863,CFS,BS
2026,1분기,부채총계,656140490555,648965438984,CFS,BS
2026,1분기,영업이익(손실),38599082659,0,CFS,CIS
2026,1분기,매출총이익,100378160239,0,CFS,CIS
2026,1분기,당기순이익,36709153563,0,CFS,CIS
2026,1분기,매출액,279100907391,0,CFS,CIS
2025,1분기,자산총계,1789076714694,1419108143782,CFS,BS
2025,1분기,자본총계,1181462898325,829079862089,CFS,BS
2025,1분기,부채및자본총계,1789076714694,1419108143782,CFS,BS
2025,1분기,부채총계,607613816369,590028281693,CFS,BS
2025,1분기,영업이익(손실),32585652915,0,CFS,CIS
2025,1분기,매출총이익,83396060132,0,CFS,CIS
2025,1분기,당기순이익,252722772350,0,CFS,CIS
2025,1분기,매출액,231426868159,0,CFS,CIS
2024,1분기,자산총계,1460777114002,1540973937398,CFS,BS
2024,1분기,자본총계,879616554928,909398072974,CFS,BS
2024,1분기,자본과부채총계,1460777114002,1540973937398,CFS,BS
2024,1분기,부채총계,581160559074,631575864424,CFS,BS
2024,1분기,영업이익,15546892895,0,CFS,CIS
2024,1분기,매출총이익,71133125579,0,CFS,CIS
2024,1분기,매출액,220062503756,0,CFS,CIS
2023,1분기,자산총계,1411912314535,1463023492474,CFS,BS
2023,1분기,부채총계,542973532760,576891434654,CFS,BS
2023,1분기,자본총계,868938781775,886132057820,CFS,BS
2023,1분기,자본과부채총계,1411912314535,1463023492474,CFS,BS
2023,1분기,매출액,203908649980,0,CFS,CIS
2023,1분기,매출총이익,72179411376,0,CFS,CIS
2023,1분기,영업이익,18261781441,0,CFS,CIS
2022,1분기,자산총계,1292369653434,1314942073873,CFS,BS
2022,1분기,부채총계,468018222025,526500165835,CFS,BS
2022,1분기,자본총계,824351431409,788441908038,CFS,BS
2022,1분기,자본과부채총계,1292369653434,1314942073873,CFS,BS
2022,1분기,매출액,169441341971,0,CFS,CIS
2022,1분기,매출총이익,68791336914,0,CFS,CIS
2022,1분기,영업이익,19216042430,0,CFS,CIS
