날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2020-08-06,201600.0,262000.0,201600.0,262000.0,75906.0,,,,,
2020-08-07,298200.0,328000.0,270000.0,282000.0,1828517.0,,,,,
2020-08-10,261500.0,272000.0,235400.0,256900.0,377291.0,,,,,
2020-08-11,261000.0,262700.0,240000.0,241000.0,255786.0,,,,,
2020-08-12,238100.0,258800.0,225200.0,248000.0,409538.0,,,,,
2020-08-13,249800.0,250800.0,243500.0,247800.0,111673.0,,,,,
2020-08-14,245400.0,247800.0,235900.0,236100.0,108771.0,,,,,
2020-08-18,229000.0,235000.0,213200.0,214000.0,172350.0,,,,,
2020-08-19,214000.0,229700.0,214000.0,222400.0,139885.0,,,,,
2020-08-20,218800.0,222300.0,206900.0,207500.0,113690.0,,,,,
2020-08-21,214000.0,221400.0,206000.0,214300.0,112805.0,,,,,
2020-08-24,213800.0,224000.0,207800.0,221000.0,89071.0,,,,,
2020-08-25,225000.0,239300.0,218800.0,235600.0,148257.0,,,,,
2020-08-26,235700.0,241000.0,229000.0,232000.0,102963.0,,,,,
2020-08-27,230900.0,230900.0,220300.0,225000.0,144001.0,,,,,
2020-08-28,227100.0,228000.0,215500.0,216900.0,106858.0,,,,,
2020-08-31,218500.0,221900.0,216100.0,216800.0,63239.0,,,,,
2020-09-01,216800.0,219000.0,209300.0,210300.0,95539.0,,,,,
2020-09-02,212400.0,215200.0,209500.0,210100.0,85563.0,,,,,
2020-09-03,212900.0,223500.0,211200.0,223000.0,125681.0,,,,,
2020-09-04,212000.0,216700.0,211500.0,213200.0,110591.0,,,,,
2020-09-07,215000.0,219500.0,211700.0,216500.0,79070.0,,,,,
2020-09-08,219100.0,219100.0,212300.0,213100.0,59114.0,,,,,
2020-09-09,208000.0,209800.0,206500.0,207000.0,67785.0,,,,,
2020-09-10,210500.0,211900.0,206000.0,207700.0,66432.0,,,,,
2020-09-11,207500.0,207500.0,201100.0,204700.0,88424.0,,,,,
2020-09-14,206400.0,213400.0,204000.0,213400.0,76929.0,,,,,
2020-09-15,220300.0,235300.0,220100.0,231500.0,368205.0,,,,,
2020-09-16,236000.0,240500.0,227300.0,229800.0,158086.0,,,,,
2020-09-17,231400.0,231800.0,222100.0,225000.0,75510.0,,,,,
2020-09-18,224500.0,235000.0,220100.0,233100.0,83226.0,,,,,
2020-09-21,232100.0,234700.0,223800.0,225300.0,65042.0,,,,,
2020-09-22,223600.0,225000.0,215000.0,215400.0,77506.0,,,,,
2020-09-23,219000.0,219600.0,209200.0,217000.0,65531.0,,,,,
2020-09-24,209200.0,213800.0,208400.0,209300.0,50755.0,,,,,
2020-09-25,211600.0,213800.0,207200.0,213000.0,31670.0,,,,,
2020-09-28,215500.0,217400.0,213500.0,215900.0,31593.0,,,,,
2020-09-29,216500.0,218000.0,214400.0,216700.0,37620.0,,,,,
2020-10-05,216600.0,216600.0,212900.0,215200.0,26040.0,,,,,
2020-10-06,216300.0,224100.0,215000.0,224000.0,70873.0,,,,,
2020-10-07,221200.0,240800.0,220700.0,240000.0,231916.0,,,,,
2020-10-08,240100.0,248000.0,234800.0,239700.0,143959.0,,,,,
2020-10-12,241200.0,242100.0,236000.0,241800.0,77634.0,,,,,
2020-10-13,249400.0,257000.0,243800.0,249700.0,229897.0,,,,,
2020-10-14,250900.0,256600.0,240100.0,241500.0,126942.0,,,,,
2020-10-15,244800.0,244800.0,232000.0,241300.0,83889.0,,,,,
2020-10-16,240000.0,240600.0,230000.0,231200.0,66267.0,,,,,
2020-10-19,227700.0,235700.0,225600.0,226100.0,57056.0,,,,,
2020-10-20,222800.0,237100.0,222200.0,235800.0,74845.0,,,,,
2020-10-21,235800.0,238500.0,234100.0,238100.0,36935.0,,,,,
2020-10-22,238000.0,238000.0,229000.0,229200.0,54199.0,,,,,
2020-10-23,230300.0,231500.0,225400.0,228700.0,43675.0,,,,,
2020-10-26,226300.0,227700.0,214000.0,216000.0,80915.0,,,,,
2020-10-27,215200.0,219000.0,210500.0,217700.0,54300.0,,,,,
2020-10-28,220300.0,223900.0,214400.0,219800.0,57530.0,,,,,
2020-10-29,214500.0,221200.0,214200.0,220300.0,30453.0,,,,,
