total_assets,current_assets,prev_current_assets,cash,depreciation,accounts_receivable,prev_accounts_receivable,inventory,short_term_investments,ppe_net,prev_ppe_net,total_equity,retained_earnings,current_liabilities,prev_current_liabilities,long_term_debt,short_term_debt,total_liabilities,operating_income,prev_operating_income,sga_expense,prev_sga,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,income_tax,net_income,revenue,prev_revenue,capex,cash_from_operations,roe,debt_ratio,opm,year
681958856706,437411178528,305188896644,108606384509,4360000000,132620378673,95997183178,91448761100,34421034801,179236892381,167597448446,585470613825,284087661180,90388860511,52564399265,0,520000000,96488242881,178634181593,109231906505,55397906605,34331187200,267914132682,190433457066,234032088198,143563093705,41775845969,148921775330,501946220880,333996550771,-54357741259,115453741409,,,,2025
