ticker,ask_price_1,ask_vol_1,ask_price_2,ask_vol_2,ask_price_3,ask_vol_3,ask_price_4,ask_vol_4,ask_price_5,ask_vol_5,bid_price_1,bid_vol_1,bid_price_2,bid_vol_2,bid_price_3,bid_vol_3,bid_price_4,bid_vol_4,bid_price_5,bid_vol_5,total_ask_vol,total_bid_vol,order_imbalance,spread,spread_pct,bid_depth_ratio,timestamp
352820,249000,355,249500,635,250000,1097,250500,20,251000,25,248500,138,248000,403,247500,409,247000,1194,246500,1383,2132,3527,0.2465099840956944,500,0.2012072434607565,0.0391267366032346,2026-05-07 09:02:09
352820,248000,419,248500,605,249000,624,249500,1252,250000,1457,247500,193,247000,1871,246500,1622,246000,1373,245500,1378,4357,6437,0.1926996479523877,500,0.2020202020201938,0.0299829112940345,2026-05-07 09:10:52
352820,248000,281,248500,643,249000,1371,249500,1000,250000,1371,247500,1289,247000,2140,246500,1028,246000,943,245500,1340,4666,6740,0.1818341223915642,500,0.2020202020201938,0.1912462908009032,2026-05-07 09:23:38
352820,246500,727,247000,801,247500,280,248000,285,248500,635,246000,1777,245500,1672,245000,3313,244500,278,244000,1332,2728,8372,0.5084684684680103,500,0.2032520325203169,0.2122551361679261,2026-05-07 09:31:41
352820,245000,38,245500,1026,246000,522,246500,278,247000,309,244500,1279,244000,3583,243500,2134,243000,1029,242500,714,2173,8739,0.6017228738997418,500,0.204498977505104,0.1463554182399057,2026-05-07 09:40:19
352820,245500,1191,246000,528,246500,467,247000,483,247500,216,245000,36,244500,3842,244000,3985,243500,2815,243000,1354,2885,12032,0.6131930012733035,500,0.2040816326530528,0.0029920212765932,2026-05-07 09:56:52
352820,245000,3325,245500,372,246000,424,246500,661,247000,506,244500,713,244000,4341,243500,4484,243000,1597,242500,748,5288,11883,0.3840778056022456,500,0.204498977505104,0.0600016830766136,2026-05-07 10:06:23
352820,245500,8,246000,1433,246500,969,247000,567,247500,300,245000,2177,244500,1488,244000,3763,243500,4339,243000,1992,3277,13759,0.6152852782339661,500,0.2040816326530528,0.1582237081182075,2026-05-07 10:14:34
352820,245500,704,246000,721,246500,67,247000,465,247500,378,245000,347,244500,2737,244000,4851,243500,4344,243000,2707,2335,14986,0.7303850816923212,500,0.2040816326530528,0.0231549446149585,2026-05-07 10:41:40
352820,245500,1804,246000,1027,246500,247,247000,405,247500,385,245000,1266,244500,2790,244000,5141,243500,4371,243000,2802,3868,16370,0.6177487894057625,500,0.2040816326530528,0.0773365913255483,2026-05-07 10:51:14
352820,246000,1200,246500,460,247000,505,247500,425,248000,736,245500,154,245000,3056,244500,3140,244000,5414,243500,5311,3326,17075,0.67393755208045,500,0.2036659877800324,0.0090190336749581,2026-05-07 10:59:28
352820,246000,2103,246500,953,247000,568,247500,475,248000,532,245500,1050,245000,3057,244500,3228,244000,5105,243500,5271,4631,17711,0.5854444543905714,500,0.2036659877800324,0.0592851899948849,2026-05-07 11:09:49
352820,246000,2415,246500,760,247000,555,247500,474,248000,548,245500,1427,245000,3295,244500,3460,244000,5272,243500,5259,4752,18713,0.5949712337521436,500,0.2036659877800324,0.0762571474375694,2026-05-07 11:18:50
352820,246000,2357,246500,769,247000,822,247500,568,248000,549,245500,518,245000,4343,244500,4205,244000,6830,243500,5268,5065,21164,0.6137862671086912,500,0.2036659877800324,0.0244755244755129,2026-05-07 11:26:56
352820,245500,1052,246000,1167,246500,268,247000,468,247500,443,245000,948,244500,4995,244000,7437,243500,5101,243000,3657,3398,22138,0.7338659147866801,500,0.2040816326530528,0.0428222965037298,2026-05-07 11:44:02
352820,245000,587,245500,725,246000,585,246500,336,247000,520,244500,4401,244000,7690,243500,6673,243000,3729,242500,1054,2753,23547,0.7906463878323989,500,0.204498977505104,0.1869027901642727,2026-05-07 11:52:39
352820,245000,1240,245500,727,246000,520,246500,159,247000,597,244500,3819,244000,7906,243500,5185,243000,3842,242500,1029,3243,21781,0.7408088235291157,500,0.204498977505104,0.1753363022817247,2026-05-07 12:01:15
352820,245000,2737,245500,725,246000,546,246500,115,247000,551,244500,2403,244000,7913,243500,3568,243000,3825,242500,1101,4674,18810,0.6019417475725591,500,0.204498977505104,0.1277511961721809,2026-05-07 12:11:20
352820,245000,2929,245500,323,246000,751,246500,111,247000,551,244500,2379,244000,8174,243500,3874,243000,4010,242500,1158,4665,19595,0.6154163231654511,500,0.204498977505104,0.1214085225822294,2026-05-07 12:20:30
352820,245000,2169,245500,699,246000,843,246500,112,247000,551,244500,3078,244000,8232,243500,3964,243000,4464,242500,1118,4374,20856,0.6532699167654961,500,0.204498977505104,0.1475834292289281,2026-05-07 12:28:08
352820,245500,566,246000,785,246500,369,247000,853,247500,447,245000,508,244500,2581,244000,8963,243500,4395,243000,4431,3020,20878,0.747259184868714,500,0.2040816326530528,0.0243318325509989,2026-05-07 12:46:09
352820,245500,302,246000,1182,246500,359,247000,854,247500,447,245000,454,244500,4448,244000,9369,243500,4435,243000,4357,3144,23063,0.7600641050098218,500,0.2040816326530528,0.0196852100767377,2026-05-07 12:54:10
352820,245000,580,245500,970,246000,399,246500,497,247000,855,244500,7122,244000,9591,243500,3590,243000,4527,242500,1269,3301,26099,0.7754421768704846,500,0.204498977505104,0.2728840185446672,2026-05-07 13:03:57
352820,245000,820,245500,964,246000,507,246500,601,247000,861,244500,8254,244000,12014,243500,3320,243000,4638,242500,1253,3753,29479,0.7741333654306771,500,0.204498977505104,0.2799959293055123,2026-05-07 13:14:44
352820,245000,1025,245500,1400,246000,530,246500,702,247000,864,244500,6678,244000,10159,243500,3438,243000,4746,242500,1261,4521,26282,0.7064571632630892,500,0.204498977505104,0.2540902518833216,2026-05-07 13:25:16
352820,244500,1728,245000,1490,245500,766,246000,419,246500,392,244000,6543,243500,4429,243000,6610,242500,1244,242000,3701,4795,22527,0.6490008052116796,500,0.2049180327868768,0.2904514582499709,2026-05-07 13:43:12
352820,244500,13,245000,1674,245500,760,246000,593,246500,708,244000,5843,243500,5460,243000,5926,242500,1325,242000,4077,3748,22631,0.7158345653737004,500,0.2049180327868768,0.258185674517141,2026-05-07 14:03:18
352820,244500,2050,245000,1144,245500,991,246000,1028,246500,709,244000,1411,243500,6017,243000,6203,242500,1493,242000,2170,5922,17294,0.4898345968295615,500,0.2049180327868768,0.081588990401248,2026-05-07 14:16:46
352820,244000,2525,244500,522,245000,930,245500,761,246000,718,243500,7468,243000,6328,242500,1976,242000,2401,241500,979,5456,19152,0.5565669700908011,500,0.2053388090348991,0.3899331662487521,2026-05-07 14:28:40
352820,244000,3333,244500,613,245000,887,245500,592,246000,773,243500,4048,243000,8573,242500,2496,242000,2686,241500,1070,6198,18873,0.5055641976783911,500,0.2053388090348991,0.2144863031843297,2026-05-07 14:52:32
352820,245000,421,245500,933,246000,765,246500,384,247000,547,244500,379,244000,887,243500,4509,243000,7717,242500,2419,3050,15911,0.6782870101784303,500,0.204498977505104,0.023819998742993,2026-05-07 15:03:56
352820,242000,3506,242500,220,243000,136,0,0,0,0,241500,1031,241000,1835,240500,2848,0,0,0,0,3862,5714,0.19340016708417562,500,0.20703933747411152,0.18043402170076928,2026-05-07 15:16:48
