Date,Close,Volume,Open,High,Low
2025-05-23,37.28609848022461,136700,,,
2025-05-27,37.127098083496094,215900,,,
2025-05-28,36.679901123046875,267100,,,
2025-05-29,36.79915237426758,131300,,,
2025-05-30,35.93457794189453,241800,,,
2025-06-02,35.69607162475586,178600,,,
2025-06-03,36.07370376586914,145400,,,
2025-06-04,36.93828201293945,157700,,,
2025-06-05,36.9283447265625,247900,,,
2025-06-06,36.98796844482422,173200,,,
2025-06-09,37.34572982788086,159500,,,
2025-06-10,37.51466751098633,152800,,,
2025-06-11,37.73329544067383,193000,,,
2025-06-12,37.3656005859375,246100,,,
2025-06-13,36.69977951049805,162900,,,
2025-06-16,36.85878372192383,121300,,,
2025-06-17,36.39170837402344,260300,,,
2025-06-18,36.48114776611328,128700,,,
2025-06-20,36.01408004760742,233600,,,
2025-06-23,36.60040283203125,188500,,,
2025-06-24,37.98173522949219,257600,,,
2025-06-25,37.88235855102539,132600,,,
2025-06-26,38.50843048095703,283800,,,
2025-06-27,38.43563079833984,158800,,,
2025-06-30,38.29601287841797,138500,,,
2025-07-01,38.30598449707031,175900,,,
2025-07-02,38.88441467285156,199000,,,
2025-07-03,39.64235305786133,148900,,,
2025-07-07,38.325927734375,370600,,,
2025-07-08,39.592491149902344,280800,,,
2025-07-09,39.30327606201172,183200,,,
2025-07-10,40.150970458984375,327600,,,
2025-07-11,40.071189880371094,167000,,,
2025-07-14,40.440185546875,1060100,,,
2025-07-15,39.83183670043945,199500,,,
2025-07-16,39.622406005859375,510700,,,
2025-07-17,41.307830810546875,478300,,,
2025-07-18,42.03585433959961,334500,,,
2025-07-21,42.38490676879883,941000,,,
2025-07-22,43.79108810424805,505800,,,
2025-07-23,43.35227966308594,460000,,,
2025-07-24,44.35954284667969,518100,,,
2025-07-25,44.50914001464844,308000,,,
2025-07-28,43.142845153808594,461200,,,
2025-07-29,42.82371520996094,350000,,,
2025-07-30,41.87628936767578,458300,,,
2025-07-31,40.869022369384766,363400,,,
2025-08-01,40.689510345458984,196700,,,
2025-08-04,41.37764358520508,201900,,,
2025-08-05,42.08572006225586,147900,,,
2025-08-06,42.0956916809082,271800,,,
2025-08-07,42.77384948730469,199000,,,
2025-08-08,43.81103515625,257700,,,
2025-08-11,46.24442672729492,1100200,,,
2025-08-12,46.0250244140625,291600,,,
2025-08-13,46.31423568725586,237000,,,
2025-08-14,45.21721649169922,327400,,,
2025-08-15,45.87542724609375,164400,,,
2025-08-18,46.13472366333008,384900,,,
2025-08-19,45.2670783996582,241500,,,
2025-08-20,44.8382453918457,381800,,,
2025-08-21,44.928001403808594,244400,,,
2025-08-22,46.3840446472168,291700,,,
2025-08-25,46.27434539794922,297900,,,
2025-08-26,46.23445510864258,205300,,,
2025-08-27,46.653316497802734,249100,,,
2025-08-28,46.613426208496094,263700,,,
2025-08-29,47.33147430419922,371600,,,
2025-09-02,46.68323516845703,575900,,,
2025-09-03,46.782962799072266,201700,,,
2025-09-04,46.89266586303711,167900,,,
2025-09-05,50.42308044433594,533400,,,
2025-09-08,51.410396575927734,302000,,,
2025-09-09,49.55543518066406,591300,,,
2025-09-10,48.6678466796875,259200,,,
2025-09-11,50.24356842041016,139400,,,
2025-09-12,49.874568939208984,119700,,,
2025-09-15,51.71955871582031,335400,,,
2025-09-16,51.7095832824707,241000,,,
2025-09-17,52.427635192871094,314000,,,
2025-09-18,52.37777328491211,221400,,,
2025-09-19,52.70687484741211,307000,,,
2025-09-22,52.956199645996094,227700,,,
2025-09-23,52.94622802734375,210300,,,
2025-09-24,54.99067687988281,684100,,,
2025-09-25,55.798484802246094,474400,,,
2025-09-26,55.399566650390625,349700,,,
2025-09-29,56.34699249267578,423900,,,
2025-09-30,56.696044921875,455100,,,
2025-10-01,57.41409683227539,279900,,,
2025-10-02,58.271766662597656,409800,,,
2025-10-03,58.720550537109375,452400,,,
2025-10-06,59.42862701416016,503000,,,
2025-10-07,58.60087203979492,590200,,,
2025-10-08,59.52835464477539,464900,,,
2025-10-09,58.95989608764648,507500,,,
2025-10-10,53.77397918701172,1560800,,,
2025-10-13,58.06233596801758,1183300,,,
2025-10-14,57.11491012573242,480100,,,
2025-10-15,57.18471908569336,894400,,,
2025-10-16,57.26449966430664,592600,,,
2025-10-17,56.686073303222656,400900,,,
2025-10-20,57.49388122558594,282500,,,
2025-10-21,57.09496307373047,670300,,,
2025-10-22,56.23728942871094,638200,,,
2025-10-23,58.08228302001953,219700,,,
2025-10-24,60.864723205566406,654500,,,
2025-10-27,59.21919631958008,355100,,,
2025-10-28,60.206512451171875,237200,,,
2025-10-29,61.881961822509766,487000,,,
2025-10-30,62.97898483276367,412700,,,
2025-10-31,62.1512336730957,743100,,,
2025-11-03,61.313507080078125,286300,,,
2025-11-04,59.08954620361328,343400,,,
2025-11-05,60.61540222167969,313300,,,
2025-11-06,60.04694747924805,243400,,,
2025-11-07,60.72510528564453,196800,,,
2025-11-10,62.17117691040039,348400,,,
2025-11-11,61.612693786621094,210000,,,
2025-11-12,62.14126205444336,245500,,,
2025-11-13,63.517520904541016,601400,,,
2025-11-14,63.59730529785156,1035200,,,
2025-11-17,63.55741500854492,895000,,,
2025-11-18,62.35069274902344,556400,,,
2025-11-19,62.97898483276367,231900,,,
2025-11-20,61.1539421081543,425000,,,
2025-11-21,60.126731872558594,612500,,,
2025-11-24,60.14667892456055,208200,,,
2025-11-25,61.20380401611328,331500,,,
2025-11-26,62.63990783691406,142100,,,
2025-11-28,63.288143157958984,183400,,,
2025-12-01,62.84933853149414,226900,,,
2025-12-02,62.63990783691406,289600,,,
2025-12-03,62.909175872802734,182800,,,
2025-12-04,62.06147766113281,179300,,,
2025-12-05,62.67979431152344,164600,,,
2025-12-08,63.63719940185547,284700,,,
2025-12-09,64.04608917236328,190000,,,
2025-12-10,65.04338073730469,228300,,,
2025-12-11,64.95362091064453,272500,,,
2025-12-12,63.6970329284668,232100,,,
2025-12-15,63.437740325927734,124900,,,
2025-12-16,62.81941986083984,409200,,,
2025-12-17,63.44771194458008,235600,,,
2025-12-18,63.64717102050781,206500,,,
2025-12-19,63.91643524169922,220600,,,
2025-12-22,65.52207946777344,545800,,,
2025-12-23,66.47948455810547,441700,,,
2025-12-24,66.91828918457031,176500,,,
2025-12-26,67.70614624023438,260000,,,
2025-12-29,65.552001953125,421800,,,
2025-12-30,65.5199966430664,158700,,,
2025-12-31,64.86000061035156,245300,,,
2026-01-02,66.2699966430664,353700,,,
2026-01-05,67.41000366210938,436800,,,
2026-01-06,69.56999969482422,701400,,,
2026-01-07,68.98999786376953,382500,,,
2026-01-08,68.08000183105469,272100,,,
2026-01-09,68.20999908447266,278500,,,
2026-01-12,70.0,330300,,,
2026-01-13,70.51000213623047,573000,,,
2026-01-14,70.62000274658203,364600,,,
2026-01-15,70.86000061035156,286900,,,
2026-01-16,69.66000366210938,394100,,,
2026-01-20,70.0,377100,,,
2026-01-21,72.52999877929688,535600,,,
2026-01-22,73.37999725341797,492800,,,
2026-01-23,74.75,512700,,,
2026-01-26,74.4800033569336,566000,,,
2026-01-27,75.19999694824219,315400,,,
2026-01-28,74.7300033569336,457100,,,
2026-01-29,73.62000274658203,1481400,,,
2026-01-30,69.94999694824219,826500,,,
2026-02-02,70.12000274658203,532200,,,
2026-02-03,71.94999694824219,567300,,,
2026-02-04,70.79000091552734,581800,,,
2026-02-05,68.04000091552734,529800,,,
2026-02-06,71.08999633789062,786100,,,
2026-02-09,72.29000091552734,403800,,,
2026-02-10,71.91000366210938,339400,,,
2026-02-11,73.75,463000,,,
2026-02-12,71.75,465600,,,
2026-02-13,72.69999694824219,246200,,,
2026-02-17,72.47000122070312,219100,,,
2026-02-18,73.83999633789062,270700,,,
2026-02-19,73.12999725341797,172500,,,
2026-02-20,73.12000274658203,151800,,,
2026-02-23,73.77999877929688,198100,,,
2026-02-24,75.58999633789062,643800,,,
2026-02-25,77.08999633789062,455100,,,
2026-02-26,75.7699966430664,334900,,,
2026-02-27,75.4000015258789,225300,,,
2026-03-02,75.22000122070312,398200,,,
2026-03-03,70.3499984741211,997300,,,
2026-03-04,71.13999938964844,312300,,,
2026-03-05,69.13999938964844,314600,,,
2026-03-06,68.97000122070312,233100,,,
2026-03-09,71.43000030517578,449200,,,
2026-03-10,72.0199966430664,203100,,,
2026-03-11,72.98999786376953,162200,,,
2026-03-12,71.1500015258789,124500,,,
2026-03-13,70.4000015258789,270100,,,
2026-03-16,71.62000274658203,208400,,,
2026-03-17,71.63999938964844,146100,,,
2026-03-18,69.44999694824219,223400,,,
2026-03-19,68.73999786376953,386700,,,
2026-03-20,66.9800033569336,232100,,,
2026-03-23,69.88999938964844,280300,,,
2026-03-24,70.73999786376953,209800,,,
2026-03-25,72.0199966430664,131300,,,
2026-03-26,70.36000061035156,178000,,,
2026-03-27,71.91000366210938,240800,,,
2026-03-30,72.51000213623047,388100,,,
2026-03-31,74.3499984741211,223800,,,
2026-04-01,74.44000244140625,293900,,,
2026-04-02,74.16999816894531,176600,,,
2026-04-06,73.12000274658203,160600,,,
2026-04-07,73.73999786376953,130800,,,
2026-04-08,76.70999908447266,274700,,,
2026-04-09,76.73999786376953,262600,,,
2026-04-10,77.9000015258789,337800,,,
2026-04-13,80.0199966430664,706100,,,
2026-04-14,80.55000305175781,362900,,,
2026-04-15,79.63999938964844,1032700,,,
2026-04-16,82.30999755859375,586500,,,
2026-04-17,83.2300033569336,478600,,,
2026-04-20,82.87000274658203,682100,,,
2026-04-21,83.02999877929688,451800,,,
2026-04-22,84.7699966430664,412000,,,
2026-04-23,82.1500015258789,507900,,,
2026-04-24,83.79000091552734,345900,,,
2026-04-27,84.94999694824219,372700,,,
2026-04-28,83.7699966430664,317400,,,
2026-04-29,85.06999969482422,167600,,,
2026-04-30,88.23999786376953,522200,,,
2026-05-01,88.72000122070312,337400,,,
2026-05-04,87.12000274658203,257200,,,
2026-05-05,88.44999694824219,295400,,,
2026-05-06,91.5199966430664,404800,,,
2026-05-07,89.3499984741211,773700,,,
2026-05-08,90.16999816894533,760100,,,
2026-05-11,91.62000274658205,790300,,,
2026-05-12,89.47000122070312,1181500,,,
2026-05-13,89.58000183105469,705800,,,
2026-05-14,86.94999694824219,430400,,,
2026-05-15,84.08000183105469,523000,,,
2026-05-18,83.02999877929688,504200,,,
2026-05-19,81.77999877929688,456800,81.66999816894531,82.43000030517578,80.56999969482422
2026-05-20,83.48999786376953,298300,82.5,83.56999969482422,82.19999694824219
2026-05-21,84.37999725341797,205900,83.25,84.83000183105469,83.25
2026-05-22,85.27999877929688,719000,85.06999969482422,85.63999938964844,84.55999755859375
