Date,Close,Volume,Open,High,Low
2025-05-23,5.150000095367432,112100,,,
2025-05-27,5.150000095367432,217800,,,
2025-05-28,5.166999816894531,79400,,,
2025-05-29,5.190000057220459,170700,,,
2025-05-30,5.190000057220459,53500,,,
2025-06-02,5.099999904632568,45500,,,
2025-06-03,5.199999809265137,92800,,,
2025-06-04,5.420000076293945,100000,,,
2025-06-05,5.489999771118164,100600,,,
2025-06-06,5.409999847412109,167100,,,
2025-06-09,5.372000217437744,34500,,,
2025-06-10,5.519999980926514,200100,,,
2025-06-11,5.650000095367432,149100,,,
2025-06-12,5.730000019073486,57400,,,
2025-06-13,5.869999885559082,225300,,,
2025-06-16,5.679999828338623,266200,,,
2025-06-17,5.630000114440918,108200,,,
2025-06-18,5.619999885559082,45300,,,
2025-06-20,5.730000019073486,80700,,,
2025-06-23,5.78000020980835,181900,,,
2025-06-24,5.735000133514404,97100,,,
2025-06-25,5.800000190734863,104100,,,
2025-06-26,5.659999847412109,42900,,,
2025-06-27,5.584000110626221,97300,,,
2025-06-30,5.550000190734863,138900,,,
2025-07-01,5.630000114440918,137800,,,
2025-07-02,5.769999980926514,166200,,,
2025-07-03,5.929999828338623,96700,,,
2025-07-07,6.070000171661377,245000,,,
2025-07-08,6.179999828338623,187200,,,
2025-07-09,6.25,70300,,,
2025-07-10,6.659999847412109,2067500,,,
2025-07-11,7.090000152587891,1083700,,,
2025-07-14,7.260000228881836,203800,,,
2025-07-15,6.78000020980835,270300,,,
2025-07-16,7.25,370300,,,
2025-07-17,7.610000133514404,418800,,,
2025-07-18,7.400000095367432,602300,,,
2025-07-21,7.349999904632568,355000,,,
2025-07-22,7.670000076293945,655500,,,
2025-07-23,7.519999980926514,264900,,,
2025-07-24,7.420000076293945,129500,,,
2025-07-25,7.150000095367432,135100,,,
2025-07-28,7.245999813079834,34500,,,
2025-07-29,6.940000057220459,160200,,,
2025-07-30,7.019999980926514,73700,,,
2025-07-31,7.400000095367432,85200,,,
2025-08-01,7.460000038146973,148500,,,
2025-08-04,7.309999942779541,54500,,,
2025-08-05,7.769999980926514,215900,,,
2025-08-06,7.730000019073486,98200,,,
2025-08-07,7.75,133400,,,
2025-08-08,7.800000190734863,81200,,,
2025-08-11,7.900000095367432,108500,,,
2025-08-12,8.020000457763672,106800,,,
2025-08-13,8.166999816894531,489200,,,
2025-08-14,8.130000114440918,334400,,,
2025-08-15,8.020000457763672,174700,,,
2025-08-18,8.079999923706055,214100,,,
2025-08-19,7.7729997634887695,350500,,,
