year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,750397845885,767266689077,10122930837450,10416589201821,750397845885,10122930837450,-0.0282,-0.022,0.0,-0.0421,-1.0
2021,Q4,646485539335,750397845885,9036575422803,10122930837450,646485539335,9036575422803,-0.1073,-0.1385,0.0,-0.2169,-1.0
2022,Q4,554834830515,646485539335,12299196214752,9036575422803,554834830515,12299196214752,0.361,-0.1418,0.0,-0.2209,-1.0
2023,Q4,-387945401071,554834830515,331941016751,12299196214752,-387945401071,331941016751,-0.973,-1.6992,0.0,-0.7726,-1.0
2024,Q1,70520180021.0,0,292078716962.0,0.0,70520180021.0,292078716962.0,0,70520180021.0,0.0,0.0,0.0
2024,Q2,93432450123.0,0,309734149250.0,0.0,93432450123.0,309734149250.0,0,93432450123.0,0.0,0.0,0.0
2024,Q3,81790371762.0,0,299529481998.0,0.0,81790371762.0,299529481998.0,0,81790371762.0,0.0,0.0,0.0
2024,Q4,285954335787,-387945401071,788737313725,331941016751,285954335787,788737313725,1.3761,1.7371,0.0,0.7765,1.0
2025,Q1,70376932725.0,0,306797724331.0,0.0,70376932725.0,306797724331.0,0,70376932725.0,0.0,0.0,0.0
2025,Q2,162060901459.0,0,336269671957.0,0.0,162060901459.0,336269671957.0,0,162060901459.0,0.0,0.0,0.0
2025,Q3,148473179056.0,0,407340885483.0,0.0,148473179056.0,407340885483.0,0,148473179056.0,0.0,0.0,0.0
2025,Q4,437809000000,285954335787,272677000000,788737313725,437809000000,272677000000,-0.6543,0.531,0.0,0.5151,1.0
