timestamp,ADA_price,AVAX_price,BNB_price,BTC_price,DOGE_price,DOT_price,ETH_price,MATIC_price,SOL_price,XRP_price,recession,inflation,unemployment,stock market,bitcoin,gold,real estate,mortgage,housing,recession_sentiment,inflation_sentiment,unemployment_sentiment,overall_sentiment,stock market_sentiment,bitcoin_sentiment,gold_sentiment,overall_sentiment,real estate_sentiment,mortgage_sentiment,housing_sentiment,overall_sentiment,market_sentiment
2025-02-16 00:00:00,0.7814783063035197,25.489206974912715,661.9679162628277,97569.95169430463,0.2716411696946587,5.02391283330915,2692.8213863864253,0.3180156233734707,194.4254509858272,2.761982091436805,2.0,14.0,18.0,3.0,8.0,34.0,50.0,43.0,41.0,-0.02,-0.14,-0.18,-0.1133333333333333,0.03,0.08,0.34,0.15,0.5,0.43,0.41,0.4466666666666666,0.1611111111111111
2025-02-17 00:00:00,0.7713503011207024,24.855318096176628,674.7322746333247,96149.3484548204,0.2654573454413017,4.8763094807083895,2659.9017474093457,0.3250226252990716,188.165584495931,2.7251894289423855,2.142857142857143,14.0,18.0,3.0,8.714285714285714,34.285714285714285,50.142857142857146,43.142857142857146,41.0,-0.02142857142857143,-0.14,-0.18,-0.11380952380952378,0.03,0.08714285714285715,0.34285714285714286,0.15333333333333332,0.5014285714285714,0.43142857142857144,0.41,0.4476190476190476,0.16238095238095238
2025-02-18 00:00:00,0.8072872842141813,25.016136138597577,667.1818129347955,95776.15723852724,0.2580867586101643,4.884356070287686,2741.9050800956124,0.31914773613653,177.91997195388805,2.657177556541445,2.2857142857142856,14.0,18.0,3.0,9.428571428571429,34.57142857142857,50.285714285714285,43.285714285714285,41.0,-0.022857142857142857,-0.14,-0.18,-0.11428571428571424,0.03,0.09428571428571429,0.34571428571428575,0.15666666666666665,0.5028571428571429,0.43285714285714283,0.41,0.4485714285714285,0.16365079365079363
2025-02-19 00:00:00,0.7534573390949694,23.49176816567649,647.7337603591404,95495.89153299289,0.2508496151107746,4.761070407791918,2669.4945006896073,0.3019260168358283,169.10718217289786,2.5598643991689105,2.4285714285714284,14.0,18.0,3.0,10.142857142857142,34.857142857142854,50.42857142857143,43.42857142857143,41.0,-0.024285714285714285,-0.14,-0.18,-0.11476190476190472,0.03,0.10142857142857142,0.3485714285714286,0.15999999999999998,0.5042857142857143,0.4342857142857143,0.41,0.4495238095238095,0.1649206349206349
2025-02-20 00:00:00,0.7720538356854337,23.71224943472529,651.2699602601128,96554.87156259285,0.254536611908942,4.877077278265619,2714.8018364720533,0.301132994281661,169.2644343661567,2.735199200390807,2.571428571428571,14.0,18.0,3.0,10.857142857142858,35.142857142857146,50.57142857142857,43.57142857142857,41.0,-0.025714285714285714,-0.14,-0.18,-0.11523809523809518,0.03,0.10857142857142857,0.3514285714285714,0.16333333333333333,0.5057142857142857,0.4357142857142857,0.41,0.4504761904761904,0.1661904761904762
2025-02-21 00:00:00,0.8048194414479836,25.16068153491399,657.2357183731672,98384.31738240314,0.2548978318058891,5.049532688568829,2741.5933625994785,0.3077172900684783,176.02074183930708,2.692229831317779,2.7142857142857144,14.0,18.0,3.0,11.571428571428571,35.42857142857143,50.714285714285715,43.714285714285715,41.0,-0.027142857142857142,-0.14,-0.18,-0.11571428571428566,0.03,0.11571428571428571,0.35428571428571426,0.16666666666666666,0.5071428571428571,0.43714285714285717,0.41,0.4514285714285714,0.16746031746031748
2025-02-22 00:00:00,0.7616380207672204,24.56269275572274,646.8031724730836,96135.15541305284,0.2394445898413576,5.055764776364962,2658.3470942919384,0.294318665512433,169.00123201382314,2.5717797656907977,2.857142857142857,14.0,18.0,3.0,12.285714285714285,35.714285714285715,50.857142857142854,43.857142857142854,41.0,-0.02857142857142857,-0.14,-0.18,-0.11619047619047612,0.03,0.12285714285714286,0.35714285714285715,0.16999999999999998,0.5085714285714286,0.43857142857142856,0.41,0.45238095238095233,0.16873015873015873
2025-02-23 00:00:00,0.7742502077307336,25.798541141063033,668.785472644957,96564.15414290236,0.2467816911300589,5.045600420451044,2764.355233404291,0.2981487362046167,172.21280391506767,2.575864230459674,3.0,14.0,18.0,3.0,13.0,36.0,51.0,44.0,41.0,-0.03,-0.14,-0.18,-0.1166666666666666,0.03,0.13,0.36,0.1733333333333333,0.51,0.44,0.41,0.4533333333333333,0.17
2025-02-24 00:00:00,0.7709438007684473,24.87929792434215,658.3040708334223,96327.46309127836,0.2431098393793032,4.962965250471214,2827.1844084879804,0.2964927926255636,168.09302650361454,2.5798851271909053,3.2857142857142856,14.0,18.0,3.2857142857142856,13.0,35.857142857142854,51.0,44.42857142857143,41.285714285714285,-0.032857142857142856,-0.14,-0.18,-0.11761904761904755,0.032857142857142856,0.13,0.35857142857142854,0.17380952380952377,0.51,0.4442857142857143,0.4128571428571428,0.4557142857142857,0.17063492063492064
2025-02-25 00:00:00,0.6799958032161385,21.819616962435123,611.6538008061765,91396.76686930266,0.2101870624303527,4.409173135088577,2503.103420098605,0.2668656593036675,141.16593031186233,2.276184020826259,3.571428571428571,14.0,18.0,3.571428571428571,13.0,35.714285714285715,51.0,44.857142857142854,41.57142857142857,-0.03571428571428571,-0.14,-0.18,-0.11857142857142851,0.03571428571428571,0.13,0.35714285714285715,0.17428571428571427,0.51,0.44857142857142857,0.4157142857142857,0.45809523809523806,0.17126984126984127
2025-02-26 00:00:00,0.6826325380000318,21.960320821830884,623.430675278815,88755.7693356979,0.2113237643977722,4.630833214861277,2495.315451693047,0.2723887536159021,144.3563354963687,2.3223450440589835,3.857142857142857,14.0,18.0,3.857142857142857,13.0,35.57142857142857,51.0,45.285714285714285,41.857142857142854,-0.038571428571428576,-0.14,-0.18,-0.11952380952380946,0.038571428571428576,0.13,0.3557142857142857,0.17476190476190473,0.51,0.45285714285714285,0.41857142857142854,0.46047619047619043,0.1719047619047619
2025-02-27 00:00:00,0.6446208040699569,21.77543431430379,610.3578616799338,83900.11496524839,0.2025677647833549,4.737227814946534,2325.853934699374,0.2725249294034158,134.6628545613439,2.189561722001525,4.142857142857142,14.0,18.0,4.142857142857142,13.0,35.42857142857143,51.0,45.714285714285715,42.142857142857146,-0.041428571428571426,-0.14,-0.18,-0.12047619047619043,0.041428571428571426,0.13,0.35428571428571426,0.1752380952380952,0.51,0.45714285714285713,0.42142857142857143,0.46285714285714286,0.17253968253968255
2025-02-28 00:00:00,0.6461286944605975,22.500711276282416,605.3106534011248,84709.14477847965,0.2068743514838298,4.9297933547131505,2305.3229378029837,0.276695434718243,137.60648163669737,2.198289525306682,4.428571428571429,14.0,18.0,4.428571428571429,13.0,35.285714285714285,51.0,46.142857142857146,42.42857142857143,-0.04428571428571429,-0.14,-0.18,-0.12142857142857139,0.04428571428571429,0.13,0.3528571428571428,0.17571428571428566,0.51,0.4614285714285714,0.42428571428571427,0.46523809523809523,0.17317460317460318
2025-03-01 00:00:00,0.6340718656426285,22.3645872408828,587.5469266891337,84441.9012237131,0.202090703165187,4.718933352338517,2235.204208608959,0.2722487238148378,148.17466304440643,2.1465990447641925,4.714285714285714,14.0,18.0,4.714285714285714,13.0,35.142857142857146,51.0,46.57142857142857,42.714285714285715,-0.047142857142857146,-0.14,-0.18,-0.12238095238095234,0.047142857142857146,0.13,0.3514285714285714,0.17619047619047615,0.51,0.4657142857142857,0.42714285714285716,0.4676190476190476,0.1738095238095238
2025-03-02 00:00:00,0.6582602004111846,21.866944314659996,608.2885669828928,86005.25629681018,0.2063643318249469,4.663492657367923,2212.8243514969954,0.2827379536602216,143.4002225931321,2.1894731626978965,5.0,14.0,18.0,5.0,13.0,35.0,51.0,47.0,43.0,-0.05,-0.14,-0.18,-0.1233333333333333,0.05,0.13,0.35,0.1766666666666666,0.51,0.47,0.43,0.47,0.17444444444444443
2025-03-03 00:00:00,1.1383401347214197,24.905622025235463,623.6422270366194,94261.5328653844,0.2398482627012818,5.194907662022664,2517.3382391622977,0.303673585972377,178.17413183106032,2.9400745785854188,6.142857142857142,14.142857142857142,17.857142857142858,5.0,12.857142857142858,35.0,50.857142857142854,46.857142857142854,42.57142857142857,-0.06142857142857143,-0.14142857142857143,-0.17857142857142858,-0.1271428571428571,0.05,0.1285714285714286,0.35,0.17619047619047615,0.5085714285714286,0.4685714285714285,0.4257142857142857,0.4676190476190476,0.17222222222222222
2025-03-04 00:00:00,0.8568079668844821,20.968208714697624,574.3332822956445,86124.71418722175,0.1992080202369079,4.4797536408689,2148.199533470228,0.2548695632911682,142.5141267061424,2.388920229250619,7.285714285714286,14.285714285714286,17.714285714285715,5.0,12.714285714285714,35.0,50.714285714285715,46.714285714285715,42.142857142857146,-0.07285714285714286,-0.14285714285714288,-0.17714285714285713,-0.13095238095238093,0.05,0.12714285714285714,0.35,0.17571428571428566,0.5071428571428571,0.46714285714285714,0.42142857142857143,0.46523809523809523,0.16999999999999998
