date,name,position,change_dir,shares_before,shares_after,change_amount
2024-05-08,국민연금공단,,,0,0,0
2025-06-02,김정수,,,0,0,0
2025-06-02,삼양라운드스퀘어,,,0,0,0
2026-03-31,국민연금공단,,,0,0,0
2026-04-02,국민연금공단,,,0,0,0
2026-05-06,국민연금공단,,,0,0,0
2026-06-01,국민연금공단,,,0,0,0
2026-07-02,국민연금공단,,,0,0,0
2026-07-09,김정수,,,0,0,0
2026-07-09,전병우,,,0,0,0
2025-06-02,김정수,,,0,0,0
2025-06-02,삼양라운드스퀘어,,,0,0,0
2026-03-31,국민연금공단,,,0,0,0
2026-04-02,국민연금공단,,,0,0,0
2026-05-06,국민연금공단,,,0,0,0
2026-06-01,국민연금공단,,,0,0,0
2026-07-02,국민연금공단,,,0,0,0
2026-07-09,김정수,,,0,0,0
2026-07-09,전병우,,,0,0,0
