date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2016-08-05,94396,136764,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-08,94396,59323,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-09,94396,65339,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-10,94396,30229,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-11,94415,5336,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-12,94410,13432,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-16,94420,17168,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-17,94415,8585,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-18,94434,3529,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-19,94429,10965,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-08-22,94429,66357,0,0,0.0,0.0,0.000318,0.0,ohlcv_proxy
2016-08-23,94425,6377,0,0,0.0,0.0,0.000324,0.0,ohlcv_proxy
2016-08-24,94429,19093,0,0,0.0,0.0,0.000292,0.0,ohlcv_proxy
2016-08-25,94439,5752,0,0,0.0,0.0,0.000288,0.0,ohlcv_proxy
2016-08-26,94439,11635,0,0,0.0,0.0,0.000289,0.0,ohlcv_proxy
2016-08-29,94444,5787,0,0,0.0,0.0,0.000319,0.0,ohlcv_proxy
2016-08-30,94449,20582,0,0,0.0,0.0,0.00036,0.0,ohlcv_proxy
2016-08-31,94444,9711,0,0,0.0,0.0,0.000398,0.0,ohlcv_proxy
2016-09-01,94454,21445,0,0,0.0,0.0,0.000398,0.0,ohlcv_proxy
2016-09-02,94454,9972,0,0,0.0,0.0,0.000398,0.0,ohlcv_proxy
2016-09-05,94454,53578,0,0,0.0,0.0,0.000313,0.0,ohlcv_proxy
2016-09-06,94467,36123,0,0,0.0,0.1,0.000281,0.0,ohlcv_proxy
2016-09-07,94467,52177,0,0,0.0,0.1,0.000213,0.0,ohlcv_proxy
2016-09-08,94480,33673,0,0,0.0,0.2,0.00019,0.0,ohlcv_proxy
2016-09-09,94476,27617,0,0,0.0,0.2,0.000187,0.0,ohlcv_proxy
2016-09-12,94494,10896,0,0,0.0,0.2,0.000228,0.0,ohlcv_proxy
2016-09-13,94489,10301,0,0,0.0,0.2,0.000235,0.0,ohlcv_proxy
2016-09-19,94494,26422,0,0,0.0,0.2,0.000293,0.0,ohlcv_proxy
2016-09-20,94494,39245,0,0,0.0,0.2,0.000308,0.0,ohlcv_proxy
2016-09-21,94498,55168,0,0,0.0,0.3,0.000322,0.0,ohlcv_proxy
2016-09-22,94508,45456,0,0,0.0,0.4,0.000266,0.0,ohlcv_proxy
2016-09-23,94512,2157,0,0,0.0,0.3,0.000265,0.0,ohlcv_proxy
2016-09-26,94508,39622,0,0,0.0,0.2,0.000248,0.0,ohlcv_proxy
2016-09-27,94508,17240,0,0,0.0,0.1,0.000261,0.0,ohlcv_proxy
2016-09-28,94508,6510,0,0,0.0,0.1,0.000285,0.0,ohlcv_proxy
2016-09-29,94517,7818,0,0,0.0,0.1,0.000285,0.0,ohlcv_proxy
2016-09-30,94532,9692,0,0,0.0,0.1,0.00029,0.0,ohlcv_proxy
2016-10-04,94532,10009,0,0,0.0,0.1,0.000344,0.0,ohlcv_proxy
2016-10-05,94537,6987,0,0,0.0,0.1,0.000403,0.0,ohlcv_proxy
2016-10-06,94546,15353,0,0,0.0,0.0,0.000467,0.0,ohlcv_proxy
2016-10-07,94537,31008,0,0,0.0,-0.1,0.000423,0.0,ohlcv_proxy
2016-10-10,94542,76229,0,0,0.0,0.0,0.000362,0.0,ohlcv_proxy
2016-10-11,94542,100563,0,0,0.0,0.1,0.000269,0.0,ohlcv_proxy
2016-10-12,94542,47494,0,0,0.0,0.1,0.000227,0.0,ohlcv_proxy
2016-10-13,94556,4510,0,0,0.0,0.1,0.000201,0.0,ohlcv_proxy
2016-10-14,94565,49384,0,0,0.0,0.2,0.000208,0.0,ohlcv_proxy
2016-10-17,94560,91423,0,0,0.0,0.1,0.000211,0.0,ohlcv_proxy
2016-10-18,94556,215696,0,0,0.0,0.0,0.000185,0.0,ohlcv_proxy
2016-10-19,94560,267459,0,0,0.0,0.1,0.000142,0.0,ohlcv_proxy
2016-10-20,94565,283665,0,0,0.0,0.2,9.7e-05,0.0,ohlcv_proxy
2016-10-21,94565,273498,0,0,0.0,0.2,6.7e-05,0.0,ohlcv_proxy
2016-10-24,94565,8148,0,0,0.0,0.1,6.8e-05,0.0,ohlcv_proxy
2016-10-25,94560,29187,0,0,0.0,0.1,6.9e-05,0.0,ohlcv_proxy
2016-10-26,94560,12755,0,0,0.0,0.1,7.8e-05,0.0,ohlcv_proxy
2016-10-27,94570,13343,0,0,0.0,0.1,7.3e-05,0.0,ohlcv_proxy
2016-10-28,94570,4387,0,0,0.0,0.0,5.7e-05,0.0,ohlcv_proxy
2016-10-31,94578,22694,0,0,0.0,0.1,9.3e-05,0.0,ohlcv_proxy
2016-11-01,94578,5038,0,0,0.0,0.2,0.000138,0.0,ohlcv_proxy
2016-11-02,94592,13376,0,0,0.0,0.1,0.00021,0.0,ohlcv_proxy
2016-11-03,94600,10895,0,0,0.0,0.0,0.000271,0.0,ohlcv_proxy
2016-11-04,94597,7001,0,0,0.0,0.0,0.000291,0.0,ohlcv_proxy
2016-11-07,94597,21942,0,0,0.0,0.0,0.000352,0.0,ohlcv_proxy
