year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,-1099146000000,0,16829681000000,24394173000000,-1099146000000,16829681000000,-0.3101,0,0.0,0.0,0.0
2021,Q4,2140942000000,-1099146000000,27463918000000,16829681000000,2140942000000,27463918000000,0.6319,2.9478,0.0,0.855,1.0
2022,Q4,3405166000000,2140942000000,42446028000000,27463918000000,3405166000000,42446028000000,0.5455,0.5905,0.0,0.5415,1.0
2023,Q4,1354582000000,3405166000000,802824000000,42446028000000,1354582000000,802824000000,-0.9811,-0.6022,0.0,-0.5464,-1.0
2024,Q1,454106000000.0,0,9308489000000.0,0.0,454106000000.0,9308489000000.0,0,454106000000.0,0.0,0.0,0.0
2024,Q2,160647000000.0,0,9570838000000.0,0.0,160647000000.0,9570838000000.0,0,160647000000.0,0.0,0.0,0.0
2024,Q3,-414948000000.0,0,8840623000000.0,0.0,-414948000000.0,8840623000000.0,0,-414948000000.0,0.0,0.0,0.0
2024,Q4,422177000000,1354582000000,654546000000,802824000000,422177000000,654546000000,-0.1847,-0.6883,0.0,-0.5792,-1.0
2025,Q1,-21541000000.0,0,8990533000000.0,0.0,-21541000000.0,8990533000000.0,0,-21541000000.0,0.0,0.0,0.0
2025,Q2,-343971000000.0,0,8048504000000.0,0.0,-343971000000.0,8048504000000.0,0,-343971000000.0,0.0,0.0,0.0
2025,Q3,229216000000.0,0,8415367000000.0,0.0,229216000000.0,8415367000000.0,0,229216000000.0,0.0,0.0,0.0
2025,Q4,235631000000,422177000000,950802000000,654546000000,235631000000,950802000000,0.4526,-0.4419,0.0,-0.4691,-1.0
