total_assets,current_assets,prev_current_assets,accounts_receivable,prev_accounts_receivable,cash,inventory,ppe_net,prev_ppe_net,total_equity,retained_earnings,total_liabilities,current_liabilities,prev_current_liabilities,short_term_debt,operating_income,prev_operating_income,sga_expense,prev_sga,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,income_tax,net_income,revenue,prev_revenue,long_term_debt,capex,cash_from_operations,roe,debt_ratio,opm,year
54204850237,40444348690,16442253238,22014586646,4237414037,11095579715,4006868283,11660063002,10185185285,39620897715,-28997983106,54204850237,10804616483,3879868600,1580000000,16327166470,-8681501062,18556417822,12117251677,13287153427,4664004195,34883584292,3435750615,58494309,16045578543,48170737719,8099754810,0,-2030589550,2086101326,,,,2025
