date,name,position,change_dir,shares_before,shares_after,change_amount
2024-04-04,오태경,,,0,0,0
2024-04-04,김정배,,,0,0,0
2024-04-26,한애라,,,0,0,0
2024-04-26,김정원,,,0,0,0
2024-04-26,정덕균,,,0,0,0
2024-04-26,손현철,,,0,0,0
2024-04-26,하영구,,,0,0,0
2024-04-26,곽노정,,,0,0,0
2024-04-26,양동훈,,,0,0,0
2024-05-24,마금선,,,0,0,0
2024-05-24,정성용,,,0,0,0
2024-05-31,도창호,,,0,0,0
2024-08-05,박진규,,,0,0,0
2024-08-20,송창록,,,0,0,0
2024-09-02,이인노,,,0,0,0
2024-10-04,문기일,,,0,0,0
2024-10-23,조민상,,,0,0,0
2025-01-07,한권환,,,0,0,0
2025-01-07,황경호,,,0,0,0
2025-01-07,최준용,,,0,0,0
2025-01-07,최상균,,,0,0,0
2025-01-07,주석진,,,0,0,0
2025-01-07,정춘석,,,0,0,0
2025-01-07,이정숙,,,0,0,0
2025-01-07,이승환,,,0,0,0
2025-01-07,엄강용,,,0,0,0
2025-01-07,류도희,,,0,0,0
2025-01-07,김재범,,,0,0,0
2025-01-07,김성순,,,0,0,0
2025-01-07,김성래,,,0,0,0
2025-01-07,권언오,,,0,0,0
2025-01-07,권로미,,,0,0,0
2025-01-07,강춘호,,,0,0,0
2025-01-07,최진택,,,0,0,0
2025-01-24,이성훈,,,0,0,0
2025-02-03,김점수,,,0,0,0
2025-02-03,김정태,,,0,0,0
2025-02-03,김준한,,,0,0,0
2025-02-03,김창현,,,0,0,0
2025-02-03,김천성,,,0,0,0
2025-02-03,김춘환,,,0,0,0
2025-02-03,김태환,,,0,0,0
2025-02-03,김형수,,,0,0,0
2025-02-03,김형환,,,0,0,0
2025-02-03,김현중,,,0,0,0
2025-02-03,류도희,,,0,0,0
2025-02-03,류병훈,,,0,0,0
2025-02-03,류성수,,,0,0,0
2025-02-03,문기일,,,0,0,0
2025-02-03,문순기,,,0,0,0
2025-02-03,문승훈,,,0,0,0
2025-02-03,김재범,,,0,0,0
2025-02-03,김우현,,,0,0,0
2025-02-03,김영식,,,0,0,0
2025-02-03,김성한,,,0,0,0
2025-02-03,김선순,,,0,0,0
2025-02-03,김상훈,,,0,0,0
2025-02-03,김동규,,,0,0,0
2025-02-03,김능구,,,0,0,0
2025-02-03,권재순,,,0,0,0
2025-02-03,문양기,,,0,0,0
2025-02-03,권기창,,,0,0,0
2025-02-03,고은정,,,0,0,0
2025-02-03,강춘호,,,0,0,0
2025-02-03,강진수,,,0,0,0
2025-02-03,강유종,,,0,0,0
2025-02-03,김주선,,,0,0,0
2025-02-03,안현,,,0,0,0
2025-02-03,곽노정,,,0,0,0
2025-02-03,권오혁,,,0,0,0
2025-02-04,차선용,,,0,0,0
2025-02-04,최광문,,,0,0,0
2025-02-04,최명섭,,,0,0,0
2025-02-04,최상훈,,,0,0,0
2025-02-04,최소정,,,0,0,0
2025-02-04,최영현,,,0,0,0
2025-02-04,최준,,,0,0,0
2025-02-04,최준기,,,0,0,0
2025-02-04,최진택,,,0,0,0
2025-02-04,한은석,,,0,0,0
2025-02-04,허황,,,0,0,0
2025-02-04,홍성관,,,0,0,0
2025-02-04,황경호,,,0,0,0
2025-02-04,황정태,,,0,0,0
2025-02-04,황중일,,,0,0,0
2025-02-04,박현,,,0,0,0
2025-02-04,설광수,,,0,0,0
2025-02-04,손동휘,,,0,0,0
2025-02-04,손수용,,,0,0,0
2025-02-04,손승형,,,0,0,0
2025-02-04,손승훈,,,0,0,0
2025-02-04,손영우,,,0,0,0
2025-02-04,손호영,,,0,0,0
2025-02-04,송준호,,,0,0,0
2025-02-04,송창석,,,0,0,0
2025-02-04,신승아,,,0,0,0
2025-02-04,신정호,,,0,0,0
2025-02-04,심재성,,,0,0,0
2025-02-04,안정열,,,0,0,0
2025-02-04,양형모,,,0,0,0
2025-02-04,엄재광,,,0,0,0
2025-02-04,오동연,,,0,0,0
2025-02-04,오정환,,,0,0,0
2025-02-04,오훈상,,,0,0,0
2025-02-04,윤홍성,,,0,0,0
2025-02-04,이강민,,,0,0,0
2025-02-04,이광옥,,,0,0,0
2025-02-04,이규제,,,0,0,0
2025-02-04,이동훈,,,0,0,0
2025-02-04,이민형,,,0,0,0
2025-02-04,이방실,,,0,0,0
2025-02-04,이병기,,,0,0,0
2025-02-04,이상권,,,0,0,0
2025-02-04,이상락,,,0,0,0
2025-02-04,이상영,,,0,0,0
2025-02-04,이상환,,,0,0,0
2025-02-04,이성재,,,0,0,0
2025-02-04,이송만,,,0,0,0
2025-02-04,이웅선,,,0,0,0
2025-02-04,이인노,,,0,0,0
2025-02-04,이일우,,,0,0,0
2025-02-04,이일훈,,,0,0,0
2025-02-04,이정석,,,0,0,0
2025-02-04,이창수,,,0,0,0
2025-02-04,이태학,,,0,0,0
2025-02-04,이현민,,,0,0,0
2025-02-04,이홍덕,,,0,0,0
2025-02-04,임성혁,,,0,0,0
2025-02-04,장지은,,,0,0,0
2025-02-04,장태수,,,0,0,0
2025-02-04,전유남,,,0,0,0
2025-02-04,정상규,,,0,0,0
2025-02-04,정우표,,,0,0,0
2025-02-04,정유인,,,0,0,0
2025-02-04,정윤식,,,0,0,0
2025-02-04,정인철,,,0,0,0
2025-02-04,정제모,,,0,0,0
2025-02-04,정진수,,,0,0,0
2025-02-04,정창교,,,0,0,0
2025-02-04,정해강,,,0,0,0
2025-02-04,조명관,,,0,0,0
2025-02-04,조영만,,,0,0,0
2025-02-04,조주환,,,0,0,0
2025-02-04,조훈,,,0,0,0
2025-02-04,주석진,,,0,0,0
2025-02-04,주재욱,,,0,0,0
