date,name,position,change_dir,shares_before,shares_after,change_amount
2024-06-26,김정만,,,0,0,0
2024-07-03,정원정,,,0,0,0
2024-07-19,곽치신,,,0,0,0
2024-08-27,곽치신,,,0,0,0
2024-08-30,박병석,,,0,0,0
2024-09-11,김진성,,,0,0,0
2024-10-16,민병술,,,0,0,0
2024-10-16,유철희,,,0,0,0
2024-10-30,김목곤,,,0,0,0
2024-11-05,황진호,,,0,0,0
2025-01-08,박선학,,,0,0,0
2025-01-08,문영도,,,0,0,0
2025-01-08,유정현,,,0,0,0
2025-01-08,남영재,,,0,0,0
2025-01-08,나기흠,,,0,0,0
2025-01-08,김영호,,,0,0,0
2025-01-08,김덕훈,,,0,0,0
2025-01-08,박재홍,,,0,0,0
2025-01-08,배재홍,,,0,0,0
2025-01-08,양재호,,,0,0,0
2025-01-08,여준호,,,0,0,0
2025-01-08,유필선,,,0,0,0
2025-01-08,이덕현,,,0,0,0
2025-01-08,이원학,,,0,0,0
2025-01-08,이재석,,,0,0,0
2025-01-08,이정래,,,0,0,0
2025-01-08,이지은,,,0,0,0
2025-01-08,이철홍,,,0,0,0
2025-01-08,이충희,,,0,0,0
2025-01-08,이태원,,,0,0,0
2025-01-08,이혜영,,,0,0,0
2025-01-08,이호준,,,0,0,0
2025-01-08,이화성,,,0,0,0
2025-01-08,최용규,,,0,0,0
2025-01-08,최형주,,,0,0,0
2025-04-16,정원정,,,0,0,0
2025-08-07,송우섭,,,0,0,0
2025-08-07,곽치신,,,0,0,0
2025-09-08,박형식,,,0,0,0
2025-09-08,김정만,,,0,0,0
2025-09-08,구종해,,,0,0,0
2025-10-17,이지은,,,0,0,0
2025-10-23,송우섭,,,0,0,0
2025-10-23,김정만,,,0,0,0
2025-11-10,이재석,,,0,0,0
2025-12-19,남영재,,,0,0,0
2025-12-19,박창규,,,0,0,0
2025-12-19,유삼용,,,0,0,0
2025-12-19,김희삼,,,0,0,0
2026-01-08,김종식,,,0,0,0
2026-01-08,김승태,,,0,0,0
2026-01-08,김선경,,,0,0,0
2026-01-08,김병기,,,0,0,0
2026-01-08,김기수,,,0,0,0
2026-01-08,곽현희,,,0,0,0
2026-01-08,문혁,,,0,0,0
2026-01-08,최양석,,,0,0,0
2026-01-08,최기영,,,0,0,0
2026-01-08,전인환,,,0,0,0
2026-01-08,전욱,,,0,0,0
2026-01-08,장동규,,,0,0,0
2026-01-08,문형우,,,0,0,0
2026-01-08,박형철,,,0,0,0
2026-01-08,성기모,,,0,0,0
2026-01-08,유창진,,,0,0,0
2026-01-08,이강규,,,0,0,0
2026-01-08,이정표,,,0,0,0
2026-01-09,박형철,,,0,0,0
2026-02-13,김우식,,,0,0,0
2026-03-09,김진성,,,0,0,0
2026-03-09,문형우,,,0,0,0
2026-03-16,김민수,,,0,0,0
2026-03-16,김종식,,,0,0,0
2026-04-01,이정래,,,0,0,0
2026-04-03,김민수,,,0,0,0
2026-04-06,강종태,,,0,0,0
2026-04-06,문재웅,,,0,0,0
2026-04-06,송민수,,,0,0,0
2026-04-06,김희준,,,0,0,0
2026-04-06,정의철,,,0,0,0
2026-04-06,최진기,,,0,0,0
2026-04-06,홍준태,,,0,0,0
2026-04-06,정진태,,,0,0,0
2026-04-06,김우식,,,0,0,0
2026-04-06,박병석,,,0,0,0
2026-04-06,박형식,,,0,0,0
2026-04-06,송형동,,,0,0,0
2026-04-06,유기호,,,0,0,0
2026-04-06,이태훈,,,0,0,0
2026-04-06,최승범,,,0,0,0
2026-04-06,김도학,,,0,0,0
2026-04-06,김원순,,,0,0,0
2026-04-06,황선욱,,,0,0,0
2026-04-06,강동원,,,0,0,0
2026-04-06,곽규근,,,0,0,0
2026-04-06,권광혁,,,0,0,0
2026-04-06,김용권,,,0,0,0
2026-04-06,김점복,,,0,0,0
2026-04-06,박치용,,,0,0,0
2026-04-06,손명식,,,0,0,0
2026-04-06,안승기,,,0,0,0
2026-04-06,이수영,,,0,0,0
2026-04-06,장수항,,,0,0,0
2026-04-06,정광호,,,0,0,0
2026-04-06,최희관,,,0,0,0
2026-04-06,황병걸,,,0,0,0
2026-04-06,김덕훈,,,0,0,0
2026-04-06,김영준,,,0,0,0
2026-04-06,김영삼,,,0,0,0
2026-04-06,김후곤,,,0,0,0
2026-04-06,최병길,,,0,0,0
2026-04-06,김희삼,,,0,0,0
2026-04-06,김영호,,,0,0,0
2026-04-06,정제욱,,,0,0,0
2026-04-06,나기흠,,,0,0,0
2026-04-06,오정교,,,0,0,0
2026-04-06,권기성,,,0,0,0
2026-04-06,김기용,,,0,0,0
2026-04-06,남영재,,,0,0,0
2026-04-06,박경업,,,0,0,0
2026-04-06,박근대,,,0,0,0
2026-04-06,여준우,,,0,0,0
2026-04-06,박선학,,,0,0,0
2026-04-06,양재호,,,0,0,0
2026-04-06,배재홍,,,0,0,0
2026-04-06,송우섭,,,0,0,0
2026-04-06,황동환,,,0,0,0
2026-04-06,김기수,,,0,0,0
2026-04-06,박옥환,,,0,0,0
2026-04-06,이화성,,,0,0,0
2026-04-06,조봉곤,,,0,0,0
2026-04-06,김태진,,,0,0,0
2026-04-06,양건석,,,0,0,0
2026-04-06,조상운,,,0,0,0
2026-04-06,정원정,,,0,0,0
2026-04-06,박현성,,,0,0,0
2026-04-06,주진억,,,0,0,0
2026-04-06,소득영,,,0,0,0
2026-04-06,이영규,,,0,0,0
2026-04-06,정덕화,,,0,0,0
2026-04-06,조민영,,,0,0,0
2026-04-06,이충희,,,0,0,0
2026-04-06,한지훈,,,0,0,0
2026-04-06,이정표,,,0,0,0
2026-04-06,윤승규,,,0,0,0
2026-04-06,이광구,,,0,0,0
2026-04-06,안기석,,,0,0,0
2026-04-06,전욱,,,0,0,0
2026-04-06,한석원,,,0,0,0
2026-04-06,이혜영,,,0,0,0
2026-04-06,김지민,,,0,0,0
2026-04-06,서재성,,,0,0,0
2026-04-06,유정현,,,0,0,0
2026-04-06,권정찬,,,0,0,0
2026-04-06,문정빈,,,0,0,0
2026-04-06,박규철,,,0,0,0
2026-04-06,강주엽,,,0,0,0
2026-04-06,허현숙,,,0,0,0
2026-04-06,박선욱,,,0,0,0
2026-04-06,이철홍,,,0,0,0
2026-04-06,이태원,,,0,0,0
2026-04-06,김상대,,,0,0,0
2026-04-06,정성국,,,0,0,0
2026-04-06,정주훈,,,0,0,0
2026-04-06,윤이재,,,0,0,0
2026-04-06,강원규,,,0,0,0
2026-04-06,김택균,,,0,0,0
2026-04-06,정상권,,,0,0,0
2026-04-06,윤형원,,,0,0,0
2026-04-06,신경균,,,0,0,0
2026-04-06,심재웅,,,0,0,0
2026-04-06,김계성,,,0,0,0
2026-04-06,JUNG INSHEIK MARTIN,,,0,0,0
2026-04-06,김관수,,,0,0,0
2026-04-06,이상홍,,,0,0,0
2026-04-06,김민수,,,0,0,0
2026-04-06,곽치신,,,0,0,0
2026-04-06,문영도,,,0,0,0
2026-04-06,윤성환,,,0,0,0
2026-04-06,박창규,,,0,0,0
2026-04-06,이상열,,,0,0,0
2026-04-06,민병술,,,0,0,0
2026-04-06,김승일,,,0,0,0
2026-04-06,황진호,,,0,0,0
2026-04-06,허성우,,,0,0,0
2026-04-06,EMANUELE BIILL MARILIA,,,0,0,0
2026-04-07,최승훈,,,0,0,0
2026-04-07,최양석,,,0,0,0
2026-04-07,전현갑,,,0,0,0
2026-04-07,서하준,,,0,0,0
2026-04-07,여준호,,,0,0,0
2026-04-07,원석규,,,0,0,0
2026-04-07,이재석,,,0,0,0
2026-04-07,김선경,,,0,0,0
2026-04-07,김준명,,,0,0,0
2026-04-07,이동열,,,0,0,0
2026-04-07,유창진,,,0,0,0
2026-04-07,전병호,,,0,0,0
2026-04-07,정철희,,,0,0,0
2026-04-07,김기수,,,0,0,0
2026-04-07,김승환,,,0,0,0
2026-04-07,박재홍,,,0,0,0
2026-04-07,이진영,,,0,0,0
2026-04-07,이호준,,,0,0,0
2026-04-07,최형주,,,0,0,0
2026-04-07,김경호,,,0,0,0
2026-04-07,한광섭,,,0,0,0
2026-04-07,김병기,,,0,0,0
2026-04-07,문형우,,,0,0,0
2026-04-07,박춘식,,,0,0,0
2026-04-07,이원학,,,0,0,0
2026-04-07,이종무,,,0,0,0
2026-04-07,최기영,,,0,0,0
2026-04-07,양진수,,,0,0,0
2026-04-07,양태근,,,0,0,0
2026-04-07,서장원,,,0,0,0
2026-04-07,이지은,,,0,0,0
2026-04-07,문혁,,,0,0,0
2026-04-07,최용규,,,0,0,0
2026-04-07,윤학수,,,0,0,0
2026-04-07,송호성,,,0,0,0
2026-04-07,최준영,,,0,0,0
2026-04-07,김승준,,,0,0,0
2026-04-07,이정래,,,0,0,0
2026-04-07,김재윤,,,0,0,0
2026-04-07,이강규,,,0,0,0
2026-04-07,유필선,,,0,0,0
2026-04-07,김재호,,,0,0,0
2026-04-07,이덕현,,,0,0,0
2026-04-07,노신재,,,0,0,0
2026-04-07,곽현희,,,0,0,0
2026-04-07,박형철,,,0,0,0
2026-04-07,성기모,,,0,0,0
2026-04-07,장동규,,,0,0,0
2026-04-07,전인환,,,0,0,0
2026-04-07,김종식,,,0,0,0
2026-04-07,김승태,,,0,0,0
2026-04-07,임재우,,,0,0,0
2026-05-08,곽치신,,,0,0,0
2026-05-08,최양석,,,0,0,0
2026-05-08,권정찬,,,0,0,0
2026-05-08,김덕훈,,,0,0,0
2026-05-08,김도학,,,0,0,0
2026-05-08,김병기,,,0,0,0
2026-05-08,김선경,,,0,0,0
2026-05-08,김승태,,,0,0,0
2026-05-08,김원순,,,0,0,0
2026-05-08,김준명,,,0,0,0
2026-05-08,김희삼,,,0,0,0
2026-05-08,나기흠,,,0,0,0
2026-05-08,문영도,,,0,0,0
2026-05-08,문형우,,,0,0,0
2026-05-08,박근대,,,0,0,0
2026-05-08,박병석,,,0,0,0
2026-05-08,박옥환,,,0,0,0
2026-05-08,박창규,,,0,0,0
2026-05-08,박춘식,,,0,0,0
2026-05-08,박치용,,,0,0,0
2026-05-08,박형식,,,0,0,0
2026-05-08,서하준,,,0,0,0
2026-05-08,소득영,,,0,0,0
2026-05-08,송민수,,,0,0,0
2026-05-08,송우섭,,,0,0,0
2026-05-08,여준호,,,0,0,0
2026-05-08,유창진,,,0,0,0
2026-05-08,윤성환,,,0,0,0
2026-05-08,윤학수,,,0,0,0
2026-05-08,이상열,,,0,0,0
2026-05-08,이수영,,,0,0,0
2026-05-08,이재석,,,0,0,0
2026-05-08,이정래,,,0,0,0
2026-05-08,이정표,,,0,0,0
2026-05-08,이종무,,,0,0,0
2026-05-08,이혜영,,,0,0,0
2026-05-08,장동규,,,0,0,0
2026-05-08,정광호,,,0,0,0
2026-05-08,정원정,,,0,0,0
2026-05-08,정제욱,,,0,0,0
2026-05-08,정진태,,,0,0,0
2026-05-08,조민영,,,0,0,0
2026-05-08,최승범,,,0,0,0
2026-05-08,권광혁,,,0,0,0
2024-07-19,곽치신,,,0,0,0
2024-08-27,곽치신,,,0,0,0
2024-08-30,박병석,,,0,0,0
2024-09-11,김진성,,,0,0,0
2024-10-16,민병술,,,0,0,0
2024-10-16,유철희,,,0,0,0
2024-10-30,김목곤,,,0,0,0
2024-11-05,황진호,,,0,0,0
2025-01-08,김덕훈,,,0,0,0
2025-01-08,김영호,,,0,0,0
2025-01-08,최형주,,,0,0,0
2025-01-08,최용규,,,0,0,0
2025-01-08,이화성,,,0,0,0
2025-01-08,이호준,,,0,0,0
2025-01-08,이혜영,,,0,0,0
2025-01-08,이태원,,,0,0,0
2025-01-08,이충희,,,0,0,0
2025-01-08,이철홍,,,0,0,0
2025-01-08,이지은,,,0,0,0
2025-01-08,이정래,,,0,0,0
2025-01-08,이재석,,,0,0,0
2025-01-08,이원학,,,0,0,0
2025-01-08,이덕현,,,0,0,0
2025-01-08,나기흠,,,0,0,0
2025-01-08,남영재,,,0,0,0
2025-01-08,유정현,,,0,0,0
2025-01-08,문영도,,,0,0,0
2025-01-08,박선학,,,0,0,0
2025-01-08,박재홍,,,0,0,0
2025-01-08,배재홍,,,0,0,0
2025-01-08,양재호,,,0,0,0
2025-01-08,여준호,,,0,0,0
2025-01-08,유필선,,,0,0,0
2025-04-16,정원정,,,0,0,0
2025-08-07,곽치신,,,0,0,0
2025-08-07,송우섭,,,0,0,0
2025-09-08,박형식,,,0,0,0
2025-09-08,김정만,,,0,0,0
2025-09-08,구종해,,,0,0,0
2025-10-17,이지은,,,0,0,0
2025-10-23,김정만,,,0,0,0
2025-10-23,송우섭,,,0,0,0
2025-11-10,이재석,,,0,0,0
2025-12-19,김희삼,,,0,0,0
2025-12-19,남영재,,,0,0,0
2025-12-19,박창규,,,0,0,0
2025-12-19,유삼용,,,0,0,0
2026-01-08,곽현희,,,0,0,0
2026-01-08,김기수,,,0,0,0
2026-01-08,최양석,,,0,0,0
2026-01-08,최기영,,,0,0,0
2026-01-08,전인환,,,0,0,0
2026-01-08,전욱,,,0,0,0
2026-01-08,장동규,,,0,0,0
2026-01-08,이정표,,,0,0,0
2026-01-08,이강규,,,0,0,0
2026-01-08,김병기,,,0,0,0
2026-01-08,김선경,,,0,0,0
2026-01-08,김승태,,,0,0,0
2026-01-08,김종식,,,0,0,0
2026-01-08,문혁,,,0,0,0
2026-01-08,문형우,,,0,0,0
2026-01-08,박형철,,,0,0,0
2026-01-08,성기모,,,0,0,0
2026-01-08,유창진,,,0,0,0
2026-01-09,박형철,,,0,0,0
2026-02-13,김우식,,,0,0,0
