close,high,low,open,volume
15965.0,16500.0,15925.0,16370.0,0
16225.0,16230.0,15975.0,15975.0,40186
16140.0,16245.0,16100.0,16205.0,88787
16130.0,16230.0,16105.0,16145.0,37922
15970.0,16165.0,15965.0,16155.0,54041
16000.0,16030.0,15955.0,15985.0,34821
16040.0,16065.0,15950.0,15975.0,27554
16065.0,16095.0,16020.0,16035.0,37009
16050.0,16095.0,16020.0,16070.0,6468
16020.0,16070.0,15960.0,16050.0,106984
16025.0,16045.0,15995.0,16005.0,29792
16035.0,16050.0,16000.0,16020.0,18757
16105.0,16105.0,16000.0,16035.0,31897
16110.0,16130.0,16075.0,16105.0,21417
16040.0,16145.0,16040.0,16110.0,7359
16080.0,16090.0,16040.0,16050.0,4353
16120.0,16120.0,16045.0,16080.0,10381
16065.0,16160.0,16060.0,16120.0,26278
16090.0,16100.0,16030.0,16075.0,28595
16150.0,16150.0,16060.0,16085.0,18392
16140.0,16170.0,16075.0,16145.0,23645
16075.0,16140.0,16070.0,16140.0,20047
16025.0,16075.0,16005.0,16075.0,32224
16035.0,16055.0,15975.0,16030.0,24087
16125.0,16165.0,16025.0,16040.0,45062
16145.0,16155.0,16130.0,16150.0,21034
16040.0,16140.0,16025.0,16140.0,25032
15945.0,16020.0,15945.0,16020.0,6164
15930.0,15940.0,15905.0,15940.0,30044
15905.0,15935.0,15830.0,15915.0,102893
16100.0,16100.0,15910.0,15910.0,16480
16030.0,16105.0,16030.0,16080.0,23196
16060.0,16075.0,16030.0,16045.0,6944
16050.0,16075.0,16025.0,16065.0,26103
16025.0,16060.0,16025.0,16055.0,1679
15960.0,16035.0,15960.0,16020.0,8549
15890.0,15980.0,15880.0,15965.0,12060
15845.0,15890.0,15810.0,15880.0,38164
15885.0,15930.0,15840.0,15850.0,9994
15815.0,15905.0,15805.0,15880.0,8577
15820.0,15830.0,15800.0,15815.0,8121
15785.0,15815.0,15770.0,15810.0,10406
15755.0,15790.0,15740.0,15780.0,3414
15740.0,15765.0,15730.0,15740.0,11479
15730.0,15765.0,15730.0,15760.0,5493
15710.0,15745.0,15690.0,15745.0,6702
15770.0,15810.0,15700.0,15710.0,13010
15675.0,15785.0,15635.0,15785.0,24762
15705.0,15715.0,15675.0,15675.0,31305
15700.0,15735.0,15685.0,15705.0,53185
15605.0,15700.0,15600.0,15700.0,6510
15600.0,15625.0,15570.0,15625.0,32193
15640.0,15640.0,15585.0,15595.0,19318
15700.0,15700.0,15625.0,15640.0,11306
15745.0,15790.0,15705.0,15710.0,29495
15780.0,15780.0,15745.0,15770.0,11556
15765.0,15790.0,15745.0,15780.0,15496
15780.0,15790.0,15730.0,15750.0,25012
15780.0,15810.0,15765.0,15785.0,20625
15720.0,15775.0,15715.0,15775.0,5863
15695.0,15740.0,15695.0,15720.0,16848
15635.0,15695.0,15630.0,15695.0,5359
15625.0,15645.0,15555.0,15635.0,29651
15630.0,15655.0,15615.0,15645.0,29772
15615.0,15625.0,15585.0,15625.0,9958
15615.0,15630.0,15595.0,15620.0,26539
15580.0,15625.0,15580.0,15620.0,8363
15630.0,15660.0,15575.0,15600.0,2163
15630.0,15660.0,15605.0,15635.0,13634
15670.0,15670.0,15605.0,15640.0,10510
15660.0,15670.0,15625.0,15635.0,12319
15705.0,15755.0,15640.0,15640.0,6790
