close,high,low,open,volume
15970.0,15970.0,15660.0,15830.0,66141
16130.0,16180.0,15975.0,15975.0,78538
16470.0,16485.0,16140.0,16160.0,176750
16520.0,16590.0,16390.0,16455.0,325624
16550.0,16600.0,16500.0,16530.0,112539
16490.0,16590.0,16490.0,16540.0,74976
16420.0,16505.0,16350.0,16500.0,129820
16360.0,16440.0,16350.0,16400.0,29126
16400.0,16400.0,16320.0,16355.0,39182
16385.0,16395.0,16355.0,16395.0,17256
16400.0,16420.0,16350.0,16385.0,33495
16425.0,16440.0,16375.0,16395.0,33217
16365.0,16440.0,16365.0,16435.0,13508
16370.0,16395.0,16325.0,16360.0,37404
16340.0,16415.0,16340.0,16370.0,88213
16485.0,16495.0,16325.0,16340.0,41204
16410.0,16495.0,16390.0,16470.0,33826
16405.0,16450.0,16360.0,16405.0,32842
16445.0,16455.0,16360.0,16405.0,91884
16490.0,16490.0,16425.0,16425.0,50133
16530.0,16540.0,16490.0,16490.0,48258
16590.0,16615.0,16515.0,16515.0,27006
16525.0,16595.0,16510.0,16585.0,24187
16495.0,16555.0,16495.0,16545.0,32861
16542.0,16560.0,16465.0,16490.0,29855
16540.0,16560.0,16515.0,16550.0,12206
16545.0,16580.0,16530.0,16545.0,9983
16570.0,16580.0,16540.0,16545.0,17905
16575.0,16580.0,16515.0,16560.0,28614
16590.0,16595.0,16570.0,16580.0,5370
16605.0,16620.0,16575.0,16590.0,9779
16585.0,16620.0,16565.0,16605.0,7812
16555.0,16605.0,16555.0,16575.0,12429
16575.0,16585.0,16500.0,16560.0,11727
16595.0,16605.0,16565.0,16570.0,5339
16600.0,16610.0,16585.0,16590.0,4887
16600.0,16635.0,16590.0,16595.0,22668
16600.0,16625.0,16595.0,16600.0,2615
16565.0,16600.0,16565.0,16600.0,6491
16575.0,16575.0,16550.0,16565.0,12435
16580.0,16580.0,16550.0,16555.0,16168
16625.0,16625.0,16565.0,16580.0,8432
16625.0,16625.0,16580.0,16625.0,16804
16610.0,16640.0,16595.0,16625.0,13075
16610.0,16650.0,16610.0,16620.0,18172
16600.0,16610.0,16575.0,16610.0,17612
16595.0,16605.0,16580.0,16580.0,2250
