year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,2362799296077,1976977110511,CFS,BS
2025,연간,자본총계,1134655756699,926984605142,CFS,BS
2025,연간,자본과부채총계,2362799296077,1976977110511,CFS,BS
2025,연간,부채총계,1228143539378,1049992505369,CFS,BS
2025,연간,영업이익(손실),196782415375,147942198476,CFS,CIS
2025,연간,매출총이익,822531786469,734167552529,CFS,CIS
2025,연간,당기순이익(손실),192908919078,23346508507,CFS,CIS
2025,연간,수익(매출액),1570891005329,1422683296380,CFS,CIS
2024,연간,자산총계,1976977110511,1770310792992,CFS,BS
2024,연간,자본총계,926984605142,912281029374,CFS,BS
2024,연간,자본과부채총계,1976977110511,1770310792992,CFS,BS
2024,연간,부채총계,1049992505369,858029763618,CFS,BS
2024,연간,영업이익(손실),147942198476,122591949287,CFS,CIS
2024,연간,매출총이익,734167552529,688166720918,CFS,CIS
2024,연간,당기순이익(손실),23346508507,120002904220,CFS,CIS
2024,연간,수익(매출액),1422683296380,1375328744877,CFS,CIS
2023,연간,자산총계,1770310792992,1563340613712,CFS,BS
2023,연간,자본총계,912281029374,741222997333,CFS,BS
2023,연간,자본과부채총계,1770310792992,1563340613712,CFS,BS
2023,연간,부채총계,858029763618,822117616379,CFS,BS
2023,연간,영업이익(손실),122591949287,95797148532,CFS,CIS
2023,연간,매출총이익,688166720918,638957559835,CFS,CIS
2023,연간,당기순이익(손실),120002904220,39163169338,CFS,CIS
2022,연간,자산총계,1563340613712,1410687451789,CFS,BS
2022,연간,부채총계,822117616379,712772241623,CFS,BS
2022,연간,자본총계,741222997333,697915210166,CFS,BS
2022,연간,자본과부채총계,1563340613712,1410687451789,CFS,BS
2022,연간,매출총이익,638957559835,544573038651,CFS,CIS
2022,연간,영업이익(손실),95797148532,88729320636,CFS,CIS
2022,연간,당기순이익(손실),39163169338,30084146720,CFS,CIS
2025,3분기,자산총계,2260503664164,1976977110511,CFS,BS
2025,3분기,자본총계,1004127284595,926984605142,CFS,BS
2025,3분기,자본과부채총계,2260503664164,1976977110511,CFS,BS
2025,3분기,부채총계,1256376379569,1049992505369,CFS,BS
2025,3분기,영업이익(손실),56892822788,0,CFS,CIS
2025,3분기,매출총이익,214002248302,0,CFS,CIS
2025,3분기,수익(매출액),411832052696,0,CFS,CIS
2024,3분기,자산총계,1922451913965,1770310792992,CFS,BS
2024,3분기,자본총계,951353152903,912281029374,CFS,BS
2024,3분기,자본과부채총계,1922451913965,1770310792992,CFS,BS
2024,3분기,부채총계,971098761062,858029763618,CFS,BS
2024,3분기,영업이익(손실),37275380416,0,CFS,CIS
2024,3분기,매출총이익,182254572905,0,CFS,CIS
2024,3분기,당기순이익(손실),28265358070,0,CFS,CIS
2023,3분기,자산총계,1709101199456,1563340613712,CFS,BS
2023,3분기,자본총계,855227486780,741222997333,CFS,BS
2023,3분기,자본과부채총계,1709101199456,1563340613712,CFS,BS
2023,3분기,부채총계,853873712676,822117616379,CFS,BS
2023,3분기,영업이익(손실),29381130313,0,CFS,CIS
2023,3분기,매출총이익,164877986348,0,CFS,CIS
2023,3분기,당기순이익(손실),15250021344,0,CFS,CIS
2022,3분기,자산총계,1540151303205,1415179681074,CFS,BS
2022,3분기,부채총계,782779149860,712772241623,CFS,BS
2022,3분기,자본총계,757372153345,702407439451,CFS,BS
