ticker,ask_price_1,ask_vol_1,ask_price_2,ask_vol_2,ask_price_3,ask_vol_3,ask_price_4,ask_vol_4,ask_price_5,ask_vol_5,bid_price_1,bid_vol_1,bid_price_2,bid_vol_2,bid_price_3,bid_vol_3,bid_price_4,bid_vol_4,bid_price_5,bid_vol_5,total_ask_vol,total_bid_vol,order_imbalance,spread,spread_pct,bid_depth_ratio,timestamp
11200,20800,1,20850,1495,20900,2651,20950,2933,21000,1184,20750,440,20700,12291,20650,15484,20600,12446,20550,13575,8264,54236,0.7355519999998823,50,0.2409638554215706,0.0081126926764495,2026-05-08 09:00:17
11200,20700,8973,20750,2356,20800,1082,20850,1659,20900,4668,20650,19769,20600,15788,20550,16753,20500,33932,20450,8767,18738,95009,0.6705319700738771,50,0.2421307506052096,0.208075024471344,2026-05-08 09:12:53
11200,20700,1140,20750,762,20800,2980,20850,1621,20900,5965,20650,28306,20600,18432,20550,21226,20500,14024,20450,10366,12468,92354,0.7621110072312337,50,0.2421307506052096,0.3064945752213974,2026-05-08 09:21:19
11200,20750,4496,20800,6324,20850,10784,20900,5224,20950,8438,20700,15932,20650,29022,20600,25421,20550,20184,20500,19546,35266,110105,0.5148138211885097,50,0.24154589371969,0.1446982425866087,2026-05-08 09:42:41
11200,20800,6302,20850,9280,20900,5749,20950,8573,21000,21042,20750,9,20700,21117,20650,27581,20600,27706,20550,19913,50946,96326,0.308137324134913,50,0.2409638554215706,9.343271806157284e-05,2026-05-08 09:52:07
11200,20700,2539,20750,2083,20800,4495,20850,9281,20900,6905,20650,1910,20600,26727,20550,17715,20500,23113,20450,10138,25303,79603,0.5176062379653673,50,0.2421307506052096,0.0239940705752265,2026-05-08 10:00:35
11200,20700,7238,20750,5724,20800,4538,20850,10227,20900,8639,20650,22489,20600,33453,20550,18605,20500,22593,20450,10254,36366,107394,0.4940734557595649,50,0.2421307506052096,0.2094064845335671,2026-05-08 10:19:33
11200,20700,8772,20750,5716,20800,6371,20850,17293,20900,10747,20650,21676,20600,32257,20550,21019,20500,25966,20450,9955,48899,110873,0.3878902435971016,50,0.2421307506052096,0.1955029628493686,2026-05-08 10:28:30
11200,20750,12075,20800,11081,20850,17282,20900,14363,20950,9331,20700,9316,20650,16672,20600,36258,20550,19976,20500,28269,64132,110491,0.2654804922604545,50,0.24154589371969,0.0843145595568793,2026-05-08 10:38:23
11200,20700,5276,20750,6177,20800,11416,20850,17276,20900,14158,20650,20238,20600,38445,20550,20589,20500,29579,20450,12036,54303,120887,0.3800673554426405,50,0.2421307506052096,0.1674125422915477,2026-05-08 10:49:26
11200,20650,6878,20700,4985,20750,7657,20800,10092,20850,17336,20600,22900,20550,22945,20500,30800,20450,13114,20400,14436,46948,104195,0.3787605115684895,50,0.2427184466018239,0.2197802197801986,2026-05-08 11:00:37
11200,20650,9305,20700,5903,20750,6147,20800,10161,20850,17938,20600,14332,20550,26673,20500,43858,20450,13910,20400,16563,49454,115336,0.3997936768007524,50,0.2427184466018239,0.1242630228202708,2026-05-08 11:11:40
11200,20600,895,20650,1986,20700,8293,20750,10416,20800,9978,20550,36883,20500,42332,20450,15602,20400,17001,20350,19151,31568,130969,0.61155921420965,50,0.2433090024329716,0.281616260336394,2026-05-08 11:21:59
11200,20650,3389,20700,9570,20750,9233,20800,9833,20850,17818,20600,6586,20550,35857,20500,44001,20450,14764,20400,16281,49843,117489,0.4042621853560344,50,0.2427184466018239,0.0560563116547033,2026-05-08 11:31:49
11200,20600,1975,20650,1964,20700,9756,20750,8120,20800,9853,20550,36601,20500,45677,20450,17016,20400,16744,20350,19512,31668,135550,0.6212369481753984,50,0.2433090024329716,0.270018443378807,2026-05-08 11:42:21
11200,20600,3499,20650,4790,20700,9993,20750,8421,20800,10032,20550,37449,20500,50579,20450,16719,20400,17097,20350,21703,36735,143547,0.5924717941890708,50,0.2433090024329716,0.26088319505108,2026-05-08 11:51:51
