date,name,position,change_dir,shares_before,shares_after,change_amount
2024-03-26,장인화,,,0,0,0
2024-04-09,이주태,,,0,0,0
2024-04-09,이성원,,,0,0,0
2024-04-09,김근환,,,0,0,0
2024-04-09,이유경,,,0,0,0
2024-04-09,이성욱,,,0,0,0
2024-04-09,신건철,,,0,0,0
2024-04-09,이원철,,,0,0,0
2024-04-09,김희,,,0,0,0
2024-04-09,최태환,,,0,0,0
2024-05-16,김광복,,,0,0,0
2024-06-19,신건철,,,0,0,0
2024-07-04,손성규,,,0,0,0
2024-08-19,김경한,,,0,0,0
2024-09-04,유영숙,,,0,0,0
2024-09-04,김준기,,,0,0,0
2024-11-01,김준기,,,0,0,0
2024-11-25,한영아,,,0,0,0
2024-12-02,김용수,,,0,0,0
2024-12-02,신건철,,,0,0,0
2025-01-06,유영숙,,,0,0,0
2025-01-06,김준기,,,0,0,0
2025-01-08,김용수,,,0,0,0
2025-01-08,박현,,,0,0,0
2025-01-08,최영,,,0,0,0
2025-01-08,신형구,,,0,0,0
2025-01-08,조민영,,,0,0,0
2025-01-08,임상혁,,,0,0,0
2025-01-08,오영달,,,0,0,0
2025-01-08,김광무,,,0,0,0
2025-01-08,김성준,,,0,0,0
2025-03-07,김준기,,,0,0,0
2025-05-02,김준기,,,0,0,0
2025-05-02,유영숙,,,0,0,0
2025-05-02,양원준,,,0,0,0
2025-05-13,선주현,,,0,0,0
2025-07-03,김준기,,,0,0,0
2025-08-06,신건철,,,0,0,0
2025-09-02,김준기,,,0,0,0
2025-09-02,유영숙,,,0,0,0
2025-10-23,이동호,,,0,0,0
2025-10-31,김준기,,,0,0,0
2025-12-22,정석모,,,0,0,0
2025-12-22,오홍섭,,,0,0,0
2025-12-22,홍진숙,,,0,0,0
2025-12-22,지용태,,,0,0,0
2025-12-22,김무상,,,0,0,0
2026-01-08,유영숙,,,0,0,0
2026-01-08,김준기,,,0,0,0
2026-01-14,홍윤식,,,0,0,0
2026-03-10,김준기,,,0,0,0
2026-03-26,이희근,,,0,0,0
2026-05-06,김준기,,,0,0,0
2026-05-06,유영숙,,,0,0,0
2026-05-08,김성준,,,0,0,0
2024-08-19,김경한,,,0,0,0
2024-09-04,김준기,,,0,0,0
2024-09-04,유영숙,,,0,0,0
2024-11-01,김준기,,,0,0,0
2024-11-25,한영아,,,0,0,0
2024-12-02,신건철,,,0,0,0
2024-12-02,김용수,,,0,0,0
2025-01-06,김준기,,,0,0,0
2025-01-06,유영숙,,,0,0,0
2025-01-08,최영,,,0,0,0
2025-01-08,박현,,,0,0,0
2025-01-08,김용수,,,0,0,0
2025-01-08,신형구,,,0,0,0
2025-01-08,김성준,,,0,0,0
2025-01-08,김광무,,,0,0,0
2025-01-08,오영달,,,0,0,0
2025-01-08,임상혁,,,0,0,0
2025-01-08,조민영,,,0,0,0
2025-03-07,김준기,,,0,0,0
2025-05-02,유영숙,,,0,0,0
2025-05-02,김준기,,,0,0,0
2025-05-02,양원준,,,0,0,0
2025-05-13,선주현,,,0,0,0
2025-07-03,김준기,,,0,0,0
2025-08-06,신건철,,,0,0,0
2025-09-02,김준기,,,0,0,0
2025-09-02,유영숙,,,0,0,0
2025-10-23,이동호,,,0,0,0
2025-10-31,김준기,,,0,0,0
2025-12-22,홍진숙,,,0,0,0
2025-12-22,오홍섭,,,0,0,0
2025-12-22,정석모,,,0,0,0
2025-12-22,지용태,,,0,0,0
2025-12-22,김무상,,,0,0,0
2026-01-08,김준기,,,0,0,0
2026-01-08,유영숙,,,0,0,0
2026-01-14,홍윤식,,,0,0,0
2026-03-10,김준기,,,0,0,0
2026-03-26,이희근,,,0,0,0
2026-05-06,김준기,,,0,0,0
2026-05-06,유영숙,,,0,0,0
2026-05-08,김성준,,,0,0,0
2026-07-08,김준기,,,0,0,0
2026-07-16,김승준,,,0,0,0
