date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2024-07-17,0.3701,0.2089,0,0.3127,price_proxy,,,,
2024-07-18,0.2847,0.2164,0,0.3063,price_proxy,,,,
2024-07-19,0.3441,0.2235,0,0.2273,price_proxy,,,,
2024-07-22,0.3454,0.2061,0,0.1259,price_proxy,,,,
2024-07-23,0.2378,0.2061,0,0.1769,price_proxy,,,,
2024-07-24,0.4117,0.2067,0,0.3638,price_proxy,,,,
2024-07-25,0.5038,0.2082,0,0.3984,price_proxy,,,,
2024-07-26,0.435,0.1942,0,0.357,price_proxy,,,,
2024-07-29,0.455,0.1865,0,0.2635,price_proxy,,,,
2024-07-30,0.4731,0.1679,0,0.3313,price_proxy,,,,
2024-07-31,0.4192,0.1672,0,1.2568,price_proxy,,,,
2024-08-01,0.593,0.1751,0,1.0083,price_proxy,,,,
2024-08-02,0.476,0.1781,0,0.6405,price_proxy,,,,
2024-08-05,0.1768,0.2354,0,1.0123,price_proxy,,,,
2024-08-06,0.2366,0.2424,0,0.4644,price_proxy,,,,
2024-08-07,0.2884,0.2417,0,0.7276,price_proxy,,,,
2024-08-08,0.2856,0.2462,0,4.8507,price_proxy,,,,
2024-08-09,0.3856,0.246,0,0.3886,price_proxy,,,,
2024-08-12,0.781,0.2481,0,0.6351,price_proxy,,,,
2024-08-13,0.6526,0.2381,0,0.6793,price_proxy,,,,
2024-08-14,0.692,0.2357,0,1.9725,price_proxy,,,,
2024-08-16,0.5837,0.2177,0,0.9623,price_proxy,,,,
2024-08-19,0.6272,0.2149,0,1.1909,price_proxy,,,,
2024-08-20,0.7183,0.2261,0,4.7801,price_proxy,,,,
2024-08-21,0.6692,0.2306,0,0.7028,price_proxy,,,,
2024-08-22,0.4905,0.2329,0,0.9409,price_proxy,,,,
2024-08-23,0.5922,0.2333,0,0.8016,price_proxy,,,,
2024-08-26,0.5127,0.2344,0,4.9675,price_proxy,,,,
2024-08-27,0.4292,0.2355,0,0.7757,price_proxy,,,,
2024-08-28,0.5753,0.2377,0,3.2469,price_proxy,,,,
2024-08-29,0.6962,0.2379,0,1.1013,price_proxy,,,,
2024-08-30,0.7934,0.251,0,1.3738,price_proxy,,,,
2024-09-02,1.0,0.2546,0,2.0445,price_proxy,,,,
2024-09-03,0.9573,0.1759,0,0.7844,price_proxy,,,,
2024-09-04,0.7753,0.1871,0,0.7626,price_proxy,,,,
2024-09-05,0.8813,0.1932,0,1.571,price_proxy,,,,
2024-09-06,0.5956,0.201,0,0.5606,price_proxy,,,,
2024-09-09,0.3706,0.2061,0,0.6689,price_proxy,,,,
2024-09-10,0.4534,0.207,0,0.3211,price_proxy,,,,
2024-09-11,0.7597,0.2258,0,4.5506,price_proxy,,,,
2024-09-12,0.6376,0.2243,0,2.5297,price_proxy,,,,
2024-09-13,0.7835,0.2226,0,1.7837,price_proxy,,,,
2024-09-19,0.8663,0.2232,0,1.7081,price_proxy,,,,
2024-09-20,0.8066,0.2166,0,1.1084,price_proxy,,,,
2024-09-23,0.4637,0.2229,0,0.6218,price_proxy,,,,
2024-09-24,0.5213,0.2151,0,0.7928,price_proxy,,,,
2024-09-25,0.4033,0.2205,0,0.6642,price_proxy,,,,
2024-09-26,0.3893,0.2183,0,0.2088,price_proxy,,,,
2024-09-27,0.3321,0.2217,0,0.2258,price_proxy,,,,
2024-09-30,0.3316,0.2328,0,0.3527,price_proxy,,,,
2024-10-02,0.2591,0.2331,0,0.2259,price_proxy,,,,
2024-10-04,0.4094,0.2193,0,0.2495,price_proxy,,,,
2024-10-07,0.4245,0.2,0,0.1798,price_proxy,,,,
2024-10-08,0.5849,0.2086,0,0.7688,price_proxy,,,,
2024-10-10,0.7319,0.2015,0,0.6885,price_proxy,,,,
2024-10-11,0.7107,0.1928,0,0.3773,price_proxy,,,,
2024-10-14,0.6453,0.1866,0,0.3205,price_proxy,,,,
2024-10-15,0.5613,0.1875,0,0.6351,price_proxy,,,,
2024-10-16,0.4186,0.1859,0,0.1941,price_proxy,,,,
2024-10-17,0.379,0.1466,0,0.1949,price_proxy,,,,
2024-10-18,0.4155,0.1465,0,0.3548,price_proxy,,,,
2024-10-21,0.3686,0.1436,0,0.3527,price_proxy,,,,
2024-10-22,0.3019,0.1586,0,0.7698,price_proxy,,,,
2024-10-23,0.3327,0.158,0,0.2883,price_proxy,,,,
2024-10-24,0.3276,0.1483,0,0.2889,price_proxy,,,,
2024-10-25,0.234,0.1471,0,0.505,price_proxy,,,,
2024-10-28,0.2991,0.1495,0,0.6943,price_proxy,,,,
2024-10-29,0.3411,0.1553,0,1.0949,price_proxy,,,,
2024-10-30,0.3262,0.1546,0,0.4299,price_proxy,,,,
2024-10-31,0.3315,0.1444,0,0.4128,price_proxy,,,,
2024-11-01,0.3166,0.1536,0,0.7801,price_proxy,,,,
2024-11-04,0.2781,0.142,0,0.6337,price_proxy,,,,
2024-11-05,0.371,0.1417,0,0.283,price_proxy,,,,
2024-11-06,0.3501,0.1186,0,0.6345,price_proxy,,,,
2024-11-07,0.365,0.1165,0,0.401,price_proxy,,,,
2024-11-08,0.5179,0.1229,0,0.3964,price_proxy,,,,
2024-11-11,0.3924,0.1265,0,0.6189,price_proxy,,,,
2024-11-12,0.3069,0.1282,0,1.0641,price_proxy,,,,
2024-11-13,0.1595,0.1535,0,1.4015,price_proxy,,,,
2024-11-14,0.0811,0.1564,0,1.0211,price_proxy,,,,
2024-11-15,0.1191,0.1711,0,0.6306,price_proxy,,,,
2024-11-18,0.2555,0.1771,0,0.6395,price_proxy,,,,
2024-11-19,0.4762,0.196,0,2.8157,price_proxy,,,,
2024-11-20,0.7151,0.1971,0,1.5079,price_proxy,,,,
2024-11-21,0.7226,0.2009,0,0.5897,price_proxy,,,,
2024-11-22,0.5643,0.198,0,0.734,price_proxy,,,,
2024-11-25,0.5563,0.1961,0,0.5579,price_proxy,,,,
2024-11-26,0.4441,0.195,0,0.5408,price_proxy,,,,
2024-11-27,0.5713,0.2161,0,1.9859,price_proxy,,,,
2024-11-28,0.7621,0.221,0,1.2446,price_proxy,,,,
2024-11-29,0.8486,0.2132,0,0.8666,price_proxy,,,,
2024-12-02,0.7287,0.216,0,0.6332,price_proxy,,,,
2024-12-03,0.6397,0.217,0,0.4726,price_proxy,,,,
2024-12-04,0.4237,0.2185,0,1.0778,price_proxy,,,,
2024-12-05,0.3069,0.2196,0,0.3395,price_proxy,,,,
2024-12-06,0.2305,0.2196,0,0.7268,price_proxy,,,,
2024-12-09,0.1173,0.2337,0,0.843,price_proxy,,,,
2024-12-10,0.3191,0.2574,0,0.6632,price_proxy,,,,
2024-12-11,0.4362,0.2365,0,0.215,price_proxy,,,,
2024-12-12,0.5263,0.2285,0,0.5533,price_proxy,,,,
2024-12-13,0.7294,0.2325,0,2.0156,price_proxy,,,,
2024-12-16,0.9663,0.2321,0,0.4046,price_proxy,,,,
2024-12-17,0.8113,0.2205,0,0.8818,price_proxy,,,,
2024-12-18,0.7075,0.2214,0,0.3977,price_proxy,,,,
2024-12-19,0.6929,0.2136,0,0.5893,price_proxy,,,,
2024-12-20,0.47,0.2176,0,0.7483,price_proxy,,,,
2024-12-23,0.5017,0.2174,0,0.3926,price_proxy,,,,
2024-12-24,0.4434,0.217,0,0.3686,price_proxy,,,,
2024-12-26,0.457,0.2015,0,0.4809,price_proxy,,,,
2024-12-27,0.3334,0.2035,0,0.9024,price_proxy,,,,
2024-12-30,0.5173,0.2112,0,0.4458,price_proxy,,,,
2025-01-02,0.6665,0.2295,0,1.3054,price_proxy,,,,
2025-01-03,0.6658,0.2276,0,1.0803,price_proxy,,,,
2025-01-06,0.768,0.2263,0,1.0592,price_proxy,,,,
2025-01-07,0.9138,0.2232,0,1.7514,price_proxy,,,,
2025-01-08,0.7984,0.2179,0,0.8697,price_proxy,,,,
2025-01-09,0.6359,0.1807,0,0.9466,price_proxy,,,,
2025-01-10,0.6327,0.1568,0,0.9957,price_proxy,,,,
2025-01-13,0.4769,0.164,0,0.6867,price_proxy,,,,
2025-01-14,0.4369,0.1647,0,0.4346,price_proxy,,,,
2025-01-15,0.4007,0.155,0,0.4755,price_proxy,,,,
2025-01-16,0.5524,0.1821,0,2.9766,price_proxy,,,,
2025-01-17,0.5078,0.1834,0,1.51,price_proxy,,,,
2025-01-20,0.5677,0.1826,0,0.3738,price_proxy,,,,
2025-01-21,0.5534,0.1839,0,0.5525,price_proxy,,,,
2025-01-22,0.6708,0.178,0,1.2077,price_proxy,,,,
2025-01-23,0.4361,0.1812,0,0.4536,price_proxy,,,,
2025-01-24,0.7962,0.242,0,5.2084,price_proxy,,,,
2025-01-31,0.9039,0.2417,0,8.3046,price_proxy,,,,
2025-02-03,0.8348,0.24,0,2.4968,price_proxy,,,,
2025-02-04,0.81,0.2375,0,2.3587,price_proxy,,,,
2025-02-05,0.916,0.2227,0,1.2943,price_proxy,,,,
2025-02-06,0.5497,0.2245,0,1.2212,price_proxy,,,,
2025-02-07,0.4411,0.2245,0,0.8403,price_proxy,,,,
2025-02-10,0.5056,0.2257,0,0.5405,price_proxy,,,,
2025-02-11,0.4596,0.2256,0,1.7408,price_proxy,,,,
2025-02-12,0.3217,0.234,0,1.1265,price_proxy,,,,
2025-02-13,0.2897,0.2376,0,0.7566,price_proxy,,,,
2025-02-14,0.2891,0.2345,0,0.5664,price_proxy,,,,
2025-02-17,0.4718,0.2501,0,0.8042,price_proxy,,,,
2025-02-18,0.5255,0.2491,0,0.6801,price_proxy,,,,
2025-02-19,0.6433,0.2313,0,0.7325,price_proxy,,,,
2025-02-20,0.6669,0.2314,0,0.3746,price_proxy,,,,
2025-02-21,0.8253,0.2359,0,1.4605,price_proxy,,,,
2025-02-24,0.5433,0.2413,0,0.5599,price_proxy,,,,
2025-02-25,0.4328,0.2417,0,0.4831,price_proxy,,,,
2025-02-26,0.4415,0.2394,0,0.2665,price_proxy,,,,
2025-02-27,0.4247,0.1727,0,0.4065,price_proxy,,,,
2025-02-28,0.2985,0.1672,0,0.3812,price_proxy,,,,
2025-03-04,0.4377,0.165,0,0.4604,price_proxy,,,,
2025-03-05,0.6725,0.191,0,5.4618,price_proxy,,,,
2025-03-06,0.6408,0.1901,0,1.9126,price_proxy,,,,
2025-03-07,0.6316,0.1933,0,0.9874,price_proxy,,,,
2025-03-10,0.6759,0.1924,0,0.3841,price_proxy,,,,
2025-03-11,0.4694,0.2054,0,0.7548,price_proxy,,,,
2025-03-12,0.3624,0.2087,0,0.3302,price_proxy,,,,
2025-03-13,0.3632,0.201,0,0.4577,price_proxy,,,,
2025-03-14,0.4404,0.1969,0,0.4659,price_proxy,,,,
2025-03-17,0.4697,0.1962,0,0.347,price_proxy,,,,
2025-03-18,0.7341,0.1832,0,3.2579,price_proxy,,,,
2025-03-19,0.6018,0.1838,0,1.1868,price_proxy,,,,
2025-03-20,0.6006,0.184,0,0.5836,price_proxy,,,,
2025-03-21,0.589,0.182,0,0.3628,price_proxy,,,,
2025-03-24,0.4465,0.1797,0,0.5499,price_proxy,,,,
2025-03-25,0.3552,0.1741,0,0.3928,price_proxy,,,,
2025-03-26,0.4211,0.172,0,0.2833,price_proxy,,,,
2025-03-27,0.3097,0.1849,0,0.8556,price_proxy,,,,
2025-03-28,0.3214,0.1821,0,0.3138,price_proxy,,,,
2025-03-31,0.3456,0.1854,0,0.1686,price_proxy,,,,
2025-04-01,0.3628,0.1832,0,0.1262,price_proxy,,,,
2025-04-02,0.3068,0.1502,0,0.1911,price_proxy,,,,
2025-04-03,0.4468,0.1513,0,0.1753,price_proxy,,,,
2025-04-04,0.396,0.1488,0,0.2689,price_proxy,,,,
2025-04-07,0.336,0.1609,0,0.4715,price_proxy,,,,
2025-04-08,0.239,0.1509,0,0.4973,price_proxy,,,,
2025-04-09,0.3224,0.1479,0,0.2139,price_proxy,,,,
2025-04-10,0.4454,0.174,0,0.3372,price_proxy,,,,
2025-04-11,0.5605,0.1793,0,0.3955,price_proxy,,,,
2025-04-14,0.8578,0.1934,0,0.489,price_proxy,,,,
2025-04-15,0.8727,0.1839,0,0.424,price_proxy,,,,
2025-04-16,0.7415,0.1848,0,5.8892,price_proxy,,,,
2025-04-17,0.5869,0.185,0,0.3645,price_proxy,,,,
2025-04-18,0.5569,0.1872,0,0.4422,price_proxy,,,,
2025-04-21,0.3918,0.1813,0,0.5037,price_proxy,,,,
2025-04-22,0.4286,0.1811,0,0.4738,price_proxy,,,,
2025-04-23,0.4986,0.1808,0,0.3276,price_proxy,,,,
