year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q2,500444000000.0,0.0,500444000000.0,,,,,0.0,0.0
2025,Q3,222796000000.0,0.0,-277648000000.0,,,,-1.5548033346388408,-0.7071067811865477,-1.0
2025,Q4,1915104000000.0,1188076000000.0,1692308000000.0,,,,-7.095156457096755,1.0622317817271032,0.0
2026,Q1,1375040000000.0,0.0,1375040000000.0,,,,-0.187476511367907,0.6208416864636829,1.0
