날짜,시가,고가,저가,종가,거래량,Open,High,Low,Close,Volume
2021-05-27,10932.90868326823,12358.94025065104,10371.138671875,10371.138671875,11609074.0,,,,,
2021-05-28,10630.417179528062,11235.40027104592,10500.777945631378,10587.2041015625,4033208.0,,,,,
2021-05-31,10457.564854452054,10500.777932363011,9463.6640625,9463.6640625,4843811.0,,,,,
2021-06-01,9506.8779296875,9766.156418678978,9420.45176669034,9506.8779296875,1879288.0,,,,,
2021-06-02,9247.5986328125,9377.237865982768,9161.172477365655,9247.5986328125,2426922.0,,,,,
2021-06-03,9204.385704627402,9247.598783052885,8901.894155649037,8988.3203125,2709800.0,,,,,
2021-06-04,9031.533203125,9204.385513232655,8945.107048071171,9031.533203125,1737593.0,,,,,
2021-06-07,9117.959988064236,9636.51695421007,9074.746907552084,9334.025390625,2714980.0,,,,,
2021-06-08,9334.024828767124,9593.303296232876,9204.385595034246,9463.6640625,1362497.0,,,,,
2021-06-09,9506.876401345293,9809.36792320628,9463.663326793723,9636.515625,1664087.0,,,,,
2021-06-10,9636.51695421007,9636.51695421007,9334.025390625,9334.025390625,1671893.0,,,,,
2021-06-11,9334.024788259348,9420.450943706192,9204.385555089077,9247.5986328125,1040819.0,,,,,
2021-06-14,9334.025014334862,9506.877329415138,9334.025014334862,9420.451171875,849624.0,,,,,
2021-06-15,9506.877609779094,10068.64765035695,9463.664529734644,10025.4345703125,2152388.0,,,,,
2021-06-16,10025.433779761905,10198.286086309525,9895.79454985119,9982.220703125,1455907.0,,,,,
2021-06-17,9982.222045898438,9982.222045898438,9679.73046875,9679.73046875,1476215.0,,,,,
2021-06-18,9679.729305555556,9852.581614583332,9593.303151041666,9722.9423828125,862716.0,,,,,
2021-06-21,9679.73046875,9809.36971609933,9593.304303850446,9679.73046875,637311.0,,,,,
2021-06-22,9722.943169247788,9809.369330752214,9679.730088495577,9766.15625,603776.0,,,,,
2021-06-23,9809.368537326389,9982.220846354166,9679.729305555556,9722.9423828125,996411.0,,,,,
2021-06-24,9722.9423828125,9722.9423828125,9593.303151041666,9722.9423828125,879902.0,,,,,
2021-06-25,9766.156633649554,9766.156633649554,9636.517386300224,9679.73046875,953657.0,,,,,
2021-06-28,9679.730088495577,9895.795492256637,9636.517007743363,9766.15625,1020862.0,,,,,
2021-06-29,9766.156633649554,9852.582798549109,9679.73046875,9679.73046875,682771.0,,,,,
2021-06-30,9722.9423828125,9766.155460069444,9679.729305555556,9722.9423828125,808334.0,,,,,
2021-07-01,9722.943551199776,9722.943551199776,9593.304303850446,9679.73046875,641594.0,,,,,
2021-07-02,9679.729072398191,9679.729072398191,9506.876767533937,9550.08984375,978065.0,,,,,
2021-07-05,9550.08984375,9636.515996182126,9506.876767533937,9550.08984375,596052.0,,,,,
2021-07-06,9550.090631158502,9636.516790716498,9550.090631158502,9593.3037109375,520432.0,,,,,
2021-07-07,9550.09101118608,9593.30409268466,9463.66484818892,9506.8779296875,866260.0,,,,,
2021-07-08,9506.87752016129,9550.090599798386,9334.025201612903,9377.23828125,700361.0,,,,,
2021-07-09,9290.81189939114,9334.024977992958,9161.17266358568,9204.3857421875,892855.0,,,,,
2021-07-12,9247.59904233871,9506.87752016129,9247.59904233871,9377.23828125,459872.0,,,,,
2021-07-13,9463.6640625,9463.6640625,9290.811750856165,9463.6640625,596120.0,,,,,
2021-07-14,9463.66463216146,9463.66463216146,9334.025390625,9334.025390625,375921.0,,,,,
2021-07-15,9463.66425064507,9463.66425064507,9334.025014334862,9420.451171875,315084.0,,,,,
2021-07-16,9377.238093104932,9420.451171875,9334.025014334862,9420.451171875,304341.0,,,,,
2021-07-19,9334.025581395348,9377.238662790696,9290.8125,9290.8125,306961.0,,,,,
2021-07-20,9161.172477365655,9334.024788259348,9161.172477365655,9247.5986328125,555567.0,,,,,
2021-07-21,9290.8125,9334.025581395348,9204.386337209302,9290.8125,289309.0,,,,,
2021-07-22,9290.8125,9334.025581395348,9204.386337209302,9290.8125,413771.0,,,,,
2021-07-23,9290.8125,9377.238662790696,9247.59941860465,9290.8125,353043.0,,,,,
2021-07-26,9290.81189939114,9334.024977992958,9161.17266358568,9204.3857421875,360350.0,,,,,
2021-07-27,9161.172477365655,9290.811710535923,9161.172477365655,9247.5986328125,283252.0,,,,,
2021-07-28,9204.386314174108,9247.59939546131,9074.7470703125,9074.7470703125,699652.0,,,,,
2021-07-29,9117.9599609375,9161.17304132109,9031.53380017032,9117.9599609375,338793.0,,,,,
2021-07-30,9117.959358178829,9117.959358178829,8988.320125598086,9031.533203125,514075.0,,,,,
2021-08-02,9031.533989025298,9074.7470703125,8988.320907738096,9074.7470703125,249848.0,,,,,
2021-08-03,9031.53339092548,9074.74646935096,8901.894155649037,8988.3203125,444969.0,,,,,
2021-08-04,8988.32071978673,9204.38612170468,8945.107639403139,9117.9599609375,347279.0,,,,,
2021-08-05,9117.959584983862,9334.024977992958,9074.746506382042,9204.3857421875,336483.0,,,,,
2021-08-06,9204.385555089077,9247.5986328125,9117.959399642232,9247.5986328125,209008.0,,,,,
2021-08-09,9247.599010539505,9247.599010539505,9117.959772073998,9161.1728515625,267766.0,,,,,
2021-08-10,9161.17304132109,9161.17304132109,9031.53380017032,9117.9599609375,272542.0,,,,,
2021-08-11,9074.746280651914,9117.959358178829,8988.320125598086,9031.533203125,295417.0,,,,,
2021-08-12,9031.533203125,9117.959358178829,8988.320125598086,9031.533203125,341715.0,,,,,
