ppe_net,prev_ppe_net,accounts_receivable,prev_accounts_receivable,current_assets,prev_current_assets,inventory,cash,total_assets,retained_earnings,total_equity,long_term_debt,current_liabilities,prev_current_liabilities,short_term_debt,total_liabilities,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,depreciation,interest_expense,capex,roe,debt_ratio,opm,year
,,,,,,,101606293486,2257997919856,76188029121.0,1344904441600,,,,,913093478256,1117220559284,0,,,,,,,,76680272181,193241820102,64189623333,,-17037509367,,,,2017
,,,,,,,184619097635,2351350662439,182144351783.0,1444542180065,,,,,906808482374,1926947888826,1073283218616,,,,,,,,143026319852,400594003581,114993761500,,-114902103315,,,,2018
,,,,,,,164965286576,2452307263966,305762313665.0,1667543278468,,,,,784763985498,2023296057252,1926947888826,,,,,,,,220467907564,347826332867,119223066859,,-187462728143,,,,2019
,,,,,,,367425437800,2665406433687,488999368295.0,1897508265928,,,,,767898167759,2229819933633,2023296057252,,,,,,,,274562274378,460996136975,125174624441,,-163179778943,,,,2020
,,,,,,,550409184001,3120428660902,656956021380.0,2292550472319,,,,,827878188583,2355499705531,2229819933633,,,,,,,,263661820679,404732644670,134464790914,,-226682941701,,,,2021
,,,,,,,609723063482,3371683914220,962982145619.0,2639228832700,,,,,732455081520,2873246771346,2355499705531,,,,,,,,398308074971,546192637197,144312379549,,-292147727567,,,,2022
,,,,,,,365849669841,3521385127842,1227905259917.0,2955476949348,,,,,3521385127842,2912358051475,2873246771346,,,,,492391149504.0,466654503027.0,,384981955249,436961973545,3610948,,-540527781403,,,,2023
,,,,,,,451277283648,4308449797008,1504356610183.0,3574045867619,,,,,4308449797008,3104338576129,2912358051475,,,,,,,,533229552422,651588436551,624651239,,-504868104266,,,,2024
,,,,,,,311390944459,4598663246300,1532972298314.0,3912207101349,,,,,4598663246300,3332442536373,3104338576129,,,,,,,,390597563174,537328134910,594667114,,-564219870386,,,,2025
