year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,376122012796,327588745357,2229819933633,2023296057252,376122012796,2229819933633,0.1021,0.1482,0.0,0.2286,1.0
2021,Q4,372909907402,376122012796,656956021380,2229819933633,372909907402,656956021380,-0.7054,-0.0085,0.0,-0.0168,-1.0
2022,Q4,466654503027,372909907402,962982145619,656956021380,466654503027,962982145619,0.4658,0.2514,0.0,0.3346,1.0
2023,Q4,492391149504,466654503027,-7133927687,962982145619,492391149504,-7133927687,-1.0074,0.0552,0.0,0.0993,1.0
2024,Q1,125135086468.0,0,196755831.0,0.0,125135086468.0,196755831.0,0,125135086468.0,0.0,0.0,0.0
2024,Q2,121709967091.0,0,215680071.0,0.0,121709967091.0,215680071.0,0,121709967091.0,0.0,0.0,0.0
2024,Q3,137067139651.0,0,226176104.0,0.0,137067139651.0,226176104.0,0,137067139651.0,0.0,0.0,0.0
2024,Q4,543587778241,492391149504,1504356610183,-7133927687,543587778241,1504356610183,211.8735,0.104,0.0,0.1722,1.0
2025,Q1,131375562707.0,0,15948479498.0,0.0,131375562707.0,15948479498.0,0,131375562707.0,0.0,0.0,0.0
2025,Q2,121451009117.0,0,16858305458.0,0.0,121451009117.0,16858305458.0,0,121451009117.0,0.0,0.0,0.0
2025,Q3,137871938192.0,0,9726432491.0,0.0,137871938192.0,9726432491.0,0,137871938192.0,0.0,0.0,0.0
2025,Q4,558258027192,543587778241,1532972298314,1504356610183,558258027192,1532972298314,0.019,0.027,0.0,0.0512,1.0
