total_assets,current_assets,prev_current_assets,cash,inventory,short_term_investments,ppe_net,prev_ppe_net,total_equity,retained_earnings,total_liabilities,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,operating_income,prev_operating_income,revenue,prev_revenue,sga_expense,prev_sga,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,income_tax,net_income,capex,cash_from_operations,roe,debt_ratio,opm,year
1538053375300,1123261921784,901913231625,215303777515,35906453321,12899489681,353759758460,353082922480,1092384070191,460805628252,1538053375300,410566446544,832103622335,0,0,294102888541,158060123106,43389333149,181323532189,27764935970,22164883998,906260293098,895087189134,321867824511,180225007104,63699521702,248774797154,-325919053976,161974080833,,,,2025
