current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
,,3064191000000,3482272000000,,,,,,50889260000000,,,,,24309836000000,23465759000000,26579424000000,52712906000000,49521447000000,,,,,,,2461480000000,2354273000000,,2754640000000,3275882000000,-2312301000000,,,,2016
,,1561738000000,5298287000000,,,,,,52294438000000,,,,,25433261000000,24074322000000,26861177000000,53535680000000,52712906000000,,,,,,,662226000000,2461480000000,,968018000000,2594190000000,-4794566000000,,,,2017
,,2292659000000,4668305000000,,,,,,51786605000000,,,,,24543141000000,24711681000000,27243464000000,54169813000000,53535680000000,,,,,,,1157475000000,662226000000,,1155943000000,4470764000000,-1155444000000,,,,2018
,,4268716000000,3061687000000,,,,,,55344798000000,,,,,26366660000000,26056216000000,28978138000000,58145959000000,54169813000000,,,,,,,2009680000000,1157475000000,,1826659000000,3610658000000,-1104190000000,,,,2019
,,10160697000000,2912700000000,,,,,,60490443000000,,,,,30598771000000,27173417000000,29891672000000,59168096000000,58145959000000,,,,,,,2066457000000,2009680000000,,1487585000000,5423896000000,-2864853000000,,,,2020
,,11533710000000,4532697000000,,,,,,66849997000000,,,,,31937441000000,31682932000000,34912556000000,69862366000000,59168096000000,,,,,,,5065685000000,2066457000000,,4760311000000,7359670000000,-4423910000000,,,,2021
,,11553972000000,2054064000000,,,,,,73710965000000,,,,,34367884000000,36320754000000,39343081000000,86559029000000,69862366000000,,,,,,,7233120000000,5065685000000,,5408976000000,9333186000000,-5671268000000,,,,2022
,,14353142000000,2295794000000,,,,,,80627826000000,,,,,34069591000000,43270759000000,46558235000000,99808420000000,86559029000000,,,,,,,11607873000000,7233120000000,,8777817000000,11296526000000,-3106766000000,,,,2023
,,13566568000000,5285078000000,,,,,,92755874000000,,,,,36915565000000,50241096000000,55840309000000,107448752000000,99808420000000,,,,,,,12667139000000,11607873000000,,9775005000000,12564368000000,-10152822000000,,,,2024
,,13998106000000,7661873000000,,,,,,98979055000000,,,,,37788591000000,54519590000000,61190464000000,114140919000000,107448752000000,,,,,,,9078148000000,12667139000000,,7554174000000,9054140000000,-4959892000000,,,,2025
