year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,98055318016,107543717917,1355337386745,1365679369330,98055318016,1355337386745,-0.0076,-0.0882,0.0,-0.15,-1.0
2021,Q4,182627158402,98055318016,1511373580813,1355337386745,182627158402,1511373580813,0.1151,0.8625,0.0,0.633,1.0
2022,Q4,207334242877,182627158402,1697338482580,1511373580813,207334242877,1697338482580,0.123,0.1353,0.0,0.213,1.0
2023,Q4,195606282852,207334242877,1813841462124,1697338482580,195606282852,1813841462124,0.0686,-0.0566,0.0,-0.1016,-1.0
2024,Q1,48479489107.0,0,29709750273.0,0.0,48479489107.0,29709750273.0,0,48479489107.0,0.0,0.0,0.0
2024,Q2,68681195289.0,0,-26501522841.0,0.0,68681195289.0,-26501522841.0,0,68681195289.0,0.0,0.0,0.0
2024,Q3,101708215149.0,0,-8299622988.0,0.0,101708215149.0,-8299622988.0,0,101708215149.0,0.0,0.0,0.0
2024,Q4,281913080239,195606282852,5215919274,1813841462124,281913080239,5215919274,-0.9971,0.4412,0.0,0.4688,1.0
2025,Q1,61138955570.0,0,481434644144.0,0.0,61138955570.0,481434644144.0,0,61138955570.0,0.0,0.0,0.0
2025,Q2,85334437965.0,0,528428497429.0,0.0,85334437965.0,528428497429.0,0,85334437965.0,0.0,0.0,0.0
2025,Q3,80540470641.0,0,542175246375.0,0.0,80540470641.0,542175246375.0,0,80540470641.0,0.0,0.0,0.0
2025,Q4,261793894978,281913080239,2068370455244,5215919274,261793894978,2068370455244,395.5496,-0.0714,0.0,-0.1249,-1.0
