year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,3232157201634,2720693911174,CFS,BS
2025,연간,자본총계,1767325630187,1502495759151,CFS,BS
2025,연간,자본과부채총계,3232157201634,2720693911174,CFS,BS
2025,연간,부채총계,1464831571447,1218198152023,CFS,BS
2025,연간,영업이익(손실),261793894978,281913080239,CFS,CIS
2025,연간,당기순이익(손실),227906759004,68860695957,CFS,CIS
2024,연간,자산총계,2720693911174,2359277174097,CFS,BS
2024,연간,자본총계,1502495759151,1436798777412,CFS,BS
2024,연간,자본과부채총계,2720693911174,2359277174097,CFS,BS
2024,연간,부채총계,1218198152023,922478396685,CFS,BS
2024,연간,영업이익(손실),281913080239,195606282852,CFS,CIS
2024,연간,당기순이익(손실),68860695957,191438974294,CFS,CIS
2023,연간,자산총계,2359277174097,2158905107252,CFS,BS
2023,연간,자본총계,1436798777412,1279495801608,CFS,BS
2023,연간,자본과부채총계,2359277174097,2158905107252,CFS,BS
2023,연간,부채총계,922478396685,879409305644,CFS,BS
2023,연간,영업이익(손실),195606282852,207334242877,CFS,CIS
2023,연간,당기순이익(손실),191438974294,120268044179,CFS,CIS
2023,연간,당기순이익,191438974294,120268044179,CFS,CF
2022,연간,자산총계,2158905107252,1929216825812,CFS,BS
2022,연간,부채총계,879409305644,776674438964,CFS,BS
2022,연간,자본총계,1279495801608,1152542386848,CFS,BS
2022,연간,자본과부채총계,2158905107252,1929216825812,CFS,BS
2022,연간,영업이익(손실),207334242877,182454302437,CFS,CIS
2022,연간,당기순이익(손실),120268044179,99784450437,CFS,CIS
2022,연간,당기순이익,120268044179,99784450437,CFS,CF
2025,3분기,자산총계,3096483761153,2720693911174,CFS,BS
2025,3분기,자본총계,1628557700591,1502495759151,CFS,BS
2025,3분기,자본과부채총계,3096483761153,2720693911174,CFS,BS
2025,3분기,부채총계,1467926060562,1218198152023,CFS,BS
2025,3분기,영업이익(손실),80540470641,0,CFS,CIS
2024,3분기,자산총계,2653797901748,2359277174097,CFS,BS
2024,3분기,자본총계,1543950942568,1436798777412,CFS,BS
2024,3분기,자본과부채총계,2653797901748,2359277174097,CFS,BS
2024,3분기,부채총계,1109846959180,922478396685,CFS,BS
2024,3분기,영업이익(손실),101708215149,0,CFS,CIS
2024,3분기,당기순이익(손실),58007313298,0,CFS,CIS
2024,3분기,당기순이익,101408029422,0,CFS,CF
2023,3분기,자산총계,2287891084886,2158905107252,CFS,BS
2023,3분기,자본총계,1395585700304,1279495801608,CFS,BS
2023,3분기,자본과부채총계,2287891084886,2158905107252,CFS,BS
2023,3분기,부채총계,892305384582,879409305644,CFS,BS
2023,3분기,영업이익(손실),65565959551,0,CFS,CIS
2023,3분기,당기순이익(손실),46816078558,0,CFS,CIS
2023,3분기,당기순이익,144969560333,0,CFS,CF
2022,3분기,자산총계,2112670204653,1933709055097,CFS,BS
2022,3분기,부채총계,826589252875,776674438964,CFS,BS
2022,3분기,자본총계,1286080951778,1157034616133,CFS,BS
2022,3분기,자본과부채총계,2112670204653,1933709055097,CFS,BS
2022,3분기,영업이익(손실),58473773670,0,CFS,CIS
2022,3분기,당기순이익(손실),49513324914,0,CFS,CIS
2022,3분기,당기순이익,119154063841,0,CFS,CF
2025,반기,자산총계,2893721804736,2720693911174,CFS,BS
2025,반기,자본총계,1561839324087,1502495759151,CFS,BS
2025,반기,자본과부채총계,2893721804736,2720693911174,CFS,BS
2025,반기,부채총계,1331882480649,1218198152023,CFS,BS
2025,반기,영업이익(손실),85334437965,0,CFS,CIS
2024,반기,자산총계,2549541298083,2359277174097,CFS,BS
2024,반기,자본총계,1471347499651,1436798777412,CFS,BS
2024,반기,자본과부채총계,2549541298083,2359277174097,CFS,BS
2024,반기,부채총계,1078193798432,922478396685,CFS,BS
2024,반기,영업이익(손실),68681195289,0,CFS,CIS
2024,반기,당기순이익(손실),18423195700,0,CFS,CIS
2024,반기,당기순이익,43400716124,0,CFS,CF
2023,반기,자산총계,2237404079559,2158905107252,CFS,BS
2023,반기,부채총계,868652354571,879409305644,CFS,BS
2023,반기,자본총계,1368751724988,1279495801608,CFS,BS
2023,반기,자본과부채총계,2237404079559,2158905107252,CFS,BS
2023,반기,영업이익(손실),68194895218,0,CFS,CIS
2023,반기,당기순이익(손실),53517829043,0,CFS,CIS
2023,반기,당기순이익,98153481775,0,CFS,CF
2022,반기,자산총계,2039119718669,1933709055097,CFS,BS
2022,반기,부채총계,809128759842,776674438964,CFS,BS
2022,반기,자본총계,1229990958827,1157034616133,CFS,BS
2022,반기,자본과부채총계,2039119718669,1933709055097,CFS,BS
2022,반기,영업이익(손실),59292327205,0,CFS,CIS
2022,반기,당기순이익(손실),40130831703,0,CFS,CIS
2022,반기,당기순이익,69640738927,0,CFS,CF
2026,1분기,자산총계,3407710417636,3232157201634,CFS,BS
2026,1분기,자본총계,1853064064665,1767325630187,CFS,BS
2026,1분기,자본과부채총계,3407710417636,3232157201634,CFS,BS
2026,1분기,부채총계,1554646352971,1464831571447,CFS,BS
2026,1분기,영업이익(손실),47780885256,0,CFS,CIS
2025,1분기,자산총계,2757991646791,2720693911174,CFS,BS
2025,1분기,자본총계,1516086233853,1502495759151,CFS,BS
2025,1분기,자본과부채총계,2757991646791,2720693911174,CFS,BS
2025,1분기,부채총계,1241905412938,1218198152023,CFS,BS
2025,1분기,영업이익(손실),61138955570,0,CFS,CIS
2024,1분기,자산총계,2466585915537,2359277174097,CFS,BS
2024,1분기,자본총계,1494982177118,1436798777412,CFS,BS
2024,1분기,자본과부채총계,2466585915537,2359277174097,CFS,BS
2024,1분기,부채총계,971603738419,922478396685,CFS,BS
2024,1분기,영업이익(손실),48479489107,0,CFS,CIS
2024,1분기,당기순이익(손실),24977520424,0,CFS,CIS
2024,1분기,당기순이익,24977520424,0,CFS,CF
2023,1분기,자산총계,2193088637651,2158905107252,CFS,BS
2023,1분기,부채총계,877887407232,879409305644,CFS,BS
2023,1분기,자본총계,1315201230419,1279495801608,CFS,BS
2023,1분기,자본과부채총계,2193088637651,2158905107252,CFS,BS
2023,1분기,영업이익(손실),47592229156,0,CFS,CIS
2023,1분기,당기순이익(손실),44635652732,0,CFS,CIS
2023,1분기,당기순이익,44635652732,0,CFS,CF
2022,1분기,자산총계,1981204292451,1933709055097,CFS,BS
2022,1분기,부채총계,797324466166,776674438964,CFS,BS
2022,1분기,자본총계,1183879826285,1157034616133,CFS,BS
2022,1분기,자본과부채총계,1981204292451,1933709055097,CFS,BS
2022,1분기,영업이익(손실),47113649283,0,CFS,CIS
2022,1분기,당기순이익(손실),29509907224,0,CFS,CIS
2022,1분기,당기순이익,29509907224,0,CFS,CF
