year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,75727689500,25286667254,411665264149,273402502535,75727689500,411665264149,0.5057,1.9948,0.0,0.7996,1.0
2021,Q4,32732355547,75727689500,367827134273,411665264149,32732355547,367827134273,-0.1065,-0.5678,0.0,-0.5317,-1.0
2022,Q4,24798059067,32732355547,369270866021,367827134273,24798059067,369270866021,0.0039,-0.2424,0.0,-0.3265,-1.0
2023,Q4,16465724514,24798059067,594417384371,369270866021,16465724514,594417384371,0.6097,-0.336,0.0,-0.4019,-1.0
2024,Q1,12977019110.0,0,182749950234.0,0.0,12977019110.0,182749950234.0,0,12977019110.0,0.0,0.0,0.0
2024,Q2,31825720479.0,0,194212273280.0,0.0,31825720479.0,194212273280.0,0,31825720479.0,0.0,0.0,0.0
2024,Q3,34099652563.0,0,170620835065.0,0.0,34099652563.0,170620835065.0,0,34099652563.0,0.0,0.0,0.0
2024,Q4,45446301892,16465724514,741740847191,594417384371,45446301892,741740847191,0.2478,1.7601,0.0,0.7788,1.0
2025,Q1,21855861863.0,0,224561929478.0,0.0,21855861863.0,224561929478.0,0,21855861863.0,0.0,0.0,0.0
2025,Q2,29357841394.0,0,231273164942.0,0.0,29357841394.0,231273164942.0,0,29357841394.0,0.0,0.0,0.0
2025,Q3,15662458811.0,0,221132122841.0,0.0,15662458811.0,221132122841.0,0,15662458811.0,0.0,0.0,0.0
2025,Q4,130950531954,45446301892,908810220281,741740847191,130950531954,908810220281,0.2252,1.8814,0.0,0.79,1.0
