year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,6183410426053,5933196336149,CFS,BS
2025,연간,자본총계,5155936347634,4878744091875,CFS,BS
2025,연간,자본과부채총계,6183410426053,5933196336149,CFS,BS
2025,연간,부채총계,1027474078419,1054452244274,CFS,BS
2025,연간,영업이익(손실),487728621983,506240029274,CFS,CIS
2025,연간,매출총이익,1226667672824,1236063347488,CFS,CIS
2025,연간,당기순이익(손실),337777860270,479528618409,CFS,CIS
2025,연간,수익(매출액),3393126199452,3195245858433,CFS,CIS
2024,연간,자산총계,5933196336149,5138300057884,CFS,BS
2024,연간,자본총계,4878744091875,4319813022573,CFS,BS
2024,연간,자본과부채총계,5933196336149,5138300057884,CFS,BS
2024,연간,부채총계,1054452244274,818487035311,CFS,BS
2024,연간,영업이익(손실),506240029274,405463095002,CFS,CIS
2024,연간,매출총이익,1236063347488,1116543077584,CFS,CIS
2024,연간,당기순이익(손실),479528618409,290412989562,CFS,CIS
2024,연간,수익(매출액),3195245858433,2953806265859,CFS,CIS
2023,연간,자산총계,5138300057884,5102168431194,CFS,BS
2023,연간,자본총계,4319813022573,4124954123258,CFS,BS
2023,연간,자본과부채총계,5138300057884,5102168431194,CFS,BS
2023,연간,부채총계,818487035311,977214307936,CFS,BS
2023,연간,영업이익(손실),405463095002,399824809538,CFS,CIS
2023,연간,매출총이익,1116543077584,1106644563417,CFS,CIS
2023,연간,당기순이익(손실),290412989562,323574721674,CFS,CIS
2023,연간,영업수익(매출액),2953806265859,2934623360638,CFS,CIS
2022,연간,자산총계,5102168431194,4961788340261,CFS,BS
2022,연간,자본총계,4124954123258,3870846883349,CFS,BS
2022,연간,부채총계,977214307936,1090941456912,CFS,BS
2022,연간,자본과부채총계,5102168431194,4961788340261,CFS,BS
2022,연간,수익(매출액),2934623360638,2415059149467,CFS,CIS
2022,연간,매출총이익,1106644563417,969094987289,CFS,CIS
2022,연간,영업이익(손실),399824809538,315697398867,CFS,CIS
2022,연간,당기순이익(손실),323574721674,225328340769,CFS,CIS
2025,3분기,자산총계,5937212254672,5933196336149,CFS,BS
2025,3분기,자본총계,4978738183837,4878744091875,CFS,BS
2025,3분기,자본과부채총계,5937212254672,5933196336149,CFS,BS
2025,3분기,부채총계,958474070835,1054452244274,CFS,BS
2025,3분기,영업이익(손실),122861578204,0,CFS,CIS
2025,3분기,매출총이익,305347486335,0,CFS,CIS
2025,3분기,당기순이익(손실),89772456545,0,CFS,CIS
2025,3분기,수익(매출액),845588881155,0,CFS,CIS
