date,order_imbalance,imbalance_volatility,opening_imbalance,closing_imbalance,bid_depth_ratio,spread_pct,n_snapshots
2026-05-04,0.4051044350849352,0.2071482441554348,0.5444193301027118,-0.4952038369297134,0.0965072077049844,0.2346851853691746,37
2026-05-05,-0.1500806885421536,5.627685845386881e-17,-0.1500806885421536,-0.1500806885421536,0.0144994246259902,0.2217294900220745,37
2026-05-06,0.5235290463894502,0.3631435413018887,0.0,-0.0716181632912897,0.1812465917986862,0.2388643458968968,32
2026-05-07,-0.1409806971566931,0.4176778732626644,0.2776480515812501,0.4413131505235663,0.1603559897174167,0.226862050690407,34
2026-05-08,0.1281333720484865,0.4710241732944369,0.7163570680595308,0.0435735794859847,0.1275500074693605,0.281056829319932,31
2026-05-11,0.1604395837834326,0.5159149894369125,0.7274123811551081,0.6589103621615738,0.0751503339811833,0.2473915537572155,28
2026-05-12,-0.0070261901420005,0.3061437735815021,0.082220407792926,0.2283644867124921,0.0667910215595842,0.2853415160144816,24
2026-05-13,0.3358617531373813,0.329905330508346,0.6527296383923795,-0.2081948512036181,0.1301091590332451,0.2807084325968716,27
2026-05-14,-0.1284959099820903,0.5803041836283419,0.5806587429756138,-0.7190126751157851,0.1306932761380129,0.2379312863440336,31
2026-05-15,0.1083570342007166,0.4660006888387547,0.6594348461540642,0.4823334664891283,0.1671857792550919,0.246484313281844,23
2026-05-18,0.5851826153631566,0.2511611865856296,0.3530430711386697,0.0,0.1113430063154961,0.2858617515344187,27
2026-05-19,0.4959490205574798,0.5052906977198867,0.4888090940496264,0.9114797333443913,0.0858075481212871,0.3119180577456851,24
2026-05-20,0.4222437841254035,0.3132036803374858,0.6690720253754873,0.7819251789398507,0.1405213102035832,0.2874691929491801,29
2026-05-21,-0.0336823885522377,0.3437493102376658,-0.0822481553661765,0.401448964442894,0.1328973403329759,0.270728305643683,29
2026-05-22,-0.1809444044409937,0.5280964484142717,-0.6604756190383787,0.0,0.15719645245868,0.3194667569268798,21
2026-05-25,-0.4056573789592057,0.0,-0.4056573789592057,-0.4056573789592057,0.12192513368940489,0.2272727272726239,41
