date,order_imbalance,imbalance_volatility,opening_imbalance,closing_imbalance,bid_depth_ratio,spread_pct,n_snapshots
2026-05-04,0.358405988284084,0.3334090205485687,0.168731837288945,0.7078690040568281,0.2054288932088896,0.0987833529519795,38
2026-05-05,0.7375858473263321,0.0,0.7375858473263321,0.7375858473263321,0.2720801258172866,0.0505561172901895,34
2026-05-06,0.415069492806834,0.4218056513887649,0.2620932277918599,-0.9442255228828608,0.17692564195235,0.0507682082733845,26
2026-05-07,-0.1951169342704066,0.2536071594877548,-0.5994068286154868,-0.098328590933408,0.1518979597719943,0.2469185864575518,30
2026-05-08,0.2981109119113026,0.4556652219388339,0.4175848258298413,0.8879369931516979,0.17498512717303,0.0710613685696918,31
2026-05-11,0.5180721653676156,0.3280799158667837,0.0045551859114326,0.5421097705924167,0.1385939579032729,0.0592983128934684,28
2026-05-12,-0.0787284318095625,0.4036244677182377,-0.0063532934835694,0.1665299701213337,0.2662387092867039,0.069159451979713,30
2026-05-13,0.2472439949257825,0.4048267377240095,0.5219546539855612,0.1372979449869986,0.1608955058252244,0.0642421206651869,27
2026-05-14,-0.2888646907305691,0.3179323167363188,-0.4814466885839293,0.1569272976678231,0.1806422549705275,0.0537580085662432,27
2026-05-15,0.0722923755205023,0.4569039100361351,0.4184174904254563,0.2517190127076408,0.1498271124719337,0.0629037820309881,25
2026-05-18,0.0257240782512145,0.4039283422818992,0.1412079846001356,0.6136926217955998,0.1408438492122256,0.0665050553574346,28
2026-05-19,0.0537207182202433,0.4172419757471087,-0.1097471587142561,-0.0569748139235052,0.1554114470023375,0.0635901158335271,25
2026-05-20,0.3934213596543161,0.4049852068710444,0.2123231376250489,0.125328305869928,0.0912190595405547,0.0727350866756648,33
2026-05-21,0.1664451460495843,0.3872993747592697,0.1629991487132496,-0.2227986156528544,0.1424105198549231,0.0565966911811907,32
2026-05-22,0.1090517241908368,0.5052762747657152,-0.4864800458262352,0.0,0.2126414727196426,0.0752417019537949,26
2026-05-25,-0.4337041387408044,0.0,-0.43370413874080443,-0.4337041387408044,0.042459736456704505,0.0503271263210845,39
