close,high,low,open,volume
11455.0,11620.0,11440.0,11595.0,0
11570.0,11570.0,11440.0,11455.0,294
11600.0,11615.0,11550.0,11572.0,468
11625.0,11625.0,11545.0,11600.0,3870
11645.0,11665.0,11595.0,11625.0,624
11615.0,11650.0,11590.0,11635.0,1231
11610.0,11630.0,11575.0,11610.0,725
11600.0,11615.0,11580.0,11615.0,580
11615.0,11620.0,11605.0,11605.0,122
11610.0,11610.0,11565.0,11610.0,464
11635.0,11645.0,11595.0,11610.0,2255
11555.0,11630.0,11555.0,11610.0,638
11550.0,11580.0,11545.0,11550.0,1058
11510.0,11555.0,11510.0,11550.0,303
11500.0,11500.0,11500.0,11500.0,977
11470.0,11500.0,11455.0,11465.0,2161
11525.0,11560.0,11470.0,11470.0,321
11555.0,11555.0,11520.0,11540.0,39
11555.0,11575.0,11535.0,11565.0,94
11500.0,11545.0,11500.0,11545.0,25
11540.0,11555.0,11535.0,11555.0,22
11445.0,11560.0,11445.0,11540.0,90
11480.0,11490.0,11475.0,11475.0,261
11490.0,11500.0,11480.0,11480.0,719
11450.0,11490.0,11440.0,11490.0,160
11375.0,11440.0,11355.0,11440.0,2320
11310.0,11360.0,11310.0,11360.0,1457
11335.0,11335.0,11310.0,11330.0,749
11380.0,11387.0,11340.0,11340.0,0
11360.0,11380.0,11360.0,11380.0,28
11390.0,11395.0,11375.0,11395.0,16
11390.0,11390.0,11345.0,11345.0,46
11480.0,11515.0,11410.0,11410.0,130
11535.0,11535.0,11475.0,11515.0,42
11500.0,11505.0,11500.0,11505.0,0
11465.0,11485.0,11440.0,11480.0,58
11445.0,11465.0,11445.0,11465.0,11
11460.0,11495.0,11445.0,11445.0,112
11475.0,11490.0,11470.0,11470.0,39
11460.0,11485.0,11460.0,11485.0,59
11490.0,11495.0,11435.0,11435.0,513
11470.0,11475.0,11470.0,11475.0,3
11440.0,11475.0,11440.0,11475.0,56
11515.0,11515.0,11455.0,11470.0,147
11510.0,11520.0,11485.0,11515.0,4
11525.0,11525.0,11485.0,11485.0,300
11542.0,11545.0,11525.0,11525.0,83
11560.0,11560.0,11540.0,11540.0,40
11490.0,11560.0,11490.0,11560.0,848
11490.0,11490.0,11490.0,11490.0,3
11490.0,11490.0,11490.0,11490.0,206
11460.0,11465.0,11450.0,11465.0,116
11470.0,11470.0,11460.0,11460.0,1749
11465.0,11470.0,11465.0,11470.0,0
11485.0,11485.0,11465.0,11465.0,14
11440.0,11460.0,11440.0,11460.0,1134
11460.0,11475.0,11435.0,11435.0,0
11430.0,11460.0,11430.0,11460.0,87
11440.0,11455.0,11435.0,11455.0,0
11425.0,11450.0,11425.0,11450.0,411
11385.0,11415.0,11385.0,11410.0,421
11480.0,11480.0,11405.0,11405.0,475
11415.0,11470.0,11415.0,11470.0,1171
11420.0,11425.0,11420.0,11425.0,1055
11435.0,11435.0,11405.0,11415.0,519
11425.0,11445.0,11425.0,11445.0,10
11425.0,11425.0,11425.0,11425.0,391
11410.0,11420.0,11410.0,11420.0,0
11410.0,11445.0,11405.0,11405.0,1151
11390.0,11425.0,11385.0,11400.0,996
11455.0,11455.0,11430.0,11430.0,638
11465.0,11465.0,11455.0,11455.0,483
