current_assets,prev_current_assets,cash,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,short_term_debt,roe,debt_ratio,opm,year,long_term_debt,short_term_investments
358736567454,177419641949,64899714262,116831630282.0,92864005358.0,121684549679,94997347565,84626544364,481150927535,157517853904,34633532588,163296786652,156018738286,317854140883,446103343108,347623352086,380974234017,304027917981,65129109091,43595434105,43069258004,29321720233,22059851087,14273713872,16250809916,23547402252,16265542358,-62519491339,51762919471,,,,2019,,
311596009597,358736567454,112115607989,,,109965090083,99604496646,94997347565,458242117629,108258398325,157517853904,129498228264,162386121566,328743889365,394396712556,446103343108,341476118898,380974234017,52920593658,65129109091,44139938314,43069258004,8780655344,22059851087,-11906780315,6223748043,-9669457093,13265336723,73840108748,,,,2020,17000000000.0,
445279417567,311596009597,128290979469,,,186225623922,114247242766,99604496646,605558888690,255777451702,108258398325,285239400322,153873774461,320319488368,593163581874,394396712556,517265307907,341476118898,75898273967,52920593658,66403476776,44139938314,9494797191,8780655344,-6398006122,-6655574104,36486270987,-33691736395,221713650017,,,,2021,11000000000.0,
490181755892,445279417567,68760683482,,,273182424443,119449827794,114247242766,652825960031,237448773015,255777451702,271292811162,214991899819,381533148869,984812413122,593163581874,799543147309,517265307907,185269265813,75898273967,95103388066,66403476776,90165877747,9494797191,74943036078,60610132499,-34582635530,-10619022853,58674222105,,,,2022,2000000000.0,0.0
361109469820,490181755892,104929856978,,,168208074370,94813335886,119449827794,502056913859,105253368902,237448773015,130500000767,204974034915,371556913092,546119805992,984812413122,482948998047,799543147309,63170807945,185269265813,45627948213,95103388066,17542859732,90165877747,-574167704,-2863877616,75783714561,-9628704337,33570378321,,,,2023,2000000000.0,0.0
318190545438,361109469820,140390287712,,,83409572169,87540897757,94813335886,453774373436,70005020112,105253368902,84090604074,205185843480,369683769362,422371216357,546119805992,374969838325,482948998047,47401378032,63170807945,43898652781,45627948213,3502725251,17542859732,-2666539177,114228449,83448719253,-13801409961,10000000000,,,,2024,8332000000.0,
386078140813,318190545438,36512084038,,,95367940093,97902800041,87540897757,530430417283,95540370200,70005020112,112646200697,247060483666,417784216586,492659873672,422371216357,386416045463,374969838325,106243828209,47401378032,65020937754,43898652781,41222890455,3502725251,2202031853,41676678809,17722056369,-124031994765,0,,,,2025,6392000000.0,
