year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,74022307000000,66506137000000,CFS,BS
2025,연간,자본총계,10935289000000,9391213000000,CFS,BS
2025,연간,자본과부채총계,74022307000000,66506137000000,CFS,BS
2025,연간,부채총계,63087018000000,57114924000000,CFS,BS
2025,연간,당기순이익(손실),1790581000000,1853217000000,CFS,CIS
2025,연간,영업이익(손실),2383950000000,2424926000000,CFS,CIS
2024,연간,자산총계,66506135383633,60040428590956,CFS,BS
2024,연간,자본총계,9391221934664,10303747263209,CFS,BS
2024,연간,자본과부채총계,66506135383633,60040428590956,CFS,BS
2024,연간,부채총계,57114913448969,49736681327747,CFS,BS
2024,연간,당기순이익(손실),1853216681744,1742379224712,CFS,CIS
2024,연간,영업이익(손실),2424925603957,2234997557489,CFS,CIS
2023,연간,자산총계,60040428590956,57635178300728,CFS,BS
2023,연간,자본총계,10303747263209,12124266534256,CFS,BS
2023,연간,자본과부채총계,60040428590956,57635178300728,CFS,BS
2023,연간,부채총계,49736681327747,45510911766472,CFS,BS
2023,연간,당기순이익(손실),1742379224712,2039482230002,CFS,CIS
2023,연간,영업이익(손실),2234997557489,2726046963754,CFS,CIS
2025,3분기,자산총계,72110333000000,66506136000000,CFS,BS
2025,3분기,자본총계,10101539000000,9391222000000,CFS,BS
2025,3분기,자본과부채총계,72110333000000,66506136000000,CFS,BS
2025,3분기,부채총계,62008794000000,57114914000000,CFS,BS
2025,3분기,당기순이익(손실),328107000000,0,CFS,CIS
2025,3분기,영업이익(손실),441307000000,0,CFS,CIS
2024,3분기,자산총계,63489073261909,60040428590956,CFS,BS
2024,3분기,자본총계,9883320298393,10303747263209,CFS,BS
2024,3분기,자본과부채총계,63489073261909,60040428590956,CFS,BS
2024,3분기,부채총계,53605752963516,49736681327747,CFS,BS
2023,3분기,자산총계,55414139701271,57635178300728,CFS,BS
2023,3분기,자본총계,10301904246879,12124266534256,CFS,BS
2023,3분기,자본과부채총계,55414139701271,57635178300728,CFS,BS
2023,3분기,부채총계,45112235454392,45510911766472,CFS,BS
2023,3분기,당기순이익,412622113008,0,CFS,CIS
2023,3분기,영업이익,535502085921,0,CFS,CIS
2025,반기,자산총계,69866870000000,66506136000000,CFS,BS
2025,반기,자본총계,8996998000000,9391222000000,CFS,BS
2025,반기,자본과부채총계,69866870000000,66506136000000,CFS,BS
2025,반기,부채총계,60869872000000,57114914000000,CFS,BS
2025,반기,당기순이익(손실),652305000000,0,CFS,CIS
2025,반기,영업이익(손실),798484000000,0,CFS,CIS
2024,반기,자산총계,61877372225958,60040428590956,CFS,BS
2024,반기,자본총계,9805247188862,10303747263209,CFS,BS
2024,반기,자본과부채총계,61877372225958,60040428590956,CFS,BS
2024,반기,부채총계,52072125037096,49736681327747,CFS,BS
2024,반기,영업이익(손실),786798560307,0,CFS,CIS
2026,1분기,자산총계,74628825000000,74022307000000,CFS,BS
2026,1분기,자본총계,11637146000000,10935289000000,CFS,BS
2026,1분기,자본과부채총계,74628825000000,74022307000000,CFS,BS
2026,1분기,부채총계,62991679000000,63087018000000,CFS,BS
2026,1분기,당기순이익(손실),239580000000,0,CFS,CIS
2026,1분기,영업이익(손실),413033000000,0,CFS,CIS
2025,1분기,자산총계,69704676511408,66506135383633,CFS,BS
2025,1분기,자본총계,8150855299520,9391221934664,CFS,BS
2025,1분기,자본과부채총계,69704676511408,66506135383633,CFS,BS
2025,1분기,부채총계,61553821211888,57114913448969,CFS,BS
2025,1분기,영업이익,619784265768,0,CFS,CIS
2024,1분기,자산총계,60461738446391,60040428590956,CFS,BS
2024,1분기,자본총계,9925878365421,10303747263209,CFS,BS
2024,1분기,자본과부채총계,60461738446391,60040428590956,CFS,BS
2024,1분기,부채총계,50535860080970,49736681327747,CFS,BS
2024,1분기,영업이익(손실),759199378971,0,CFS,CIS
