날짜,시가,고가,저가,종가,거래량
2016-05-24,17900.0,18950.0,17550.0,18200.0,401358
2016-05-25,18300.0,18350.0,17600.0,17600.0,174337
2016-05-26,17600.0,17850.0,17150.0,17300.0,160501
2016-05-27,17150.0,17500.0,17150.0,17400.0,98193
2016-05-30,17700.0,17700.0,17050.0,17300.0,87637
2016-05-31,17300.0,17500.0,17100.0,17500.0,161498
2016-06-01,17500.0,17650.0,17200.0,17450.0,127679
2016-06-02,17450.0,17750.0,17350.0,17500.0,165424
2016-06-03,17550.0,17650.0,17150.0,17300.0,127427
2016-06-07,17500.0,17800.0,17300.0,17700.0,138485
2016-06-08,17750.0,17800.0,17300.0,17600.0,153568
2016-06-09,17600.0,18250.0,17600.0,18100.0,315115
2016-06-10,18150.0,18250.0,17900.0,18050.0,135383
2016-06-13,18000.0,18100.0,17650.0,17800.0,142223
2016-06-14,17700.0,17800.0,17150.0,17300.0,165452
2016-06-15,17700.0,20650.0,17500.0,19300.0,3087309
2016-06-16,19700.0,20100.0,18350.0,18600.0,939065
2016-06-17,18600.0,19400.0,18300.0,19050.0,558287
2016-06-20,19250.0,19450.0,18850.0,19050.0,314533
2016-06-21,19000.0,19050.0,18350.0,18800.0,331985
2016-06-22,19000.0,20050.0,18900.0,19000.0,785544
2016-06-23,19200.0,19750.0,18500.0,19200.0,541259
2016-06-24,19550.0,20100.0,17800.0,18900.0,1216922
2016-06-27,18250.0,19000.0,18100.0,18850.0,376250
2016-06-28,18500.0,19750.0,18400.0,19700.0,596490
2016-06-29,20200.0,20850.0,19800.0,20300.0,1062743
2016-06-30,20400.0,21150.0,19850.0,21150.0,708454
2016-07-01,21550.0,21600.0,20900.0,21100.0,608328
2016-07-04,21200.0,21750.0,21100.0,21350.0,452245
2016-07-05,21150.0,22300.0,20500.0,21200.0,778457
2016-07-06,20800.0,21400.0,20650.0,20750.0,279014
2016-07-07,20750.0,21500.0,20750.0,21100.0,273042
2016-07-08,21100.0,21150.0,20100.0,20400.0,351726
2016-07-11,20350.0,20550.0,20000.0,20500.0,167430
2016-07-12,20500.0,20600.0,20100.0,20400.0,233015
2016-07-13,20500.0,21000.0,19250.0,19800.0,493359
2016-07-14,20000.0,20350.0,19400.0,19700.0,348216
2016-07-15,19800.0,20500.0,19300.0,20000.0,347719
2016-07-18,20050.0,20250.0,19750.0,19950.0,202889
2016-07-19,20000.0,20100.0,19300.0,19350.0,238367
2016-07-20,19450.0,19600.0,19100.0,19200.0,186906
2016-07-21,19300.0,19750.0,19200.0,19450.0,214811
2016-07-22,19350.0,19500.0,19100.0,19350.0,136611
2016-07-25,19450.0,19450.0,19150.0,19200.0,126533
2016-07-26,19250.0,19250.0,18900.0,18900.0,166481
2016-07-27,19050.0,19150.0,18350.0,18400.0,252199
2016-07-28,18300.0,18750.0,18150.0,18750.0,198601
2016-07-29,18550.0,18750.0,18150.0,18250.0,175458
2016-08-01,18200.0,18400.0,18000.0,18050.0,113777
2016-08-02,18050.0,18150.0,17750.0,17800.0,175871
2016-08-03,17800.0,17900.0,17450.0,17650.0,134900
