date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2016-06-24,0.4874,0.1379,0,1.4151,price_proxy,,,,
2016-06-27,0.303,0.1428,0,1.3795,price_proxy,,,,
2016-06-28,0.3452,0.1467,0,0.7698,price_proxy,,,,
2016-06-29,0.3941,0.1505,0,0.5103,price_proxy,,,,
2016-06-30,0.494,0.1538,0,1.037,price_proxy,,,,
2016-07-01,0.5759,0.1538,0,0.4257,price_proxy,,,,
2016-07-04,0.6589,0.1501,0,0.4945,price_proxy,,,,
2016-07-05,0.6097,0.1456,0,0.2711,price_proxy,,,,
2016-07-06,0.4627,0.1487,0,0.5814,price_proxy,,,,
2016-07-07,0.4273,0.1475,0,0.4514,price_proxy,,,,
2016-07-08,0.4146,0.1417,0,0.6495,price_proxy,,,,
2016-07-11,0.4448,0.123,0,0.5763,price_proxy,,,,
2016-07-12,0.4205,0.1234,0,1.0613,price_proxy,,,,
2016-07-13,0.5316,0.1253,0,1.7782,price_proxy,,,,
2016-07-14,0.4686,0.126,0,1.3317,price_proxy,,,,
2016-07-15,0.7038,0.1682,0,5.3838,price_proxy,,,,
2016-07-18,0.683,0.1593,0,1.9453,price_proxy,,,,
2016-07-19,0.672,0.1602,0,1.0415,price_proxy,,,,
2016-07-20,0.581,0.1614,0,1.3687,price_proxy,,,,
2016-07-21,0.647,0.1588,0,1.4198,price_proxy,,,,
2016-07-22,0.4191,0.1509,0,1.164,price_proxy,,,,
2016-07-25,0.448,0.1418,0,0.9283,price_proxy,,,,
2016-07-26,0.4765,0.14,0,1.0075,price_proxy,,,,
2016-07-27,0.5419,0.1351,0,0.6184,price_proxy,,,,
2016-07-28,0.5714,0.1343,0,1.1119,price_proxy,,,,
2016-07-29,0.6265,0.1344,0,0.9286,price_proxy,,,,
2016-08-01,0.6662,0.1376,0,2.0224,price_proxy,,,,
2016-08-02,0.7018,0.1379,0,1.5883,price_proxy,,,,
2016-08-03,0.6114,0.1366,0,1.0003,price_proxy,,,,
2016-08-04,0.4828,0.146,0,1.0703,price_proxy,,,,
2016-08-05,0.4547,0.1449,0,0.5127,price_proxy,,,,
2016-08-08,0.4123,0.145,0,0.3471,price_proxy,,,,
2016-08-09,0.4137,0.1445,0,0.5276,price_proxy,,,,
2016-08-10,0.5111,0.1442,0,1.2239,price_proxy,,,,
2016-08-11,0.7319,0.1518,0,4.0191,price_proxy,,,,
2016-08-12,0.8362,0.1173,0,2.9322,price_proxy,,,,
2016-08-16,0.798,0.1178,0,0.9546,price_proxy,,,,
2016-08-17,0.5451,0.1592,0,2.8001,price_proxy,,,,
2016-08-18,0.5276,0.157,0,1.2065,price_proxy,,,,
2016-08-19,0.4013,0.1573,0,0.8739,price_proxy,,,,
2016-08-22,0.3362,0.1563,0,0.883,price_proxy,,,,
2016-08-23,0.1858,0.1839,0,2.3338,price_proxy,,,,
2016-08-24,0.4449,0.1896,0,1.059,price_proxy,,,,
2016-08-25,0.3856,0.1908,0,0.6511,price_proxy,,,,
2016-08-26,0.4563,0.1931,0,1.5331,price_proxy,,,,
2016-08-29,0.4405,0.1926,0,0.6145,price_proxy,,,,
2016-08-30,0.7485,0.1991,0,3.2006,price_proxy,,,,
2016-08-31,0.653,0.1986,0,1.7499,price_proxy,,,,
2016-09-01,0.8121,0.2022,0,1.59,price_proxy,,,,
2016-09-02,0.8017,0.1963,0,1.0846,price_proxy,,,,
2016-09-05,0.734,0.1999,0,0.861,price_proxy,,,,
2016-09-06,0.5684,0.2021,0,1.2689,price_proxy,,,,
2016-09-07,0.5211,0.2041,0,0.3588,price_proxy,,,,
2016-09-08,0.42,0.2035,0,0.5376,price_proxy,,,,
2016-09-09,0.2864,0.1974,0,1.097,price_proxy,,,,
2016-09-12,0.2855,0.1915,0,0.4521,price_proxy,,,,
2016-09-13,0.3117,0.1915,0,0.5518,price_proxy,,,,
2016-09-19,0.3646,0.1635,0,0.3559,price_proxy,,,,
2016-09-20,0.3542,0.1631,0,0.2442,price_proxy,,,,
2016-09-21,0.4674,0.1641,0,0.4371,price_proxy,,,,
2016-09-22,0.6341,0.174,0,0.8711,price_proxy,,,,
2016-09-23,0.6404,0.1435,0,0.3782,price_proxy,,,,
2016-09-26,0.6341,0.1371,0,0.334,price_proxy,,,,
2016-09-27,0.7022,0.1362,0,0.6241,price_proxy,,,,
2016-09-28,0.6657,0.1326,0,0.5648,price_proxy,,,,
2016-09-29,0.5366,0.1333,0,0.5434,price_proxy,,,,
2016-09-30,0.4633,0.1262,0,0.6,price_proxy,,,,
2016-10-04,0.3901,0.1313,0,0.7444,price_proxy,,,,
2016-10-05,0.3418,0.1163,0,0.499,price_proxy,,,,
2016-10-06,0.2857,0.1125,0,1.2411,price_proxy,,,,
2016-10-07,0.3149,0.1117,0,0.623,price_proxy,,,,
2016-10-10,0.3824,0.1107,0,0.5122,price_proxy,,,,
2016-10-11,0.4058,0.1106,0,0.7661,price_proxy,,,,
