close,high,low,open,volume
109325.0,109325.0,109325.0,109325.0,0
109325.0,109325.0,109325.0,109325.0,0
109325.0,109325.0,109325.0,109325.0,221
109330.0,109330.0,109330.0,109330.0,15
109330.0,109330.0,109330.0,109330.0,0
109325.0,109325.0,109325.0,109325.0,162
109325.0,109330.0,109325.0,109330.0,254
109325.0,109325.0,109325.0,109325.0,0
109327.0,109330.0,109327.0,109330.0,5
109327.0,109327.0,109327.0,109327.0,1
109330.0,109330.0,109330.0,109330.0,9
109330.0,109330.0,109330.0,109330.0,0
109330.0,109330.0,109330.0,109330.0,7
109325.0,109330.0,109325.0,109325.0,396
109330.0,109335.0,109330.0,109330.0,3745
109330.0,109330.0,109330.0,109330.0,0
109325.0,109325.0,109325.0,109325.0,180
109325.0,109325.0,109325.0,109325.0,3
109330.0,109330.0,109330.0,109330.0,9
109325.0,109325.0,109325.0,109325.0,2
109330.0,109330.0,109330.0,109330.0,9
109330.0,109330.0,109325.0,109325.0,24
109325.0,109330.0,109325.0,109330.0,2
109327.0,109330.0,109325.0,109330.0,33
109330.0,109335.0,109330.0,109330.0,948
109325.0,109325.0,109325.0,109325.0,25
109325.0,109325.0,109325.0,109325.0,7
109325.0,109325.0,109325.0,109325.0,3
109330.0,109330.0,109330.0,109330.0,10
109325.0,109325.0,109325.0,109325.0,9
109325.0,109325.0,109325.0,109325.0,0
109325.0,109330.0,109325.0,109330.0,985
109320.0,109325.0,109320.0,109325.0,1873
109330.0,109330.0,109330.0,109330.0,0
109330.0,109330.0,109330.0,109330.0,258
109327.0,109327.0,109327.0,109327.0,1
109325.0,109330.0,109325.0,109325.0,1047
109325.0,109325.0,109325.0,109325.0,87
109325.0,109325.0,109325.0,109325.0,75
109325.0,109330.0,109325.0,109325.0,145
109325.0,109330.0,109325.0,109325.0,87
109325.0,109325.0,109325.0,109325.0,71
