year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q3,40632797000.0,0.0,40632797000.0,,,,,0.0,0.0
2025,Q4,190443426000.0,113926120000.0,149810629000.0,,,,2.6869386323565174,0.7071067811865475,1.0
2026,Q1,95907271000.0,0.0,95907271000.0,,,,-0.3598099704928146,0.00837215110333542,2.0
