date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-13,0.0,0,0.0
2026-02-19,0.0,0,0.0
2026-02-20,0.708,0,0.354
2026-02-23,0.76,0,0.38
2026-02-24,0.0,0,0.0
2026-02-25,0.0,1,0.5
2026-02-26,0.654,1,0.827
2026-02-27,0.0,0,0.0
2026-03-03,0.571,0,0.286
2026-03-04,0.856,0,0.428
2026-03-05,0.0,0,0.0
2026-03-06,0.0,1,0.5
2026-03-09,0.468,0,0.234
2026-03-10,0.0,1,0.5
2026-03-11,0.0,0,0.0
2026-03-12,0.631,1,0.816
2026-03-13,0.583,0,0.292
2026-03-16,0.688,0,0.344
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.608,0,0.304
2026-03-20,0.0,0,0.0
2026-03-23,0.678,0,0.339
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.76,0,0.38
2026-03-27,1.81,0,0.905
2026-03-30,0.934,0,0.467
2026-03-31,0.982,0,0.491
2026-04-01,0.0,0,0.0
2026-04-02,0.0,1,0.5
2026-04-03,0.0,0,0.0
2026-04-06,0.491,0,0.246
2026-04-07,0.476,0,0.238
2026-04-08,0.0,0,0.0
2026-04-09,0.0,1,0.5
2026-04-10,0.0,0,0.0
2026-04-13,0.0,0,0.0
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.937,0,0.468
2026-04-21,0.797,0,0.398
2026-04-22,0.0,0,0.0
2026-04-23,0.5,0,0.25
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.896,0,0.448
2026-05-04,0.0,0,0.0
2026-05-06,0.0,0,0.0
2026-05-07,0.519,0,0.26
2026-05-08,0.0,0,0.0
2026-05-11,0.0,1,0.5
2026-05-12,0.0,0,0.0
2026-05-13,0.0,0,0.0
2026-05-14,0.0,0,0.0
2026-05-15,0.797,0,0.398
2026-05-18,0.348,0,0.174
2026-05-19,0.523,0,0.262
