date,close,volume,inst_net_buy,foreign_net_buy,source
1970-01-01 00:00:00.020260102,40350.0,28709.0,0,0,krx_daily
2026-07-21 00:00:00.000000000,40350.0,28709.0,0,0,krx_daily
