year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,560746176000.0,0.0,560746176000.0,,,,,0.0,0.0
2025,Q2,864517384000.0,0.0,303771208000.0,,,,-0.45827324197392294,-0.7071067811865475,-1.0
2025,Q3,856429531000.0,0.0,-8087853000.0,,,,-1.0266248175831068,-1.0305639989424822,-2.0
2025,Q4,3089320181000.0,1731878825000.0,2232890650000.0,,,,-277.0795293880836,1.4589555438541078,-1.0
2026,Q1,638892160000.0,0.0,638892160000.0,,,0.13936070782941906,-0.7138721683482351,-0.1535354079677025,-1.0
