date,name,position,change_dir,shares_before,shares_after,change_amount
2024-04-15,원국희,,,0,0,0
2024-04-15,원종석,,,0,0,0
2024-04-15,황성엽,,,0,0,0
2024-04-16,이시복,,,0,0,0
2024-07-16,황성엽,,,0,0,0
2024-07-16,홍성혜,,,0,0,0
2024-08-02,원종석,,,0,0,0
2024-08-14,원종석,,,0,0,0
2024-11-05,조성환,,,0,0,0
2024-12-18,원종석,,,0,0,0
2024-12-18,황성엽,,,0,0,0
2025-03-20,원종석,,,0,0,0
2025-03-20,황성엽,,,0,0,0
2025-03-26,김동준,,,0,0,0
2025-04-01,원종석,,,0,0,0
2025-04-01,황성엽,,,0,0,0
2025-04-10,원종석,,,0,0,0
2025-04-10,황성엽,,,0,0,0
2025-04-29,박은실,,,0,0,0
2025-11-19,조신,,,0,0,0
2026-04-07,원종석,,,0,0,0
2024-08-02,원종석,,,0,0,0
2024-08-14,원종석,,,0,0,0
2024-11-05,조성환,,,0,0,0
2024-12-18,원종석,,,0,0,0
2024-12-18,황성엽,,,0,0,0
2025-03-20,원종석,,,0,0,0
2025-03-20,황성엽,,,0,0,0
2025-03-26,김동준,,,0,0,0
2025-04-01,원종석,,,0,0,0
2025-04-01,황성엽,,,0,0,0
2025-04-10,원종석,,,0,0,0
2025-04-10,황성엽,,,0,0,0
2025-04-29,박은실,,,0,0,0
2025-11-19,조신,,,0,0,0
2026-04-07,원종석,,,0,0,0
2026-06-01,원종석,,,0,0,0
2026-06-10,원종석,,,0,0,0
2026-06-22,원종석,,,0,0,0
2026-07-02,원종석,,,0,0,0
