date,name,position,change_dir,shares_before,shares_after,change_amount
2024-05-07,전상길,,,0,0,0
2024-05-07,한정화,,,0,0,0
2024-05-28,전상길,,,0,0,0
2024-06-26,채승기,,,0,0,0
2024-06-27,한정화,,,0,0,0
2024-07-08,한정화,,,0,0,0
2024-07-08,전상길,,,0,0,0
2024-08-02,조상준,,,0,0,0
2024-08-14,전상길,,,0,0,0
2024-08-28,한정화,,,0,0,0
2024-10-25,한정화,,,0,0,0
2024-11-18,조상준,,,0,0,0
2025-01-20,한정화,,,0,0,0
2025-04-03,유영국,,,0,0,0
2025-04-10,한정화,,,0,0,0
2026-04-10,조수인,,,0,0,0
2026-05-11,박기준,,,0,0,0
2024-08-02,조상준,,,0,0,0
2024-08-14,전상길,,,0,0,0
2024-08-28,한정화,,,0,0,0
2024-10-25,한정화,,,0,0,0
2024-11-18,조상준,,,0,0,0
2025-01-20,한정화,,,0,0,0
2025-04-03,유영국,,,0,0,0
2025-04-10,한정화,,,0,0,0
2026-04-10,조수인,,,0,0,0
2026-05-11,박기준,,,0,0,0
