date,name,position,change_dir,shares_before,shares_after,change_amount
2024-06-03,국민연금공단,,,0,0,0
2024-07-03,국민연금공단,,,0,0,0
2024-09-26,국민연금공단,,,0,0,0
2024-11-11,문혁수,,,0,0,0
2024-11-11,조지태,,,0,0,0
2025-02-05,홍정하,,,0,0,0
2025-02-05,조지태,,,0,0,0
2025-04-09,문혁수,,,0,0,0
2025-04-09,조지태,,,0,0,0
2025-04-16,오세진,,,0,0,0
2025-04-17,이동훈,,,0,0,0
2025-04-18,조백수,,,0,0,0
2025-12-09,국민연금공단,,,0,0,0
2026-01-05,국민연금공단,,,0,0,0
2026-01-15,국민연금공단,,,0,0,0
2026-03-18,신덕암,,,0,0,0
2026-04-08,김준성,,,0,0,0
2026-04-27,국민연금공단,,,0,0,0
2026-06-29,ROH SUNGWON DAVID,,,0,0,0
2026-06-29,이상석,,,0,0,0
2026-07-03,국민연금공단,,,0,0,0
2026-07-20,명세호,,,0,0,0
2024-09-26,국민연금공단,,,0,0,0
2024-11-11,문혁수,,,0,0,0
2024-11-11,조지태,,,0,0,0
2025-02-05,홍정하,,,0,0,0
2025-02-05,조지태,,,0,0,0
2025-04-09,문혁수,,,0,0,0
2025-04-09,조지태,,,0,0,0
2025-04-16,오세진,,,0,0,0
2025-04-17,이동훈,,,0,0,0
2025-04-18,조백수,,,0,0,0
2025-12-09,국민연금공단,,,0,0,0
2026-01-05,국민연금공단,,,0,0,0
2026-01-15,국민연금공단,,,0,0,0
2026-03-18,신덕암,,,0,0,0
2026-04-08,김준성,,,0,0,0
2026-04-27,국민연금공단,,,0,0,0
2026-06-29,ROH SUNGWON DAVID,,,0,0,0
2026-06-29,이상석,,,0,0,0
2026-07-03,국민연금공단,,,0,0,0
2026-07-20,명세호,,,0,0,0
