year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,2293028000000.0,0.0,2293028000000.0,,,,,0.0,0.0
2025,Q2,2132971000000.0,0.0,-160057000000.0,,,,-1.0698015898628364,-0.7071067811865475,-1.0
2025,Q3,2334990000000.0,0.0,202019000000.0,,,,-2.262169102257321,-0.43521426548709163,-2.0
2025,Q4,8517711000000.0,8045261000000.0,6182721000000.0,,,,29.604651047673734,1.392656901312876,-1.0
2026,Q1,2727566000000.0,0.0,2727566000000.0,,,0.18950400954545693,-0.5588405169827331,0.16725555622652008,1.0
