close,high,low,open,volume
7265.0,7480.0,7235.0,7345.0,0
7250.0,7395.0,7245.0,7275.0,3114640
7165.0,7265.0,7130.0,7245.0,3262826
7200.0,7225.0,7090.0,7165.0,2780190
7440.0,7450.0,7195.0,7200.0,4007844
7395.0,7490.0,7355.0,7440.0,3539425
7530.0,7555.0,7355.0,7400.0,3436549
7505.0,7550.0,7455.0,7525.0,1935424
7665.0,7700.0,7465.0,7510.0,3574606
7725.0,7790.0,7650.0,7660.0,3345321
7520.0,7735.0,7505.0,7725.0,2187752
7640.0,7650.0,7515.0,7525.0,1818472
7685.0,7740.0,7610.0,7640.0,1918892
7790.0,7795.0,7615.0,7685.0,1806324
7830.0,7855.0,7760.0,7795.0,2682002
7880.0,7905.0,7785.0,7825.0,2504998
7870.0,7950.0,7850.0,7880.0,2184620
7825.0,7885.0,7800.0,7870.0,1366725
7785.0,7835.0,7685.0,7825.0,1992672
7770.0,7850.0,7695.0,7780.0,1737594
7840.0,7860.0,7695.0,7775.0,1365428
7800.0,7850.0,7750.0,7845.0,842437
7580.0,7840.0,7580.0,7800.0,1834821
7520.0,7665.0,7480.0,7580.0,2538956
7450.0,7580.0,7410.0,7520.0,1970028
7535.0,7585.0,7425.0,7450.0,1879313
7530.0,7575.0,7500.0,7530.0,891754
7645.0,7655.0,7495.0,7530.0,1635641
7640.0,7715.0,7630.0,7640.0,1282526
7615.0,7675.0,7580.0,7635.0,840642
7480.0,7635.0,7465.0,7610.0,1542578
7450.0,7485.0,7380.0,7480.0,1526681
7310.0,7470.0,7310.0,7455.0,1069584
7250.0,7360.0,7235.0,7310.0,1655986
7180.0,7260.0,7130.0,7260.0,2011135
7185.0,7250.0,7140.0,7180.0,1762730
7140.0,7205.0,7100.0,7185.0,1371701
7165.0,7240.0,7135.0,7135.0,1520626
7115.0,7170.0,7070.0,7170.0,1751577
7095.0,7160.0,7040.0,7120.0,1458049
7215.0,7220.0,7075.0,7100.0,1609792
7320.0,7330.0,7205.0,7215.0,1335717
7385.0,7430.0,7320.0,7330.0,1747459
7385.0,7435.0,7360.0,7385.0,808565
7445.0,7445.0,7325.0,7390.0,909433
7425.0,7490.0,7410.0,7440.0,997444
7435.0,7435.0,7380.0,7425.0,780672
7415.0,7460.0,7410.0,7437.0,565412
7435.0,7455.0,7370.0,7415.0,912565
7395.0,7465.0,7360.0,7435.0,441249
7365.0,7410.0,7355.0,7395.0,375808
7300.0,7420.0,7300.0,7365.0,825933
7215.0,7330.0,7200.0,7305.0,859744
7260.0,7280.0,7185.0,7215.0,722256
7375.0,7410.0,7255.0,7255.0,806786
7355.0,7375.0,7335.0,7365.0,524956
7305.0,7370.0,7295.0,7360.0,409150
7245.0,7325.0,7225.0,7302.0,686707
7320.0,7320.0,7230.0,7250.0,794450
7285.0,7340.0,7275.0,7320.0,663494
7230.0,7340.0,7225.0,7285.0,721000
7225.0,7245.0,7185.0,7235.0,737431
7340.0,7385.0,7220.0,7230.0,1090390
7220.0,7345.0,7205.0,7340.0,844645
7200.0,7245.0,7180.0,7225.0,708627
7215.0,7245.0,7195.0,7195.0,483676
7225.0,7225.0,7100.0,7220.0,1036963
7240.0,7280.0,7215.0,7225.0,766828
7230.0,7255.0,7170.0,7242.0,788449
7305.0,7305.0,7205.0,7230.0,741987
7347.0,7355.0,7275.0,7305.0,859341
7420.0,7430.0,7335.0,7347.0,786567
