date,name,position,change_dir,shares_before,shares_after,change_amount
2024-05-08,최윤형,,,0,0,0
2024-12-03,정회경,,,0,0,0
2024-12-30,김태훈,,,0,0,0
2025-01-15,박종화,,,0,0,0
2025-03-07,박덕근,,,0,0,0
2025-03-07,윤태기,,,0,0,0
2025-03-12,에코프라임마린퍼시픽,,,0,0,0
2025-04-21,에코프라임마린퍼시픽,,,0,0,0
2025-08-06,에코프라임마린퍼시픽,,,0,0,0
2025-08-14,에코프라임마린퍼시픽,,,0,0,0
2025-09-05,에코프라임마린퍼시픽,,,0,0,0
2025-09-24,에코프라임마린퍼시픽,,,0,0,0
2025-10-01,에코프라임마린퍼시픽,,,0,0,0
2025-10-02,에코프라임마린퍼시픽,,,0,0,0
2026-03-19,안평근,,,0,0,0
2024-12-03,정회경,,,0,0,0
2024-12-30,김태훈,,,0,0,0
2025-01-15,박종화,,,0,0,0
2025-03-07,박덕근,,,0,0,0
2025-03-07,윤태기,,,0,0,0
2025-03-12,에코프라임마린퍼시픽,,,0,0,0
2025-04-21,에코프라임마린퍼시픽,,,0,0,0
2025-08-06,에코프라임마린퍼시픽,,,0,0,0
2025-08-14,에코프라임마린퍼시픽,,,0,0,0
2025-09-05,에코프라임마린퍼시픽,,,0,0,0
2025-09-24,에코프라임마린퍼시픽,,,0,0,0
2025-10-01,에코프라임마린퍼시픽,,,0,0,0
2025-10-02,에코프라임마린퍼시픽,,,0,0,0
2026-03-19,안평근,,,0,0,0
