date,kospi_close,kospi_change,volatility,fear_greed,fwd_1d,fwd_5d,fwd_10d,fwd_20d,contrarian_signal,fg_zone
2025-04-01,2521.389892578125,0.016230481995475943,19.41034551582671,47.98206278026906,-0.006159216074421048,-0.07422886585699906,-0.017442752744511236,0.01746260244259723,0.0,neutral
2025-04-02,2505.860107421875,-0.006159216074421048,19.017195312663095,50.672645739910315,-0.007646139620185233,-0.0846656026893211,-0.0233174132938192,0.020252527206003457,0.0,neutral
2025-04-03,2486.699951171875,-0.007646139620185233,18.91118824660577,51.5695067264574,-0.00855753798798553,-0.016745040976295478,-0.0065508663619924246,0.02939240331596138,0.0,neutral
2025-04-04,2465.419921875,-0.00855753798798553,19.03700716064341,50.224215246636774,-0.05565784939336682,-0.013263440796327353,0.007300987487077082,0.04396010837403308,0.0,neutral
2025-04-07,2328.199951171875,-0.05565784939336682,26.844611724160533,26.90582959641256,0.002589996316183951,0.05484492057564849,0.06881710079174264,0.10792888693705005,0.0,fear
2025-04-08,2334.22998046875,0.002589996316183951,26.793782686188106,28.25112107623319,-0.017363340217546153,0.061339256559403976,0.0652934429703318,0.10412000578181835,0.0,fear
2025-04-09,2293.699951171875,-0.017363340217546153,26.23576081020112,29.147982062780258,0.06598949759951966,0.06702270730319704,0.10108563123237424,0.1367354639358509,0.0,fear
2025-04-10,2445.06005859375,0.06598949759951966,36.54898261504793,9.417040358744401,-0.005046946739509672,0.010367783575101486,0.031602503692973016,0.06681220884823769,0.5291479820627799,extreme_fear
2025-04-11,2432.719970703125,-0.005046946739509672,36.56164475670703,8.968609865470853,0.009524286458791664,0.020840849659001792,0.046688513060618275,0.0854393847871342,0.5515695067264573,extreme_fear
2025-04-14,2455.889892578125,0.009524286458791664,36.108709834754166,11.659192825112115,0.008762615781874095,0.013245719767479347,0.037856019166295996,0.06737688662012609,0.41704035874439427,extreme_fear
2025-04-15,2477.409912109375,0.008762615781874095,36.32611304553629,10.762331838565018,-0.012101340324106369,0.0037256573583703823,0.03552500913774481,0.06032921897485588,0.4618834080717491,extreme_fear
2025-04-16,2447.429931640625,-0.012101340324106369,36.33115836866505,10.31390134529147,0.00938943345084664,0.03192333555418725,0.044610133417818165,0.06373624356624896,0.4843049327354265,extreme_fear
2025-04-17,2470.409912109375,0.00938943345084664,36.54364397383683,9.865470852017935,0.005266336449612163,0.021016822253312917,0.03618028186941946,0.05318556085559156,0.5067264573991033,extreme_fear
2025-04-18,2483.419921875,0.005266336449612163,36.61615548515949,8.520179372197305,0.0020133526174763716,0.02531997363766414,0.03639341303378418,0.0572437045373575,0.5739910313901347,extreme_fear
2025-04-21,2488.419921875,0.0020133526174763716,36.65250620598963,7.174887892376674,-0.0007153251270926031,0.02428857967884057,0.03659352579251873,0.04229591600468097,0.6412556053811663,extreme_fear
2025-04-22,2486.639892578125,-0.0007153251270926031,36.63209291607403,8.07174887892377,0.01565170981604136,0.03168131804368213,0.03644682417571943,0.04240670135922664,0.5964125560538115,extreme_fear
2025-04-23,2525.56005859375,0.01565170981604136,36.9034364177582,6.72645739910314,-0.001278916515075279,0.0122943220940126,0.03237698476146322,0.047054847634932395,0.663677130044843,extreme_fear
2025-04-24,2522.330078125,-0.001278916515075279,36.63542086181445,7.623318385650222,0.009503106239348025,0.014851331815123103,0.03413107764785317,0.045549110948845284,0.6188340807174889,extreme_fear
2025-04-25,2546.300048828125,0.009503106239348025,36.223760646152684,11.210762331838566,0.0010054033478608115,0.010799984083830205,0.0370223531098135,0.04863914351830756,0.4394618834080717,extreme_fear
2025-04-28,2548.860107421875,0.0010054033478608115,34.43855275095285,13.901345291479814,0.006496949128320217,0.012013163436359164,0.028444087531085627,0.06739474820766134,0.3049327354260093,extreme_fear
2025-04-29,2565.419921875,0.006496949128320217,34.060221918495444,14.349775784753362,-0.003434063319616709,0.004619164899752226,0.02395326971172329,0.05155101465936296,0.2825112107623319,extreme_fear
2025-04-30,2556.610107421875,-0.003434063319616709,33.99704338664689,14.79820627802691,0.001243807818561704,0.019838758579528548,0.018309328558639315,0.0556830558042376,0.26008968609865446,extreme_fear
2025-05-02,2559.7900390625,0.001243807818561704,33.83563220444534,16.14349775784754,0.005473108947152472,0.018997606081126106,0.016411506070634907,0.08244818739329896,0.19282511210762293,extreme_fear
2025-05-07,2573.800048828125,0.005473108947152472,33.63943174935179,17.040358744394624,0.0022068270778108356,0.02594219374642215,0.020118124296582662,0.09256740829905463,0.14798206278026882,extreme_fear
2025-05-08,2579.47998046875,0.0022068270778108356,25.74639227247038,30.044843049327355,-0.000856746690896304,0.01623587981695218,0.005501086076919792,0.10711075145165183,0.0,fear
2025-05-09,2577.27001953125,-0.000856746690896304,25.8227359816535,29.596412556053806,0.011663527052247824,0.01924520802258467,0.005750297115577618,0.11429926856425299,0.0,fear
2025-05-12,2607.330078125,0.011663527052247824,24.4973034650421,32.28699551569507,0.00041799224392180534,-0.0014996782658265317,0.014217541741169848,0.11494899071353082,0.0,fear
2025-05-13,2608.419921875,0.00041799224392180534,10.381982750578985,97.75784753363229,0.012325525585337838,-0.0025378862472865693,0.01104118573340096,0.11946316803081358,-0.8878923766816144,extreme_greed
2025-05-14,2640.570068359375,0.012325525585337838,10.369929437228132,98.20627802690584,-0.007274929443336187,-0.0056768007840399815,0.011202063652396621,0.09621030393106356,-0.9103139013452918,extreme_greed
2025-05-15,2621.360107421875,-0.007274929443336187,10.910857798249065,96.8609865470852,0.0021019659794259127,-0.010563289442177548,0.03787338674879437,0.12409580956331645,-0.8430493273542602,extreme_greed
2025-05-16,2626.8701171875,0.0021019659794259127,10.722121173646913,97.30941704035874,-0.008927047880695094,-0.01324010238241724,0.026952152763191295,0.12312368606442958,-0.8654708520179369,extreme_greed
2025-05-19,2603.419921875,-0.008927047880695094,10.1762364636283,99.10313901345292,-0.0006222096686224754,0.01574082618190764,0.036701742974798,0.14164830515150229,-0.9551569506726458,extreme_greed
2025-05-20,2601.800048828125,-0.0006222096686224754,9.97588550879451,99.55156950672645,0.009139837362823311,0.013613621804240195,0.06497041889849964,0.1444922493469769,-0.9775784753363226,extreme_greed
2025-05-21,2625.580078125,0.009139837362823311,10.204659383273636,98.65470852017937,-0.012153564279322238,0.016975229432186545,0.07102048505650171,0.1509228429431888,-0.9327354260089684,extreme_greed
2025-05-22,2593.669921875,-0.012153564279322238,11.50672896627839,95.96412556053812,-0.0006091114258798269,0.04895378923596283,0.10105375994288979,0.16224117235547175,-0.7982062780269061,extreme_greed
2025-05-23,2592.090087890625,-0.0006091114258798269,11.50334555219232,96.41255605381166,0.02018055417807396,0.04073154497122178,0.10792835136115442,0.19735031860091934,-0.8206278026905828,extreme_greed
2025-05-26,2644.39990234375,0.02018055417807396,12.295813471418429,95.51569506726457,-0.0027151459332083183,0.020636087722968544,0.09931937166007687,0.17540845363257507,-0.7757847533632287,extreme_greed
2025-05-27,2637.219970703125,-0.0027151459332083183,12.36211531050705,95.06726457399103,0.012486607869818922,0.05066703523857918,0.10723794819373689,0.16772968990246584,-0.7533632286995513,extreme_greed
2025-05-28,2670.14990234375,0.012486607869818922,12.636340421169528,93.72197309417041,0.018909047087602326,0.053143138652935074,0.08406652175097706,0.14448253962216473,-0.6860986547085204,extreme_greed
2025-05-29,2720.639892578125,0.018909047087602326,13.907068738502273,88.34080717488789,-0.008442855949362116,0.049668508986344895,0.08307605139064167,0.12903584173393834,-0.41704035874439427,extreme_greed
2025-05-30,2697.669921875,-0.008442855949362116,14.452353578320459,84.30493273542601,0.0004819154551056748,0.06456689692421191,0.09364753074665844,0.14530316599901383,-0.21524663677130035,extreme_greed
2025-06-02,2698.969970703125,0.0004819154551056748,14.303174806781824,85.20179372197309,0.026628720574011,0.07709239844012394,0.10123120066873015,0.13934578449298107,-0.26008968609865446,extreme_greed
2025-06-04,2770.840087890625,0.026628720574011,16.601879686231335,74.43946188340807,0.014872731601365041,0.05384285511757003,0.07467045942057893,0.1246661375913587,0.0,greed
2025-06-05,2812.050048828125,0.014872731601365041,17.040430485284254,72.64573991031389,0.015547365780827604,0.029362944089058596,0.07460394922555746,0.08613999618168089,0.0,greed
2025-06-09,2855.77001953125,0.015547365780827604,17.45618767486085,67.2645739910314,0.0056307328724038985,0.03182675494052689,0.05557168472478202,0.07132925613012442,0.0,greed
2025-06-10,2871.85009765625,0.0056307328724038985,17.311016345703653,69.95515695067265,0.012253404672816659,0.027316868396403793,0.08071096576769143,0.08464921400807857,0.0,greed
