date,open,high,low,close,volume,change,daily_return,vol_20d,vol_pct,fear_greed,fwd_1d,fwd_5d,fwd_10d,fwd_20d,contrarian_signal,fg_zone
2025-04-15,56300,57100,56200,56600,8998640,0.7117437722419928,0.007117437722419906,43.65142364501441,0.7533632286995515,24.663677130044846,-0.03356890459363959,-0.028268551236749095,-0.014134275618374548,0.0035335689045936647,0.0,fear
2025-04-16,56000,56200,54500,54700,14437025,-3.356890459363958,-0.03356890459363959,44.71829829209483,0.7802690582959642,21.973094170403584,0.007312614259597838,0.018281535648994485,0.014625228519195677,0.02010968921389389,0.0,fear
2025-04-17,54700,55300,54500,55100,10867069,0.7312614259597806,0.007312614259597838,43.29555532531247,0.7354260089686099,26.45739910313901,0.003629764065335772,0.010889292196007316,-0.014519056261342977,0.014519056261343088,0.0,fear
2025-04-18,55300,55600,54900,55300,5848342,0.3629764065335753,0.003629764065335772,42.04702917278957,0.695067264573991,30.49327354260089,0.001808318264014508,0.00723327305605781,-0.012658227848101222,0.00723327305605781,0.0,fear
2025-04-21,55200,56000,55100,55400,5941847,0.18083182640144665,0.001808318264014508,41.762898939186236,0.6816143497757847,31.838565022421534,-0.0072202166064981865,0.0072202166064982976,-0.014440433212996373,-0.012635379061371799,0.0,fear
2025-04-22,54900,55500,54700,55000,9532469,-0.7220216606498195,-0.0072202166064981865,41.687703254853055,0.6771300448430493,32.28699551569507,0.012727272727272698,0.014545454545454639,-0.0036363636363636598,-0.014545454545454528,0.0,fear
2025-04-23,56000,56100,55500,55700,11148692,1.2727272727272727,0.012727272727272698,40.60511458031932,0.6412556053811659,35.87443946188341,0.0,-0.0035906642728904536,0.03411131059245953,-0.01795332136445238,0.0,fear
2025-04-24,55600,55800,55200,55700,10580377,0.0,0.0,40.43516415289803,0.6367713004484304,36.32286995515695,0.0,-0.025134649910233398,0.021543985637342944,-0.032315978456014416,0.0,fear
2025-04-25,56400,56400,55600,55700,12183303,0.0,0.0,39.68801810337993,0.6233183856502242,37.66816143497758,0.0017953321364452268,-0.019748653500897717,0.030520646319569078,0.0035906642728904536,0.0,fear
2025-04-28,55800,55900,55500,55800,9341518,0.17953321364452424,0.0017953321364452268,37.32060784999008,0.547085201793722,45.2914798206278,0.0,-0.021505376344086002,0.026881720430107503,0.005376344086021501,0.0,neutral
2025-04-29,55700,56500,55600,55800,10295518,0.0,0.0,36.66426838359163,0.5201793721973094,47.98206278026906,-0.005376344086021501,-0.017921146953404965,0.017921146953405076,0.007168458781362075,0.0,neutral
2025-04-30,55900,56000,55300,55500,13014189,-0.5376344086021506,-0.005376344086021501,36.66798022196974,0.5246636771300448,47.53363228699552,-0.021621621621621623,0.037837837837837895,0.00540540540540535,0.023423423423423406,0.0,neutral
2025-05-02,55000,55500,54200,54300,22454204,-2.1621621621621623,-0.021621621621621623,36.748446107166835,0.5336322869955157,46.63677130044843,0.005524861878453136,0.047882136279926435,0.02946593001841613,0.0644567219152854,0.0,neutral
2025-05-07,54500,55000,54300,54600,17136991,0.5524861878453038,0.005524861878453136,35.78388974413949,0.4349775784753363,56.50224215246637,0.0,0.05128205128205132,0.020146520146520075,0.08241758241758235,0.0,neutral
2025-05-08,55100,55500,54500,54600,16320532,0.0,0.0,30.391167844311934,0.2825112107623318,71.74887892376682,0.00366300366300365,0.0494505494505495,0.001831501831501825,0.09523809523809534,0.0,greed
2025-05-09,54700,55000,54400,54800,7814322,0.3663003663003663,0.00366300366300365,30.363300962959773,0.27802690582959644,72.19730941704036,0.051094890510948954,0.03649635036496357,-0.010948905109489093,0.08029197080291972,0.0,greed
2025-05-12,55200,57600,55000,57600,15414702,5.109489051094891,0.051094890510948954,34.79059965759073,0.4080717488789238,59.19282511210762,-0.01215277777777779,-0.03125,-0.05034722222222221,0.03993055555555558,0.0,neutral
2025-05-13,57700,58200,56800,56900,16842801,-1.215277777777778,-0.01215277777777779,27.10115522967615,0.16143497757847533,83.85650224215246,0.008787346221441172,-0.017574692442882234,-0.0527240773286467,0.04569420035149374,-0.19282511210762293,extreme_greed
2025-05-14,57500,57900,57000,57400,12468089,0.8787346221441126,0.008787346221441172,25.962744437995294,0.14349775784753363,85.65022421524664,-0.0017421602787456303,-0.029616724738675937,-0.026132404181184676,0.015679442508710784,-0.2825112107623319,extreme_greed
2025-05-15,57400,58600,57100,57300,13139736,-0.17421602787456447,-0.0017421602787456303,25.28418278684769,0.1210762331838565,87.89237668161435,-0.008726003490401424,-0.04537521815008727,-0.020942408376963373,-0.0017452006980802626,-0.3946188340807176,extreme_greed
2025-05-16,57400,57500,56700,56800,10385352,-0.8726003490401396,-0.008726003490401424,25.40830359633176,0.12556053811659193,87.4439461883408,-0.017605633802816878,-0.045774647887323994,-0.010563380281690127,0.022887323943661997,-0.37219730941704016,extreme_greed
2025-05-19,56400,56400,55500,55800,9802105,-1.7605633802816902,-0.017605633802816878,23.114646269831145,0.06278026905829596,93.72197309417041,0.0017921146953405742,-0.01971326164874554,0.017921146953405076,0.07168458781362008,-0.6860986547085204,extreme_greed
2025-05-20,56200,56700,55700,55900,9080577,0.17921146953405018,0.0017921146953405742,23.00047296068836,0.04932735426008968,95.06726457399103,-0.003577817531305927,-0.035778175313059046,0.03398926654740597,0.05903398926654746,-0.7533632286995513,extreme_greed
2025-05-21,56200,56600,55700,55700,7794181,-0.35778175313059035,-0.003577817531305927,23.025925958514307,0.053811659192825115,94.61883408071749,-0.01795332136445238,0.0035906642728904536,0.061041292639138156,0.06822262118491929,-0.7309417040358746,extreme_greed
2025-05-22,55300,55500,54500,54700,15254278,-1.7953321364452424,-0.01795332136445238,23.923282431911257,0.09417040358744394,90.5829596412556,-0.009140767824497242,0.025594149908592323,0.09323583180987205,0.06032906764168189,-0.5291479820627799,extreme_greed
2025-05-23,55000,55200,54100,54200,11247115,-0.9140767824497258,-0.009140767824497242,24.004098890909646,0.09865470852017937,90.13452914798206,0.009225092250922495,0.03690036900368998,0.09225092250922518,0.11623616236162371,-0.5067264573991033,extreme_greed
2025-05-26,53900,55000,53700,54700,10901337,0.9225092250922509,0.009225092250922495,23.776824709438607,0.08968609865470852,91.03139013452915,-0.014625228519195566,0.03839122486288837,0.09506398537477145,0.12065813528336378,-0.5515695067264573,extreme_greed
2025-05-27,54200,54500,53800,53900,13439520,-1.4625228519195612,-0.014625228519195566,24.273074561367146,0.1031390134529148,89.68609865470852,0.03710575139146566,0.07235621521335811,0.10389610389610393,0.11688311688311681,-0.4843049327354258,extreme_greed
2025-05-28,54300,56100,54200,55900,17516283,3.710575139146568,0.03710575139146566,27.888030787799316,0.17937219730941703,82.0627802690583,0.003577817531305927,0.057245080500894385,0.0429338103756709,0.08765652951699465,-0.1031390134529147,extreme_greed
2025-05-29,56200,56400,55600,56100,12936810,0.35778175313059035,0.003577817531305927,27.907679872873175,0.18385650224215247,81.61434977578475,0.0017825311942958333,0.06595365418894827,0.019607843137254832,0.06595365418894827,-0.08071748878923728,extreme_greed
2025-05-30,56200,57200,55800,56200,26219683,0.17825311942959002,0.0017825311942958333,27.911358313720246,0.18834080717488788,81.16591928251121,0.01067615658362997,0.053380782918149405,0.03380782918149472,0.07117437722419928,-0.058295964125560575,extreme_greed
2025-06-02,56300,57300,56200,56800,12870515,1.0676156583629894,0.01067615658362997,28.044302780389636,0.19730941704035873,80.26905829596413,0.01760563380281699,0.05457746478873249,0.052816901408450745,0.07042253521126751,-0.01345291479820645,extreme_greed
2025-06-04,57200,57900,56800,57800,19649983,1.7605633802816902,0.01760563380281699,27.236245831512807,0.17040358744394618,82.95964125560539,0.02249134948096887,0.02941176470588225,0.02422145328719716,0.10380622837370246,-0.14798206278026954,extreme_greed
2025-06-05,58100,59900,57900,59100,23266027,2.249134948096886,0.02249134948096887,28.07582188278644,0.20179372197309417,79.82062780269058,0.011844331641285955,-0.013536379018612488,0.006768189509306355,0.07106598984771573,0.0,greed
2025-06-09,60400,60400,59500,59800,19609659,1.1844331641285957,0.011844331641285955,28.16030490929406,0.2062780269058296,79.37219730941703,-0.010033444816053505,-0.04347826086956519,-0.030100334448160515,0.03177257525083621,0.0,greed
2025-06-10,60000,60100,58800,59200,15305760,-1.0033444816053512,-0.010033444816053505,28.64313614327659,0.21524663677130046,78.47533632286995,0.011824324324324342,-0.01858108108108103,0.02195945945945943,0.03716216216216206,0.0,greed
2025-06-11,59500,60100,59400,59900,13610734,1.1824324324324325,0.011824324324324342,22.899264441471125,0.04484304932735426,95.51569506726457,-0.006677796327211993,-0.0016694490818029983,0.023372287145241977,0.008347245409014992,-0.7757847533632287,extreme_greed
2025-06-12,59700,60000,59300,59500,17755115,-0.667779632721202,-0.006677796327211993,22.52809556629087,0.03587443946188341,96.41255605381166,-0.020168067226890796,-0.005042016806722671,0.0117647058823529,0.025210084033613356,-0.8206278026905828,extreme_greed
2025-06-13,60200,60200,57700,58300,20705979,-2.0168067226890756,-0.020168067226890796,23.73961910723699,0.08520179372197309,91.4798206278027,-0.018867924528301883,0.020583190394511064,0.04288164665523153,0.07375643224699835,-0.5739910313901347,extreme_greed
2025-06-16,58000,58100,56900,57200,22200872,-1.8867924528301887,-0.018867924528301883,24.7477943701694,0.10762331838565023,89.23766816143498,0.01573426573426584,0.013986013986013957,0.045454545454545414,0.09265734265734271,-0.4618834080717491,extreme_greed
2025-06-17,57800,59800,57400,58100,28637003,1.5734265734265735,0.01573426573426584,25.12058350732007,0.11659192825112108,88.34080717488789,0.029259896729776358,0.04130808950086062,0.03614457831325302,0.09638554216867479,-0.41704035874439427,extreme_greed
2025-06-18,58000,59800,57900,59800,17620705,2.9259896729776247,0.029259896729776358,25.949450065281614,0.13901345291479822,86.09865470852017,-0.010033444816053505,0.025083612040133874,0.01672240802675584,0.08193979933110374,-0.3049327354260086,extreme_greed
2025-06-19,60500,60600,59000,59200,16876278,-1.0033444816053512,-0.010033444816053505,26.394048417754455,0.15695067264573992,84.30493273542601,0.0050675675675675436,0.016891891891891886,0.07770270270270263,0.12668918918918926,-0.21524663677130035,extreme_greed
2025-06-20,59400,59800,59100,59500,18072251,0.5067567567567568,0.0050675675675675436,26.286361284575293,0.15246636771300448,84.75336322869956,-0.025210084033613467,0.02184873949579824,0.06386554621848739,0.12773109243697478,-0.23766816143497776,extreme_greed
2025-06-23,58400,58500,57600,58000,16551694,-2.5210084033613445,-0.025210084033613467,27.180489420608023,0.16591928251121077,83.40807174887892,0.0431034482758621,0.03103448275862064,0.06379310344827593,0.16896551724137931,-0.17040358744394624,extreme_greed
2025-06-24,59400,60600,59300,60500,23737899,4.310344827586207,0.0431034482758621,30.22320162849672,0.2645739910313901,73.54260089686099,0.013223140495867813,-0.0049586776859503745,0.014876033057851235,0.09090909090909083,0.0,greed
2025-06-25,61500,61600,60300,61300,23933612,1.322314049586777,0.013223140495867813,30.318497428386,0.273542600896861,72.64573991031389,-0.01794453507340943,-0.00815660685154973,-0.014681892332789603,0.0831973898858076,0.0,greed
2025-06-26,61300,61300,59900,60200,19402300,-1.794453507340946,-0.01794453507340943,30.637521175049727,0.28699551569506726,71.30044843049328,0.009966777408637828,0.05980066445182719,0.013289036544850585,0.09634551495016619,0.0,greed
2025-06-27,60100,61600,60000,60800,17340470,0.9966777408637874,0.009966777408637828,28.381341897453797,0.21076233183856502,78.9237668161435,-0.016447368421052655,0.04111842105263164,0.02960526315789469,0.08388157894736836,0.0,greed
2025-06-30,61200,61200,59800,59800,17110294,-1.644736842105263,-0.016447368421052655,29.328967298530834,0.23766816143497757,76.23318385650225,0.006688963210702337,0.03177257525083621,0.045150501672240884,0.17725752508361214,0.0,greed
2025-07-01,60400,61100,60200,60200,13650991,0.6688963210702341,0.006688963210702337,29.345675532313887,0.242152466367713,75.7847533632287,0.009966777408637828,0.019933554817275656,0.058139534883721034,0.1727574750830565,0.0,greed
2025-07-02,60200,60900,59800,60800,15047951,0.9966777408637874,0.009966777408637828,29.32407736354568,0.23318385650224216,76.68161434977578,0.049342105263157965,-0.006578947368421018,0.06414473684210531,0.19407894736842102,0.0,greed
2025-07-03,61300,63800,61100,63800,32040639,4.934210526315789,0.049342105263157965,33.241103942833405,0.3273542600896861,67.2645739910314,-0.00783699059561127,-0.043887147335423204,0.045454545454545414,0.11912225705329149,0.0,greed
2025-07-04,64700,64700,63000,63300,23748959,-0.7836990595611284,-0.00783699059561127,32.88477196165168,0.32286995515695066,67.71300448430493,-0.025276461295418606,-0.011058451816745696,0.0600315955766193,0.08846761453396534,0.0,greed
2025-07-07,62900,63300,61700,61700,17164708,-2.527646129541864,-0.025276461295418606,34.267259249496284,0.3632286995515695,63.67713004484305,-0.004862236628849326,0.01296596434359798,0.09886547811993518,0.12965964343598047,0.0,greed
2025-07-08,61600,62400,61000,61400,20213724,-0.48622366288492713,-0.004862236628849326,34.07937848239547,0.3542600896860987,64.57399103139014,-0.016286644951140072,0.037459283387622166,0.07491856677524433,0.13843648208469062,0.0,greed
2025-07-09,61400,61400,60200,60400,17533415,-1.6286644951140066,-0.016286644951140072,34.46784466778385,0.38565022421524664,61.43497757847533,0.009933774834437026,0.07119205298013243,0.09933774834437092,0.13907284768211925,0.0,greed
2025-07-10,60600,61200,60400,61000,14768473,0.9933774834437087,0.009933774834437026,34.504619927416854,0.3991031390134529,60.08968609865471,0.026229508196721207,0.09344262295081962,0.08196721311475419,0.15573770491803285,0.0,greed
2025-07-11,61300,62800,61200,62600,19140650,2.622950819672131,0.026229508196721207,34.57644262372084,0.40358744394618834,59.64125560538117,-0.0015974440894568342,0.0718849840255591,0.05271565495207664,0.14696485623003186,0.0,neutral
2025-07-14,62300,62600,61800,62500,13563846,-0.1597444089456869,-0.0015974440894568342,33.6053966647508,0.33183856502242154,66.81614349775785,0.019200000000000106,0.08479999999999999,0.12640000000000007,0.1359999999999999,0.0,greed
2025-07-15,62300,63800,62000,63700,18442202,1.92,0.019200000000000106,33.77906541762797,0.3452914798206278,65.47085201793722,0.01569858712715866,0.03610675039246458,0.10832025117739397,0.11616954474097341,0.0,greed
2025-07-16,63700,64700,63100,64700,23042660,1.5698587127158554,0.01569858712715866,32.806941121182774,0.3183856502242152,68.16143497757848,0.03091190108191655,0.026275115919629055,0.12210200927357029,0.11128284389489962,0.0,greed
2025-07-17,65900,66800,64400,66700,39448683,3.091190108191654,0.03091190108191655,33.66789323156917,0.34080717488789236,65.91928251121077,0.0059970014992503096,-0.010494752623688153,0.0704647676161918,0.07346326836581718,0.0,greed
2025-07-18,67000,67800,66300,67100,23951531,0.5997001499250375,0.0059970014992503096,33.66538693085262,0.336322869955157,66.3677130044843,0.010432190760059523,-0.01788375558867361,0.02682563338301036,0.0432190760059612,0.0,greed
2025-07-21,67400,68800,67200,67800,17723148,1.0432190760059614,0.010432190760059523,31.560697144174515,0.30493273542600896,69.50672645739911,-0.026548672566371723,0.03834808259587019,0.028023598820059004,0.032448377581120846,0.0,greed
2025-07-22,68100,68500,65600,66000,20829006,-2.6548672566371683,-0.026548672566371723,30.970772761744936,0.3004484304932735,69.95515695067265,0.0060606060606061,0.06969696969696959,0.05909090909090908,0.06818181818181812,0.0,greed
2025-07-23,66200,66500,64900,66400,15687058,0.6060606060606061,0.0060606060606061,30.808347912055638,0.2914798206278027,70.85201793721973,-0.0060240963855421326,0.09337349397590367,0.03614457831325302,0.06325301204819267,0.0,greed
2025-07-24,66500,66800,65900,66000,12660193,-0.6024096385542169,-0.0060240963855421326,29.951546648568655,0.25112107623318386,74.8878923766816,-0.0015151515151514694,0.08181818181818179,0.06818181818181812,0.08181818181818179,0.0,greed
2025-07-25,65700,66300,65500,65900,8080910,-0.15151515151515152,-0.0015151515151514694,29.964994636018677,0.2556053811659193,74.43946188340807,0.06828528072837625,0.04552352048558417,0.08952959028831553,0.08497723823975711,0.0,greed
2025-07-28,68200,70400,67200,70400,35332500,6.828528072837632,0.06828528072837625,36.58386453140021,0.5067264573991032,49.327354260089685,0.0028409090909091717,-0.009943181818181768,0.008522727272727293,-0.0014204545454545858,0.0,neutral
2025-07-29,70800,70800,68800,70600,28190940,0.2840909090909091,0.0028409090909091717,36.633757738343604,0.5112107623318386,48.87892376681614,0.028328611898017053,-0.009915014164305958,0.007082152974504208,0.0,0.0,neutral
2025-07-30,71000,73700,70600,72600,34761444,2.8328611898017,0.028328611898017053,37.321413017036384,0.5515695067264574,44.84304932735426,-0.016528925619834656,-0.052341597796143224,-0.009641873278236957,-0.04132231404958675,0.0,neutral
2025-07-31,73000,74000,71000,71400,26568072,-1.6528925619834711,-0.016528925619834656,35.17941472262186,0.4260089686098655,57.399103139013455,-0.03501400560224088,-0.012605042016806678,0.0028011204481792618,-0.023809523809523836,0.0,neutral
2025-08-01,70200,72000,68800,68900,24038534,-3.5014005602240896,-0.03501400560224088,37.808506389652585,0.5695067264573991,43.04932735426009,0.011611030478954953,0.04208998548621201,0.0159651669085632,-0.018867924528301883,0.0,neutral
2025-08-04,69500,70200,68700,69700,14780072,1.1611030478955007,0.011611030478954953,36.186195298582426,0.47533632286995514,52.46636771300449,0.0028694404591105283,0.01865136298421799,0.004304160688665792,-0.008608321377331474,0.0,neutral
2025-08-05,71000,71500,69700,69900,14392903,0.2869440459110474,0.0028694404591105283,35.97167984142088,0.4484304932735426,55.156950672645735,-0.01573676680972813,0.01716738197424883,0.008583690987124415,-0.0014306151645206988,0.0,neutral
2025-08-06,69200,69400,68300,68800,12542415,-1.5736766809728182,-0.01573676680972813,35.92548558953301,0.4439461883408072,55.60538116591928,0.024709302325581328,0.04505813953488369,0.026162790697674465,0.018895348837209225,0.0,neutral
2025-08-07,70800,71000,69700,70500,15008213,2.4709302325581395,0.024709302325581328,36.47659313414896,0.4977578475336323,50.224215246636774,0.018439716312056653,0.015602836879432536,0.012765957446808418,-0.014184397163120588,0.0,neutral
2025-08-08,71000,72400,70700,71800,22241128,1.8439716312056738,0.018439716312056653,36.048684275537255,0.45739910313901344,54.26008968609865,-0.011142061281337101,-0.02506963788300831,-0.004178272980501441,-0.0236768802228412,0.0,neutral
2025-08-11,72000,72100,70800,71000,11354253,-1.1142061281337048,-0.011142061281337101,36.5110915407524,0.5022421524663677,49.775784753363226,0.0014084507042253502,-0.014084507042253502,-0.009859154929577452,0.007042253521126751,0.0,neutral
2025-08-12,71100,72400,71100,71100,15797656,0.14084507042253522,0.0014084507042253502,36.244795811789935,0.4798206278026906,52.01793721973094,0.011251758087201136,-0.008438818565400852,-0.007032348804500654,0.021097046413502074,0.0,neutral
2025-08-13,71900,72100,71400,71900,12305742,1.1251758087201125,0.011251758087201136,36.11712261615748,0.4663677130044843,53.36322869955157,-0.004172461752433909,-0.018080667593880384,-0.03198887343532686,0.020862308762169768,0.0,neutral
2025-08-14,71900,71900,71200,71600,11946122,-0.4172461752433936,-0.004172461752433909,34.97627193400499,0.4125560538116592,58.74439461883408,-0.022346368715083775,-0.0027932960893854997,-0.026536312849162025,0.05307262569832405,0.0,neutral
2025-08-18,71100,71200,70000,70000,13595591,-2.2346368715083798,-0.022346368715083775,36.16455267251774,0.47085201793721976,52.91479820627802,0.0,0.021428571428571352,-0.03428571428571425,0.09285714285714275,0.0,neutral
2025-08-19,70400,70700,69700,70000,10533082,0.0,0.0,36.04512121221443,0.452914798206278,54.7085201793722,0.0071428571428571175,0.004285714285714226,-0.0128571428571429,0.13428571428571434,0.0,neutral
2025-08-20,70100,70700,69400,70500,17445516,0.7142857142857143,0.0071428571428571175,34.47569027035547,0.39461883408071746,60.53811659192825,0.0014184397163119478,0.0014184397163119478,-0.009929078014184411,0.10921985815602842,0.0,greed
2025-08-21,71500,71900,70600,70600,18843833,0.14184397163120568,0.0014184397163119478,34.46975755589731,0.3901345291479821,60.98654708520179,0.011331444759206777,-0.014164305949008527,-0.007082152974504208,0.1402266288951841,0.0,greed
2025-08-22,71700,71800,70800,71400,9277432,1.13314447592068,0.011331444759206777,34.39812746339757,0.3811659192825112,61.88340807174888,0.0014005602240896309,-0.023809523809523836,-0.026610644257703098,0.11624649859943981,0.0,greed
2025-08-25,71700,71800,71000,71500,10345178,0.1400560224089636,0.0014005602240896309,34.34987225704902,0.37668161434977576,62.33183856502242,-0.016783216783216814,-0.054545454545454564,-0.01958041958041956,0.16783216783216792,0.0,greed
2025-08-26,70800,71100,70300,70300,14712519,-1.6783216783216783,-0.016783216783216814,25.45542991339868,0.13004484304932734,86.99551569506727,0.004267425320056972,-0.017069701280227556,0.017069701280227667,0.20483641536273112,-0.34977578475336346,extreme_greed
2025-08-27,70100,70900,69800,70600,10523405,0.42674253200568996,0.004267425320056972,25.481186362662022,0.13452914798206278,86.54708520179372,-0.014164305949008527,-0.011331444759206777,0.028328611898017053,0.2096317280453257,-0.32735426008968604,extreme_greed
2025-08-28,70100,70400,69600,69600,11578024,-1.41643059490085,-0.014164305949008527,23.640466442042232,0.08071748878923767,91.92825112107623,0.001436781609195359,0.007183908045977017,0.05459770114942519,0.23706896551724133,-0.5964125560538115,extreme_greed
2025-08-29,70100,70500,69700,69700,11682267,0.14367816091954022,0.001436781609195359,23.02845191088419,0.05829596412556054,94.17040358744394,-0.03012912482065999,-0.0028694404591105283,0.0817790530846485,0.19512195121951215,-0.7085201793721971,extreme_greed
2025-09-01,68400,68600,67500,67600,12002343,-3.012912482065997,-0.03012912482065999,22.12184051004807,0.03139013452914798,96.8609865470852,0.022189349112426093,0.03698224852071008,0.13165680473372787,0.24556213017751483,-0.8430493273542602,extreme_greed
2025-09-02,67800,69500,67800,69100,10604028,2.2189349112426036,0.022189349112426093,23.204907012709953,0.06726457399103139,93.27354260089686,0.01013024602026058,0.0347322720694645,0.14905933429811857,0.2141823444283646,-0.663677130044843,extreme_greed
2025-09-03,69200,69800,68800,69800,10283009,1.0130246020260492,0.01013024602026058,23.479211790154668,0.07174887892376682,92.82511210762331,0.004297994269341077,0.04011461318051568,0.12034383954154726,0.2320916905444126,-0.6412556053811655,extreme_greed
2025-09-04,69500,70100,69300,70100,12284414,0.42979942693409745,0.004297994269341077,22.760550964483738,0.04035874439461883,95.96412556053812,-0.008559201141226769,0.04707560627674745,0.14835948644793162,0.26961483594864477,-0.7982062780269061,extreme_greed
2025-09-05,70300,70400,69500,69500,11526724,-0.8559201141226819,-0.008559201141226769,21.179453760763565,0.008968609865470852,99.10313901345292,0.008633093525179936,0.08489208633093526,0.14676258992805757,0.3582733812949641,-0.9551569506726458,extreme_greed
2025-09-08,69800,70500,69600,70100,9263135,0.8633093525179856,0.008633093525179936,20.275164768147498,0.004484304932735426,99.55156950672645,0.0199714693295292,0.09129814550641946,0.1911554921540657,0.3309557774607703,-0.9775784753363226,extreme_greed
2025-09-09,70100,71500,70000,71500,14870245,1.9971469329529243,0.0199714693295292,21.221150021896662,0.013452914798206279,98.65470852017937,0.01538461538461533,0.1104895104895105,0.18461538461538463,0.28111888111888117,-0.9327354260089684,extreme_greed
2025-09-10,71800,72800,71600,72600,21928565,1.5384615384615385,0.01538461538461533,21.87586462343953,0.02242152466367713,97.75784753363229,0.011019283746556363,0.07713498622589521,0.1763085399449036,0.3085399449035813,-0.8878923766816144,extreme_greed
2025-09-11,73200,73600,72100,73400,20793501,1.1019283746556474,0.011019283746556363,21.861756514567922,0.017937219730941704,98.20627802690584,0.027247956403269713,0.09673024523160767,0.173024523160763,0.33106267029972747,-0.9103139013452918,extreme_greed
2025-09-12,74600,75600,74200,75400,28219678,2.7247956403269753,0.027247956403269713,23.626030105044556,0.07623318385650224,92.37668161434978,0.01458885941644561,0.05702917771883298,0.10477453580901863,0.2984084880636604,-0.6188340807174889,extreme_greed
2025-09-15,77200,77600,75900,76500,19908805,1.4588859416445623,0.01458885941644561,22.01683316883314,0.026905829596412557,97.30941704035874,0.03790849673202623,0.0915032679738561,0.10065359477124192,0.2823529411764707,-0.8654708520179369,extreme_greed
2025-09-16,76900,79500,76700,79400,28218265,3.7908496732026142,0.03790849673202623,24.902699198843845,0.11210762331838565,88.78923766816143,-0.015113350125944613,0.0667506297229219,0.0566750629722923,0.2279596977329974,-0.4394618834080717,extreme_greed
2025-09-17,79100,79100,77100,78200,20856317,-1.5113350125944585,-0.015113350125944613,26.045879650756532,0.14798206278026907,85.20179372197309,0.02941176470588225,0.09207161125319696,0.09974424552429673,0.26086956521739135,-0.26008968609865446,extreme_greed
2025-09-18,79100,80500,78600,80500,25619035,2.941176470588235,0.02941176470588225,27.351870422349624,0.17488789237668162,82.51121076233184,-0.009937888198757738,0.06956521739130439,0.10559006211180133,0.1987577639751552,-0.12556053811659212,extreme_greed
2025-09-19,81100,81200,79600,79700,20898386,-0.9937888198757764,-0.009937888198757738,27.912853985389003,0.19282511210762332,80.71748878923766,0.04767879548306153,0.04516938519447922,0.18444165621079045,0.23964868255959848,-0.03587443946188316,extreme_greed
2025-09-22,81500,84000,81100,83500,27529656,4.767879548306149,0.04767879548306153,31.570389223416655,0.3094170403587444,69.05829596412556,0.014371257485029876,0.008383233532934131,0.11736526946107784,0.221556886227545,0.0,greed
2025-09-23,85800,85900,83600,84700,23610263,1.437125748502994,0.014371257485029876,30.238860226184233,0.26905829596412556,73.09417040358744,0.008264462809917328,-0.009445100354191216,0.08146399055489972,0.17473435655253833,0.0,greed
2025-09-24,84200,85500,83700,85400,18300997,0.8264462809917356,0.008264462809917328,30.179797424946525,0.2600896860986547,73.99103139013454,0.008196721311475308,0.007025761124121788,0.11241217798594838,0.1768149882903982,0.0,greed
