year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,71375000000.0,0.0,71375000000.0,,,,,0.0,0.0
2025,Q2,42462000000.0,0.0,-28913000000.0,,,,-1.4050858143607705,-0.7071067811865476,-1.0
2025,Q4,133398000000.0,156017000000.0,133398000000.0,,,,-5.613772351537371,0.9129979150774516,0.0
