ticker,ask_price_1,ask_vol_1,ask_price_2,ask_vol_2,ask_price_3,ask_vol_3,ask_price_4,ask_vol_4,ask_price_5,ask_vol_5,bid_price_1,bid_vol_1,bid_price_2,bid_vol_2,bid_price_3,bid_vol_3,bid_price_4,bid_vol_4,bid_price_5,bid_vol_5,total_ask_vol,total_bid_vol,order_imbalance,spread,spread_pct,bid_depth_ratio,timestamp
79550,863000,1,865000,25,866000,11,867000,363,869000,60,862000,191,861000,233,860000,65,859000,63,858000,53,460,605,0.1361502347405056,1000,0.116009280742458,0.3157024793336248,2026-05-08 09:00:17
79550,850000,14,851000,32,852000,139,853000,37,854000,13,849000,159,848000,179,847000,152,846000,74,845000,133,235,697,0.495708154501119,1000,0.1177856301531199,0.2281205164960097,2026-05-08 09:12:53
79550,845000,106,846000,108,847000,42,848000,26,849000,15,844000,4,843000,224,842000,674,841000,762,840000,2005,297,3669,0.850226928893469,1000,0.1184834123222734,0.0010902153175222,2026-05-08 09:21:19
79550,826000,32,827000,98,828000,52,829000,4,830000,92,824000,263,823000,708,822000,379,821000,718,820000,1356,278,3424,0.8498109130176936,2000,0.2427184466019387,0.076810747663327,2026-05-08 09:42:41
79550,840000,829,841000,262,842000,224,843000,228,844000,48,839000,141,838000,190,837000,290,836000,72,835000,35,1591,728,-0.3721431651557907,1000,0.1191895113230021,0.1936813186786582,2026-05-08 09:52:07
79550,829000,28,830000,339,831000,306,832000,2,834000,21,828000,174,827000,388,826000,338,825000,1165,824000,275,696,2340,0.5415019762828014,1000,0.1207729468599019,0.0743589743586565,2026-05-08 10:08:59
79550,834000,368,835000,75,836000,45,837000,67,838000,68,833000,136,832000,179,831000,155,830000,214,829000,197,623,881,0.1715425531903488,1000,0.1200480192076816,0.1543700340504611,2026-05-08 10:19:33
79550,845000,150,846000,340,847000,257,848000,228,849000,289,843000,141,842000,55,841000,116,840000,222,839000,188,1264,722,-0.2729103726068836,2000,0.2372479240806615,0.1952908587230569,2026-05-08 10:28:30
79550,829000,65,830000,88,831000,44,832000,44,833000,3,827000,308,826000,715,825000,1513,824000,303,823000,208,244,3047,0.8517168034006329,2000,0.2418379685610611,0.1010830324906429,2026-05-08 10:49:26
79550,826000,77,827000,120,828000,53,829000,27,830000,54,825000,749,824000,581,823000,406,822000,746,821000,898,331,3380,0.8216114254895672,1000,0.1212121212121197,0.221597633135439,2026-05-08 11:00:37
79550,826000,101,827000,61,828000,18,829000,41,830000,142,825000,11,824000,41,823000,112,822000,138,821000,617,363,919,0.4336973478905328,1000,0.1212121212121197,0.0119695320999785,2026-05-08 11:21:59
79550,825000,31,826000,37,827000,51,828000,41,829000,100,824000,33,823000,394,822000,746,821000,909,820000,3069,260,5151,0.9038994640530328,1000,0.1213592233009693,0.0064065230052292,2026-05-08 11:42:21
79550,822000,182,823000,262,824000,83,825000,68,826000,33,821000,906,820000,3461,819000,1040,818000,2442,817000,605,628,8454,0.8617044703800245,1000,0.121802679658951,0.1071682044001571,2026-05-08 11:51:51
79550,823000,141,824000,43,825000,99,826000,45,827000,26,822000,53,821000,619,820000,2061,819000,1260,818000,2621,354,6614,0.8983926521227061,1000,0.1216545012165435,0.0080133051103598,2026-05-08 12:03:24
79550,823000,34,824000,66,825000,70,826000,49,827000,100,822000,215,821000,675,820000,2157,819000,1189,818000,2727,319,6963,0.9123867069473875,1000,0.1216545012165435,0.0308774953324272,2026-05-08 12:14:50
79550,821000,114,822000,170,823000,17,824000,35,825000,16,820000,2133,819000,1283,818000,2921,817000,1072,816000,1510,352,8919,0.9240642864837404,1000,0.1219512195121936,0.2391523713418105,2026-05-08 12:25:18
79550,824000,69,825000,137,826000,97,827000,40,828000,152,823000,96,822000,441,821000,423,820000,1490,819000,1408,495,3858,0.7725706409355099,1000,0.1215066828675562,0.0248833592534347,2026-05-08 12:45:31
79550,826000,256,827000,88,828000,210,829000,85,830000,193,825000,222,824000,459,823000,605,822000,586,821000,495,832,2367,0.4798374492013759,1000,0.1212121212121197,0.0937896070971956,2026-05-08 12:56:32
79550,824000,215,825000,284,826000,40,827000,27,828000,160,823000,470,822000,527,821000,696,820000,1756,819000,1535,726,4984,0.7457092819601652,1000,0.1215066828675562,0.094301765649891,2026-05-08 13:07:00
79550,837000,111,838000,190,839000,13,840000,682,841000,39,836000,53,835000,86,834000,74,833000,145,832000,30,1035,388,-0.4546732255765659,1000,0.1196172248803813,0.1365979381408093,2026-05-08 13:17:57
79550,836000,166,837000,39,838000,62,839000,125,840000,81,835000,124,834000,68,833000,226,832000,66,831000,97,473,581,0.1024667931679083,1000,0.1197604790419147,0.2134251290841062,2026-05-08 13:28:13
79550,836000,52,837000,236,838000,84,839000,191,840000,258,835000,40,834000,106,833000,186,832000,210,831000,137,821,679,-0.0946666666660355,1000,0.1197604790419147,0.0589101620020779,2026-05-08 13:49:33
79550,838000,74,840000,97,841000,113,842000,145,843000,238,837000,278,836000,169,835000,188,834000,171,833000,155,667,961,0.1805896805885713,1000,0.1194743130226986,0.2892819979158243,2026-05-08 14:01:47
79550,843000,88,844000,153,845000,83,846000,162,847000,320,842000,31,841000,267,840000,579,839000,133,838000,100,806,1110,0.1586638830889422,1000,0.1187648456056993,0.0279279279276763,2026-05-08 14:13:47
79550,837000,27,838000,172,839000,40,840000,71,841000,22,836000,23,835000,373,834000,122,833000,121,832000,309,332,948,0.4812499999962403,1000,0.1196172248803813,0.0242616033752715,2026-05-08 14:24:44
79550,835000,3,836000,13,837000,162,838000,78,839000,27,834000,165,833000,262,832000,305,831000,419,830000,1666,283,2817,0.8174193548360729,1000,0.1199040767386076,0.0585729499465439,2026-05-08 14:37:20
79550,839000,213,840000,318,841000,29,842000,67,843000,328,837000,1,836000,243,835000,571,834000,155,833000,186,955,1156,0.0952155376594258,2000,0.2389486260453973,0.0008650519031067,2026-05-08 14:48:32
79550,838000,18,839000,339,840000,205,841000,257,842000,303,837000,61,836000,1116,835000,771,834000,310,833000,330,1122,2588,0.3951482479773716,1000,0.1194743130226986,0.0235703245748702,2026-05-08 15:06:12
79550,839000,704,840000,232,841000,219,842000,196,843000,142,838000,278,837000,184,836000,120,835000,210,834000,55,1493,847,-0.2760683760671963,1000,0.1193317422434353,0.3282172373042713,2026-05-08 15:14:43
079550,842000,272,843000,396,844000,165,0,0,0,0,841000,32,840000,124,839000,351,0,0,0,0,833,507,-0.2432835820877367,1000,0.11890606420927326,0.0631163708074336,2026-05-08 15:23:03
