total_assets,current_assets,prev_current_assets,cash,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_equity,retained_earnings,current_liabilities,prev_current_liabilities,total_liabilities,operating_income,prev_operating_income,sga_expense,prev_sga,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,income_tax,net_income,revenue,prev_revenue,long_term_debt,short_term_debt,capex,cash_from_operations,roe,debt_ratio,opm,year
366409360000,142971141000,140988568000,26339571000,42200404000,36441719000,65044704000,177250528000,132724927000,132855533000,2718737000,206178699000,164100834000,233553827000,1615256000,14206084000,36886327000,32689595000,372968778000,285174184000,38501583000,46895679000,-4877613000,769523000,411470361000,332069863000,35000000000,65557780000,-68864889000,4641384000,,,,2025
