year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,88483188736,467798272893,4769279391849,6394223581591,88483188736,4769279391849,-0.2541,-0.8109,0.0,-0.6186,-1.0
2021,Q4,517400647833,88483188736,6316435934254,4769279391849,517400647833,6316435934254,0.3244,4.8474,0.0,0.9065,1.0
2022,Q4,645448993543,517400647833,7812755198909,6316435934254,645448993543,7812755198909,0.2369,0.2475,0.0,0.3311,1.0
2023,Q4,639780613579,645448993543,6357088542148,7812755198909,639780613579,6357088542148,-0.1863,-0.0088,0.0,-0.0173,-1.0
2024,Q1,163000384878.0,0,1604739028855.0,0.0,163000384878.0,1604739028855.0,0,163000384878.0,0.0,0.0,0.0
2024,Q2,117465484570.0,0,1604387896295.0,0.0,117465484570.0,1604387896295.0,0,117465484570.0,0.0,0.0,0.0
2024,Q3,92950127071.0,0,1540092934315.0,0.0,92950127071.0,1540092934315.0,0,92950127071.0,0.0,0.0,0.0
2024,Q4,477024306786,639780613579,6570412728809,6357088542148,477024306786,6570412728809,0.0336,-0.2544,0.0,-0.3372,-1.0
2025,Q1,132333499738.0,0,1665840480141.0,0.0,132333499738.0,1665840480141.0,0,132333499738.0,0.0,0.0,0.0
2025,Q2,75339516369.0,0,1693824109664.0,0.0,75339516369.0,1693824109664.0,0,75339516369.0,0.0,0.0,0.0
2025,Q3,99753401154.0,0,1636131871623.0,0.0,99753401154.0,1636131871623.0,0,99753401154.0,0.0,0.0,0.0
2025,Q4,479961762138,477024306786,6929498818333,6570412728809,479961762138,6929498818333,0.0547,0.0062,0.0,0.0122,1.0
