date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-19,0.0,0,0.0
2026-02-20,0.763,0,0.382
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,1.173,1,1.086
2026-02-26,0.0,0,0.0
2026-02-27,0.0,0,0.0
2026-03-03,1.26,0,0.63
2026-03-04,1.424,0,0.712
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.576,0,0.288
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,1.186,0,0.593
2026-03-13,0.0,0,0.0
2026-03-16,0.839,0,0.42
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.0,0,0.0
2026-03-20,0.0,0,0.0
2026-03-23,0.757,0,0.378
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,1.185,0,0.592
2026-03-27,0.0,0,0.0
2026-03-30,0.766,0,0.383
2026-03-31,1.259,0,0.63
2026-04-01,0.0,0,0.0
2026-04-02,1.341,0,0.67
2026-04-03,0.0,0,0.0
2026-04-06,0.692,0,0.346
2026-04-07,0.911,0,0.456
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.728,0,0.364
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.746,0,0.373
2026-04-21,0.919,0,0.46
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,1,0.5
2026-04-28,0.93,0,0.465
2026-04-29,0.0,0,0.0
2026-04-30,0.897,0,0.448
2026-05-04,0.0,0,0.0
2026-05-06,0.0,1,0.5
2026-05-07,0.884,1,0.942
2026-05-08,0.0,1,0.5
2026-05-11,0.736,1,0.868
2026-05-12,0.926,0,0.463
2026-05-13,0.0,1,0.5
2026-05-14,0.0,0,0.0
2026-05-15,0.877,0,0.438
2026-05-18,0.678,0,0.339
2026-05-19,0.567,0,0.284
