year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,135401954143,193939463944,76158433303,165341667040,135401954143,76158433303,-0.5394,-0.3018,0.0,-0.3764,-1.0
2021,Q4,123989281498,135401954143,114147810111,76158433303,123989281498,114147810111,0.4988,-0.0843,0.0,-0.1443,-1.0
2022,Q4,130553250828,123989281498,160313493138,114147810111,130553250828,160313493138,0.4044,0.0529,0.0,0.0957,1.0
2023,Q4,199376381248,130553250828,119501459466,160313493138,199376381248,119501459466,-0.2546,0.5272,0.0,0.5132,1.0
2024,Q1,52241561966.0,0,95622861438.0,0.0,52241561966.0,95622861438.0,0,52241561966.0,0.0,0.0,0.0
2024,Q2,74395341216.0,0,-41170453358.0,0.0,74395341216.0,-41170453358.0,0,74395341216.0,0.0,0.0,0.0
2024,Q3,41986551988.0,0,159139178807.0,0.0,41986551988.0,159139178807.0,0,41986551988.0,0.0,0.0,0.0
2024,Q4,209498645768,199376381248,156866516231,119501459466,209498645768,156866516231,0.3127,0.0508,0.0,0.0922,1.0
2025,Q1,7799816484.0,0,97443010440.0,0.0,7799816484.0,97443010440.0,0,7799816484.0,0.0,0.0,0.0
2025,Q2,65619523206.0,0,72031982238.0,0.0,65619523206.0,72031982238.0,0,65619523206.0,0.0,0.0,0.0
2025,Q3,47431071664.0,0,120100791647.0,0.0,47431071664.0,120100791647.0,0,47431071664.0,0.0,0.0,0.0
2025,Q4,140101841084,209498645768,133942314737,156866516231,140101841084,133942314737,-0.1461,-0.3313,0.0,-0.3985,-1.0
