date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.0,0,0.0
2026-02-26,0.0,0,0.0
2026-02-27,1.456,0,0.728
2026-03-03,1.284,0,0.642
2026-03-04,1.252,0,0.626
2026-03-05,0.0,0,0.0
2026-03-06,0.0,1,0.5
2026-03-09,0.0,1,0.5
2026-03-10,0.841,0,0.42
2026-03-11,0.0,1,0.5
2026-03-12,0.0,1,0.5
2026-03-13,0.725,1,0.862
2026-03-16,0.0,0,0.0
2026-03-17,0.659,0,0.33
2026-03-18,0.0,0,0.0
2026-03-19,0.0,0,0.0
2026-03-20,0.0,0,0.0
2026-03-23,0.0,1,0.5
2026-03-24,0.581,0,0.29
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.973,0,0.486
2026-03-30,0.0,0,0.0
2026-03-31,0.796,0,0.398
2026-04-01,0.0,0,0.0
2026-04-02,0.0,1,0.5
2026-04-03,0.0,0,0.0
2026-04-06,0.779,0,0.39
2026-04-07,0.74,0,0.37
2026-04-08,1.172,0,0.586
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.0,0,0.0
2026-04-14,1.095,0,0.548
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,0.0,0,0.0
2026-04-22,0.0,0,0.0
2026-04-23,0.951,0,0.476
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.0,0,0.0
2026-05-04,0.0,1,0.5
2026-05-06,0.769,0,0.384
2026-05-07,0.842,0,0.421
2026-05-08,0.747,0,0.374
2026-05-11,0.841,0,0.42
2026-05-12,0.792,0,0.396
2026-05-13,0.992,0,0.496
2026-05-14,0.0,0,0.0
2026-05-15,0.83,0,0.415
2026-05-18,0.0,0,0.0
2026-05-19,0.0,0,0.0
2026-05-20,0.806,0,0.403
2026-05-21,1.463,0,0.732
2026-07-21,1.463,0,0.732
